"Title","Phonics attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-08-01"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","Boys","85","%","89"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","Boys","86","%","296"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","Boys","79","%","171"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","Boys","78","%","323"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","Boys","!","%","*"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","Boys","75","%","539"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Lambeth","E09000022","Boys","77","%","571"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","Boys","72","%","364"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","Boys","79","%","206"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hammersmith and Fulham","E09000013","Boys","82","%","147"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","Boys","87","%","104"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","Boys","80","%","200"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","Boys","79","%","165"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","Boys","75","%","106"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","Boys","75","%","655"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","Boys","82","%","529"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Barnet","E09000003","Boys","81","%","212"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","Boys","78","%","377"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","Boys","81","%","630"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","Boys","74","%","199"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","Boys","79","%","682"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","Boys","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","Boys","82","%","542"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","Boys","76","%","333"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","Boys","78","%","597"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","Boys","82","%","577"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","Boys","86","%","126"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Islington","E09000019","Boys","69","%","219"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","Boys","76","%","252"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","Boys","76","%","229"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","Boys","82","%","22"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","Boys","81","%","228"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","Boys","84","%","154"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","Boys","77","%","148"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","Boys","81","%","190"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","Boys","86","%","290"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","Boys","82","%","149"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","Boys","85","%","26"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","Boys","77","%","417"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Camden","E09000007","Boys","74","%","135"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","Boys","81","%","707"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","Boys","65","%","20"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","Boys","81","%","158"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","Boys","80","%","445"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","Boys","78","%","302"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","Boys","85","%","91"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","Boys","73","%","229"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","Boys","83","%","459"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","Boys","80","%","182"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","Boys","78","%","470"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","Boys","72","%","83"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","Boys","73","%","181"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","Boys","74","%","646"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","Boys","75","%","216"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","Boys","78","%","439"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","Boys","76","%","137"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","Boys","78","%","27"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","Boys","81","%","198"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","Boys","82","%","346"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","Boys","88","%","110"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","London","Greenwich","E09000011","Boys","85","%","574"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","Boys","79","%","146"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","Boys","76","%","17"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","Boys","77","%","26"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","Boys","!","%","6"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","Boys","!","%","21"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","Boys","72","%","61"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","Boys","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","Boys","100","%","5"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","Boys","!","%","3"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","Boys","!","%","6"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","Boys","!","%","5"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","Boys","81","%","79"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","Boys","64","%","11"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","Boys","63","%","8"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","Boys","!","%","7"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","Boys","100","%","3"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","Boys","!","%","11"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","Boys","!","%","0"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","Boys","!","%","17"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","Boys","76","%","25"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","Boys","!","%","9"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","Boys","100","%","8"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","Boys","79","%","621"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","Boys","73","%","26"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","Boys","75","%","123"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","Boys","78","%","45"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","Boys","70","%","30"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","Boys","N/A","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","Boys","79","%","14"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","Boys","!","%","5"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","Boys","67","%","12"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","Boys","!","%","15"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","Boys","63","%","8"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","Boys","85","%","33"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","Boys","74","%","31"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","Boys","56","%","9"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","Boys","78","%","561"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","Boys","62","%","47"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","Boys","72","%","53"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","Boys","!","%","8"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","Boys","69","%","26"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","Boys","!","%","4"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","Boys","100","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","Boys","!","%","8"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","Boys","!","%","5"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","Boys","86","%","105"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","Boys","100","%","5"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","Boys","79","%","24"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","Boys","79","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","Boys","69","%","59"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","Boys","73","%","11"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","Boys","!","%","5"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","Boys","72","%","18"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","Boys","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","Boys","72","%","111"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","Boys","83","%","41"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","Boys","!","%","8"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","Boys","82","%","68"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","Boys","!","%","0"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","Boys","73","%","100"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","Boys","64","%","107"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","Boys","87","%","188"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","Boys","79","%","58"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","Boys","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","Boys","69","%","75"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","Boys","73","%","26"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","Boys","77","%","90"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","Boys","78","%","80"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","Boys","76","%","89"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","Boys","87","%","106"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","Boys","78","%","54"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","Boys","74","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","Boys","80","%","246"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","Boys","67","%","12"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","Boys","78","%","108"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","Boys","80","%","82"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","Boys","87","%","235"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","Boys","91","%","32"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","Boys","82","%","22"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","Boys","78","%","72"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","Boys","67","%","18"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","Boys","76","%","50"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","Boys","80","%","99"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","Boys","!","%","12"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","Boys","77","%","26"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","Boys","84","%","252"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","Boys","86","%","21"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","Boys","84","%","32"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","Boys","80","%","96"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","Boys","71","%","21"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","Boys","79","%","29"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","Boys","92","%","83"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","Boys","76","%","66"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","Boys","79","%","75"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","Boys","83","%","83"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","Boys","!","%","x"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","Boys","74","%","91"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","Boys","69","%","13"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","Boys","!","%","12"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","Boys","!","%","3"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","Boys","!","%","7"
