"Title","Unemployment by qualification level"
"Location","England, Wales and Scotland"
"Time period","2016"
"Data source","Department for Education"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-04"
"Measure","Time","Time_type","Georgraphy","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Highest qualification held","Qualification_type","Ethnicity","Ethnicity_type","Value","Numerator","Denominator","Unweighted sample base","upper 95%","lower 95%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","All","All","3%","202588","7076369","34391","3.00%","2.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","White","ONS 5+1","3%","79831","2602433","13003","3.40%","2.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","10%","4251","40575","152","18.20%","2.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","6%","7767","133399","539","8.90%","2.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","11%","9364","82929","303","16.90%","5.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Other","ONS 5+1","6%","1971","35018","141","11.60%","-0.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","8%","23353","291921","1135","10.50%","5.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","All","All","4%","103381","2898476","14155","3.90%","3.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","White","ONS 5+1","5%","150817","3045267","15911","5.30%","4.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","8%","2655","32918","134","15.40%","0.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","7%","9371","136426","594","10.10%","3.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","8%","6699","83737","328","12.60%","3.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Other","ONS 5+1","8%","2391","30045","124","15.50%","0.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","7%","21116","283126","1180","9.80%","5.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","All","All","5%","172130","3332044","17106","5.50%","4.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","White","ONS 5+1","6%","116254","2046428","10500","6.10%","5.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","8%","8289","100393","430","12.40%","4.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","11%","6449","57507","220","17.80%","4.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Other","ONS 5+1","3%","635","24802","108","7.30%","-2.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","9%","17597","203127","846","11.70%","5.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","All","All","6%","134288","2251993","11359","6.40%","5.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","31222","754315","4040","4.80%","3.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","5%","7149","132507","581","8.30%","2.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","10%","4609","46462","185","16.70%","3.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Other","ONS 5+1","5%","3723","67953","276","9.70%","1.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","6%","16011","255060","1078","8.60%","4.00%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","All","All","5%","47233","1010646","5124","5.30%","4.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","White","ONS 5+1","6%","81992","1451388","8158","6.20%","5.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","4%","6192","176068","829","5.50%","1.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","6%","3707","57364","222","11.60%","1.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Other","ONS 5+1","5%","2542","54767","246","8.80%","0.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","4%","13179","303917","1360","6.00%","2.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","All","All","5%","95341","1758182","9531","5.90%","5.00%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","1951","43725","204","7.30%","1.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Other","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","All","All","4%","2189","52309","237","6.70%","1.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","603049","15998651","81977","3.90%","3.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","7%","13280","198315","800","9.40%","4.00%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","6%","70511","1177479","5095","7.00%","5.00%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","8%","47099","569795","2215","10.10%","6.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Other","ONS 5+1","5%","22210","411907","1716","7.10%","3.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","6%","153100","2357496","9826","7.30%","5.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","All","All","4%","757149","18380018","91902","4.20%","4.00%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","White","ONS 5+1","3%","289391","11569329","54841","2.60%","2.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","6%","9453","151863","585","9.30%","3.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","5%","49609","1048839","4233","5.70%","3.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","7%","30039","410123","1573","9.40%","5.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Other","ONS 5+1","5%","18459","376069","1483","6.60%","3.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","5%","107560","1986894","7874","6.20%","4.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","All","All","3%","397230","13573302","62781","3.10%","2.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","212663","5780278","28051","3.90%","3.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","10%","7460","75295","282","15.40%","4.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","7%","16908","259564","1017","8.90%","4.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","12%","16157","136813","498","16.30%","7.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Other","ONS 5+1","5%","3075","63852","251","9.00%","0.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","8%","43599","535524","2047","10.00%","6.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","All","All","4%","256538","6323359","30127","4.30%","3.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","White","ONS 5+1","5%","322861","5899729","29536","5.70%","5.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","9%","5433","61647","245","14.40%","3.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","7%","19658","264279","1122","9.90%","5.00%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","12%","18668","154523","564","16.30%","7.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Other","ONS 5+1","10%","5457","56512","230","15.70%","3.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","9%","49215","536961","2160","11.10%","7.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","All","All","6%","372713","6443623","31724","6.00%","5.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","White","ONS 5+1","7%","263762","3961402","19324","7.00%","6.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","14%","5932","43057","165","22.10%","5.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","11%","21707","195460","810","14.50%","7.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","16%","17959","109063","387","22.30%","10.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Other","ONS 5+1","10%","4875","49379","195","16.50%","3.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","13%","50473","396959","1557","15.30%","10.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","All","All","7%","315401","4362390","20900","7.60%","6.90%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","White","ONS 5+1","5%","91249","1831223","9227","5.40%","4.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","7%","19857","285776","1195","9.20%","4.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","8%","7779","99670","365","12.20%","3.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Other","ONS 5+1","7%","9973","142879","568","10.30%","3.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","7%","39042","548603","2214","8.80%","5.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","All","All","5%","130396","2382413","11454","5.90%","5.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","White","ONS 5+1","7%","201498","2797165","14942","7.60%","6.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","10%","3317","32429","132","18.40%","2.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","5%","17851","325960","1451","7.30%","3.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","11%","10855","102913","399","15.30%","5.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Other","ONS 5+1","7%","6992","102650","435","10.60%","3.10%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","7%","39015","563952","2417","8.50%","5.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","All","All","7%","240982","3365011","17376","7.50%","6.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","4104","93588","424","6.30%","2.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Other","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","All","All","5%","5121","111408","491","6.40%","2.70%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","1385527","31932713","156344","4.40%","4.20%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","9%","33027","385427","1498","10.80%","6.30%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","6%","145874","2386313","9854","6.90%","5.40%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","10%","102188","1018625","3805","11.50%","8.50%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Other","ONS 5+1","6%","48831","794581","3174","7.50%","4.80%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","7%","329920","4584946","18331","7.80%","6.60%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","7%","2933","43847","178","12.50%","0.90%"
"Unemployment","2014","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","All","All","5%","1718380","36561506","174853","4.80%","4.60%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","White","ONS 5+1","2%","128438","5658917","24285","2.50%","2.10%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","4%","2754","63046","231","8.50%","0.20%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","4%","20291","566849","2029","4.90%","2.30%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","6%","12127","209504","722","8.50%","3.10%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Other","ONS 5+1","6%","12216","195663","657","9.20%","3.30%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","5%","47388","1035062","3639","5.70%","3.50%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","All","All","3%","175907","6703097","27954","2.80%","2.40%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","110323","3146888","14370","3.80%","3.20%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","12%","3383","29364","105","21.20%","1.90%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","12%","14149","118168","444","16.80%","7.20%"
"Unemployment","2015","Year","K03000001","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","9%","6141","65277","204","15.70%","3.10%"
