"Title","Rates of criminal reoffending"
"Time period","2000 to 2015"
"Location","England and Wales"
"Source","NOMS Offender Equalities Statistics Bulletin"
"Department","Ministry of Justice"
"Last update","24 November 2016"
"
"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_code","Geography_name","Geography_type","Age group","Age group_type","Value","Denominator","Numerator"
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","35 to 39","Adult",25,5595,1400
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",13.4,186,25
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",26.4,197,52
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",3.1,127,4
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",9.8,41,4
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",20.8,4398,914
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",17.6,102,18
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",20.4,157,32
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",2,99,2
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",20,20,4
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",18.1,3015,546
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",7.8,115,9
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",20.7,87,18
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",1.1,262,3
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",0,16,0
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",12.4,3774,469
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",28.4,4184,1188
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",35.4,7644,2707
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",14.4,1465,211
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",26.2,850,223
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",31.6,72064,22792
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",23.8,5894,1404
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",31,8738,2706
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",12.4,2016,250
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",18.9,1295,245
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",28.7,82920,23825
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","25 to 29","Adult",22.4,6431,1442
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","25 to 29","Adult",27.9,8140,2269
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","25 to 29","Adult",9.8,2108,206
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","25 to 29","Adult",17.2,1416,244
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","25 to 29","Adult",27.9,76191,21271
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","30 to 34","Adult",19.2,4999,959
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","30 to 34","Adult",26.1,6099,1591
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","30 to 34","Adult",9.7,1670,162
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","30 to 34","Adult",16.2,1157,187
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","30 to 34","Adult",28.6,56115,16030
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","35 to 39","Adult",17,3549,603
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","35 to 39","Adult",23.3,4462,1039
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","35 to 39","Adult",5.7,1397,80
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","35 to 39","Adult",14.7,980,144
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","35 to 39","Adult",26.5,48684,12882
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","40 to 44","Adult",14.5,2332,338
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","40 to 44","Adult",21.6,4300,927
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","40 to 44","Adult",6.8,1390,95
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","40 to 44","Adult",11.6,707,82
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","40 to 44","Adult",22.3,42583,9476
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","45 to 49","Adult",10.8,1326,143
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","45 to 49","Adult",21.7,3285,712
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","45 to 49","Adult",4.7,1293,61
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","45 to 49","Adult",13.3,445,59
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","45 to 49","Adult",18.9,30896,5835
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","50+","Adult",9.3,1827,170
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","50+","Adult",17.1,2491,427
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","50+","Adult",2.2,2815,62
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",32.4,71,23
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",29.5,241,71
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",17.3,81,14
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",26.7,30,8
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",30.7,6448,1980
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",18.7,107,20
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",32.6,291,95
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",12.1,91,11
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",25.5,47,12
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",26.9,7037,1896
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",25,96,24
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",31.2,295,92
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",11.4,114,13
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",11.8,51,6
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",25.9,6160,1594
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",18.5,81,15
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",30.9,220,68
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",14,86,12
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",12.5,40,5
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",28.1,4543,1276
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",19,79,15
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",23.9,163,39
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",4.9,82,4
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",23.8,42,10
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",25.7,4126,1060
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",27,37,10
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",31.6,158,50
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",5.7,87,5
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",8.3,12,1
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",21,3870,812
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",12.5,24,3
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",23.2,138,32
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",8,87,7
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",13,23,3
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",19.5,2899,564
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",9.7,31,3
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",14.3,70,10
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",2.1,192,4
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",18.2,22,4
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",12.1,3808,461
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",29.2,634,185
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",32.7,752,246
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",13.7,131,18
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",24.5,49,12
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",29.2,6499,1898
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",23,868,200
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",28.7,910,261
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",12.6,183,23
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",13,92,12
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",27.3,7569,2064
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",21.8,998,218
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",24.8,909,225
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",9,223,20
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",15.9,132,21
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",27.6,6885,1902
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",17.5,739,129
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",27.6,613,169
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",6.3,189,12
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",12.2,74,9
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",28.4,4879,1386
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",17.8,551,98
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",25.2,389,98
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",1.7,173,3
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",6.3,63,4
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",24.3,4159,1009
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",12.1,331,40
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",22.2,400,89
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",4.6,153,7
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",6.2,32,2
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",19.2,3650,702
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",8.7,172,15
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",21.7,300,65
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",1.8,171,3
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",13,23,3
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",15.1,2516,379
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",6.9,216,15
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",14,200,28
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",2.6,385,10
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",10.3,29,3
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",9.8,3294,322
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",27.4,248,68
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",33.1,414,137
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",7,114,8
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",15.9,44,7
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",29.2,6232,1818
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",20.6,350,72
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",33.6,527,177
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",11.5,174,20
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",16.7,60,10
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",27.2,7688,2089
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",20.3,385,78
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",27.5,476,131
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",8.8,160,14
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",16.9,77,13
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",26.7,6852,1828
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",16.7,294,49
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",25.1,399,100
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",8.2,158,13
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",15,80,12
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",26.6,5212,1388
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",13.2,205,27
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",22.3,273,61
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",6,167,10
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",11,73,8
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",24.6,4403,1082
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",12.2,147,18
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",17.9,263,47
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",4.4,159,7
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",14.3,35,5
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",22.4,4130,927
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",11.5,78,9
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",19.9,206,41
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",2.5,120,3
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",17.4,23,4
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",18.5,3213,596
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",7.6,118,9
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",22.1,149,33
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",1.4,354,5
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",4.8,42,2
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",12.5,4287,536
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",48.5,68,33
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",35.7,28,10
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",11.6,43,5
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",7.7,13,1
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",34.6,4802,1661
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",22.1,113,25
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",30.6,49,15
