"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Age Bracket","NS SEC","Value","Value_type","Denominator (weighted)","Numerator (weighted)","Upper CI","Lower CI","Number of Respondents (unweighted)"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","20.7","%","32346","6699","21.50%","20.00%","24414"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","17.6","%","21717","3818","18.40%","16.80%","17551"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","23.2","%","3525","817","25.60%","21.00%","2604"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","33.4","%","3257","1087","36.70%","30.20%","1792"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","25","%","794","199","30.70%","20.10%","456"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","27.1","%","490","133","35.20%","20.40%","290"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","16.1","%","850","137","20.40%","12.50%","538"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","25.9","%","499","129","33.50%","19.60%","278"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","21","%","30049","6298","21.60%","20.30%","30799"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","17.2","%","20556","3530","17.90%","16.50%","22286"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","22.7","%","2882","655","24.90%","20.70%","2958"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","34","%","3297","1120","36.60%","31.40%","2506"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","31.3","%","869","273","36.60%","26.50%","711"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","36.2","%","306","111","44.80%","28.40%","287"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","20.7","%","473","98","27.20%","15.40%","441"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","33.6","%","479","161","40.10%","27.70%","405"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","22","%","33018","7278","22.70%","21.40%","33400"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","20.6","%","26890","5538","21.30%","19.90%","27986"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","21.7","%","1477","321","24.80%","18.90%","1613"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","34.3","%","1741","597","38.10%","30.70%","1232"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","30.9","%","941","291","35.70%","26.40%","702"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","31.7","%","148","47","42.20%","22.70%","148"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","22.7","%","385","87","30.00%","16.70%","324"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","31.3","%","336","105","38.60%","24.80%","272"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","27.2","%","27010","7360","27.90%","26.60%","37130"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","26.4","%","23396","6172","27.00%","25.70%","33242"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","26.2","%","805","211","30.00%","22.70%","1122"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","36.5","%","1016","371","41.30%","32.00%","778"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","36.4","%","517","188","43.70%","29.70%","405"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","40.6","%","97","39","54.10%","28.40%","107"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","27.6","%","178","49","37.90%","19.20%","178"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","33.9","%","175","59","43.80%","25.30%","183"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","29.5","%","24263","7158","30.10%","28.90%","37073"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","29.2","%","22104","6448","29.80%","28.60%","34360"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","29.1","%","554","161","33.30%","25.30%","789"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","38.1","%","482","184","43.80%","32.70%","475"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","32","%","164","52","42.20%","23.20%","154"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","*","%","*","*","*","*","55"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","*","%","*","*","*","*","74"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","26.6","%","140","37","36.70%","18.50%","128"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","52.6","%","18917","9947","53.50%","51.70%","19306"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","52.3","%","16980","8875","53.20%","51.40%","17652"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","48","%","386","185","54.40%","41.60%","383"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","52.5","%","388","203","60.50%","44.20%","251"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","60.2","%","179","108","72.80%","46.00%","105"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","*","%","*","*","*","*","20"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","*","%","*","*","*","*","38"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","65.1","%","84","55","79.90%","46.80%","50"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","16.8","%","68379","11487","17.10%","16.50%","95352"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","15.6","%","53826","8386","15.90%","15.30%","78896"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","16.2","%","4464","725","17.60%","15.00%","5773"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","27","%","4143","1117","28.90%","25.10%","3866"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","23.8","%","1348","321","27.00%","21.00%","1366"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","21.6","%","574","124","25.90%","17.80%","591"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","13.5","%","1054","143","16.30%","11.20%","1046"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","24.5","%","674","165","29.10%","20.40%","696"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","24.8","%","46533","11529","25.30%","24.20%","45857"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","23.5","%","38078","8931","24.00%","22.90%","39668"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","27.8","%","2500","696","30.60%","25.20%","2078"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","34.4","%","2592","893","37.80%","31.20%","1484"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","32.6","%","954","311","38.10%","27.60%","572"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","42.6","%","261","111","53.30%","32.60%","185"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","22.2","%","549","122","28.70%","16.90%","381"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","27.3","%","337","92","34.70%","21.00%","249"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","32.1","%","28109","9016","33.00%","31.20%","18995"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","31.2","%","21832","6819","32.20%","30.30%","15792"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","30.1","%","1987","598","33.60%","26.80%","1085"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","38.6","%","1956","755","43.00%","34.40%","846"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","34.4","%","636","219","41.40%","28.10%","310"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","*","%","*","*","*","*","72"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","27.7","%","385","107","36.60%","20.30%","181"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","36.8","%","280","103","46.20%","28.30%","153"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","38.4","%","7465","2867","40.30%","36.50%","4095"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","36.1","%","4574","1651","38.40%","33.80%","2718"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","35.2","%","313","110","45.60%","26.10%","178"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","43.1","%","1312","565","48.20%","38.20%","570"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","36.4","%","312","114","45.80%","27.90%","169"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","*","%","*","*","*","*","33"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","*","%","*","*","*","*","86"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","42.5","%","293","125","55.30%","30.60%","114"
"Percentage of people who are physically inactive","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","20.3","%","25220","5117","21.20%","19.40%","13030"
"Percentage of people who are physically inactive","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","17.2","%","15798","2718","18.20%","16.20%","8708"
"Percentage of people who are physically inactive","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","18.8","%","1407","264","22.60%","15.50%","692"
"Percentage of people who are physically inactive","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","25.1","%","3323","834","28.30%","22.10%","1223"
"Percentage of people who are physically inactive","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","26.7","%","1192","319","32.20%","21.90%","474"
"Percentage of people who are physically inactive","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","23.7","%","429","102","33.10%","16.40%","160"
"Percentage of people who are physically inactive","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","13","%","934","121","17.50%","9.50%","346"
"Percentage of people who are physically inactive","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","23.6","%","528","125","31.20%","17.40%","213"
