"Title"," EBacc achievement by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Notes","Girls-Value","Girls-Denominator","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","19","21","NA","NA","","x","8","Suppressed","x","13","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","46","35","NA","NA","","30","20","","67","15",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","21","14","NA","NA","","x","7","Suppressed","x","7","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","17","172","NA","NA","","13","77","","21","95",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","33","249","NA","NA","","24","135","","42","114",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","37","38","NA","NA","","x","12","Suppressed","x","26","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","38","42","NA","NA","","24","25","","59","17",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","29","21","NA","NA","","x","11","Suppressed","x","10","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","33","57","NA","NA","","27","26","","39","31",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","29","106","NA","NA","","13","54","","46","52",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","36","90","NA","NA","","18","34","","46","56",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","35","735","NA","NA","","27","388","","45","347",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","21","19","NA","NA","","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","38","611","NA","NA","","28","334","","51","277",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","30","244","NA","NA","","26","120","","35","124",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","21","62","NA","NA","","23","26","","19","36",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","30","37","NA","NA","","22","18","","37","19",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","32","31","NA","NA","","21","14","","41","17",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","Suppressed",".","0","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","24","1147","NA","NA","","17","593","","32","554",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","41","132","NA","NA","","38","71","","44","61",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","28","974","NA","NA","","15","478","","41","496",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","14","822","NA","NA","","9","423","","18","399",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","21","551","NA","NA","","13","279","","30","272",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","37","38","NA","NA","","29","21","","47","17",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","48","23","NA","NA","","43","14","","56","9",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","43","14","NA","NA","","x","5","Suppressed","x","9","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","34","168","NA","NA","","22","88","","48","80",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","25","253","NA","NA","","17","128","","32","125",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","39","327","NA","NA","","32","185","","48","142",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","35","49","NA","NA","","33","30","","37","19",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","20","30","NA","NA","","15","20","","30","10",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","59","64","NA","NA","","70","23","","54","41",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","x","6","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","16","2482","NA","NA","","10","1275","","23","1207",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","21","375","NA","NA","","16","180","","25","195",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","17","77","NA","NA","","11","35","","21","42",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","42","12","NA","NA","","x","7","Suppressed","x","5","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","47","17","NA","NA","","56","9","","38","8",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","23","1139","NA","NA","","15","567","","30","572",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","22","849","NA","NA","","16","442","","29","407",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x","10","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","36","62","NA","NA","","15","27","","51","35",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","37","93","NA","NA","","24","54","","54","39",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","15","231","NA","NA","","6","113","","23","118",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","19","501","NA","NA","","15","266","","23","235",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","27","116","NA","NA","","15","54","","37","62",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","All pupils","All pupils","64","11","NA","NA","","x","3","Suppressed","x","8","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","27","482","NA","NA","","21","229","","32","253",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","21","75","NA","NA","","x","44","Suppressed","x","31","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","27","1631","NA","NA","","20","851","","35","780",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","33","505","NA","NA","","24","270","","44","235",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","x","76","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","34","326","NA","NA","","29","165","","39","161",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","25","438","NA","NA","","17","218","","33","220",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","41","180","NA","NA","","38","93","","45","87",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","x","4","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","25","4580","NA","NA","","20","2337","","31","2243",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","31","660","NA","NA","","22","346","","42","314",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","21","298","NA","NA","","14","159","","28","139",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","19","934","NA","NA","","13","509","","26","425",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","x","19","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","35","278","NA","NA","","26","158","","48","120",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","22","254","NA","NA","","18","140","","28","114",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","19","301","NA","NA","","13","163","","26","138",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","30","117","NA","NA","","26","78","","39","39",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","32","628","NA","NA","","29","331","","34","297",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","39","263","NA","NA","","31","120","","46","143",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","28","530","NA","NA","","17","257","","37","273",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","18","142","NA","NA","","10","72","","27","70",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","15","273","NA","NA","","9","140","","21","133",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","34","190","NA","NA","","27","103","","43","87",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","39","46","NA","NA","","25","24","","55","22",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","58","337","NA","NA","","50","177","","68","160",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","43","849","NA","NA","","41","436","","46","413",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","24","967","NA","NA","","25","492","","23","475",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","40","88","NA","NA","","31","39","","47","49",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","25","367","NA","NA","","19","195","","32","172",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","62","135","NA","NA","","56","82","","70","53",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","34","102","NA","NA","","29","51","","39","51",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","45","65","NA","NA","","33","30","","54","35",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","26","272","NA","NA","","18","135","","34","137",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable",".",".","Not applicable",".",".","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","38","272","NA","NA","","32","124","","42","148",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","40","116","NA","NA","","27","63","","55","53",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","37","127","NA","NA","","32","59","","41","68",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","29","170","NA","NA","","25","84","","33","86",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","46","26","NA","NA","","44","9","","47","17",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","28","79","NA","NA","","16","45","","44","34",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","30","129","NA","NA","","24","68","","36","61",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","38","1601","NA","NA","","33","784","","44","817",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","45","124","NA","NA","","37","54","","51","70",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","31","1685","NA","NA","","26","845","","36","840",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","40","333","NA","NA","","44","182","","36","151",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","33","199","NA","NA","","26","106","","41","93",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","30","398","NA","NA","","24","209","","37","189",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","63","512","NA","NA","","65","294","","61","218",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","48","207","NA","NA","","39","108","","59","99",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","40","900","NA","NA","","32","456","","48","444",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","59","167","NA","NA","","57","83","","61","84",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","34","453","NA","NA","","31","242","","37","211",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","34","747","NA","NA","","27","398","","42","349",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","53","313","NA","NA","","48","162","","60","151",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","41","207","NA","NA","","36","107","","47","100",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","39","900","NA","NA","","29","476","","50","424",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","38","117","NA","NA","","25","56","","49","61",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","37","751","NA","NA","","29","399","","46","352",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","44","696","NA","NA","","38","361","","51","335",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","63","343","NA","NA","","64","175","","62","168",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","35","222","NA","NA","","30","118","","41","104",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","40","1623","NA","NA","","32","879","","50","744",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","43","96","NA","NA","","30","46","","54","50",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","75","524","NA","NA","","67","258","","82","266",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","29","635","NA","NA","","17","322","","40","313",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","x","41","NA","NA","Suppressed","x","22","Suppressed","x","19","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","24","82","NA","NA","","18","51","","36","31",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","37","855","NA","NA","","33","457","","42","398",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","37","60","NA","NA","","31","35","","44","25",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","36","333","NA","NA","","31","189","","42","144",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","x","12","NA","NA","Suppressed","x","6","Suppressed","x","6","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","54","526","NA","NA","","48","282","","62","244",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","46","157","NA","NA","","45","85","","47","72",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","35","204","NA","NA","","20","112","","53","92",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","24","317","NA","NA","","17","175","","33","142",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","31","95","NA","NA","","28","39","","32","56",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","41","221","NA","NA","","35","95","","45","126",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","35","798","NA","NA","","27","391","","42","407",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","36","176","NA","NA","","30","90","","43","86",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","36","602","NA","NA","","27","310","","45","292",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","44","50","NA","NA","","38","29","","52","21",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","35","330","NA","NA","","28","173","","41","157",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","33","191","NA","NA","","17","97","","50","94",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","30","166","NA","NA","","22","107","","44","59",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","25","24","NA","NA","","x","12","Suppressed","x","12","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","53","40","NA","NA","","50","26","","57","14",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","21","253","NA","NA","","13","132","","30","121",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","19","21","NA","NA","","x","10","Suppressed","x","11","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","42","26","NA","NA","","29","14","","58","12",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","24","46","NA","NA","","x","24","Suppressed","x","22","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","54","146","NA","NA","","52","83","","57","63",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0","NA","NA","Not applicable",".","0","Not applicable",".","0","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","25","32","NA","NA","","x","18","Suppressed","x","14","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","56","25","NA","NA","","58","12","","54","13",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","58","31","NA","NA","","47","19","","75","12",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","34","50","NA","NA","","16","25","","52","25",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","27","67","NA","NA","","17","42","","44","25",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","27","195","NA","NA","","22","102","","32","93",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","42","12","NA","NA","","x","5","Suppressed","x","7","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","23","70","NA","NA","","24","37","","21","33",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","England","Country","E92000001","All pupils","All pupils","23","27589","NA","NA","","17","13718","","30","13871",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","50","6","NA","NA","","x","3","Suppressed","x","3","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","Suppressed",".","0","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","21","14","NA","NA","","x","7","Suppressed","x","7","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","x","15","NA","NA","Suppressed","x","9","Suppressed","x","6","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","23","80","NA","NA","","10","39","","34","41",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","46","11","NA","NA","","x","7","Suppressed","x","4","Suppressed"
