"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Income","Geography_code","Geography_name","Geography_type","Age","Value","Numerator","Population estimate"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000216 ","Waverley","Local Authority","All Age Groups","94.2","327","96.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000217 ","Woking","Local Authority","All Age Groups","79.9","294","84.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000218 ","North Warwickshire","Local Authority","All Age Groups","98","250","98.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000219 ","Nuneaton and Bedworth","Local Authority","All Age Groups","95.3","703","91.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000220 ","Rugby","Local Authority","All Age Groups","88.6","351","90.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000221 ","Stratford-on-Avon","Local Authority","All Age Groups","96.6","651","97.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000222 ","Warwick","Local Authority","All Age Groups","92.5","811","89.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000223 ","Adur","Local Authority","All Age Groups","91.9","113","96.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000224 ","Arun","Local Authority","All Age Groups","93.3","402","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000225 ","Chichester","Local Authority","All Age Groups","93.7","492","97"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000226 ","Crawley","Local Authority","All Age Groups","73.4","502","81"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000227 ","Horsham","Local Authority","All Age Groups","94.1","399","96.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000228 ","Mid Sussex","Local Authority","All Age Groups","91.4","414","95.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000229 ","Worthing","Local Authority","All Age Groups","95","285","94.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000234 ","Bromsgrove","Local Authority","All Age Groups","95.8","364","96"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000235 ","Malvern Hills","Local Authority","All Age Groups","97.9","501","97.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000236 ","Redditch","Local Authority","All Age Groups","94.2","504","93"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000237 ","Worcester","Local Authority","All Age Groups","94.5","726","94.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000238 ","Wychavon","Local Authority","All Age Groups","98","754","98"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000239 ","Wyre Forest","Local Authority","All Age Groups","97.6","558","97.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000240 ","St Albans","Local Authority","All Age Groups","79.3","315","89"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000241 ","Welwyn Hatfield","Local Authority","All Age Groups","87.8","645","84.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000242 ","East Hertfordshire","Local Authority","All Age Groups","91.9","546","95.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E07000243 ","Stevenage","Local Authority","All Age Groups","88.6","271","88.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000001 ","Bolton","Local Authority","All Age Groups","85.5","2195","83.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000002 ","Bury","Local Authority","All Age Groups","88","967","90.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000003 ","Manchester","Local Authority","All Age Groups","60.1","2390","68"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000004 ","Oldham","Local Authority","All Age Groups","78.4","1443","79.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000005 ","Rochdale","Local Authority","All Age Groups","81.5","1813","83.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000006 ","Salford","Local Authority","All Age Groups","84","2183","90.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000007 ","Stockport","Local Authority","All Age Groups","92.1","970","92.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000008 ","Tameside","Local Authority","All Age Groups","89.5","1721","91.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000009 ","Trafford","Local Authority","All Age Groups","80.8","907","86.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000010 ","Wigan","Local Authority","All Age Groups","94.8","1694","97.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000011 ","Knowsley","Local Authority","All Age Groups","97.5","1411","97.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000012 ","Liverpool","Local Authority","All Age Groups","82.8","4500","89.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000013 ","St. Helens","Local Authority","All Age Groups","98.2","1811","98.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000014 ","Sefton","Local Authority","All Age Groups","95.8","1655","97.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000015 ","Wirral","Local Authority","All Age Groups","97.3","2346","97.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000016 ","Barnsley","Local Authority","All Age Groups","96.6","1780","98"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000017 ","Doncaster","Local Authority","All Age Groups","92.9","1924","95.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000018 ","Rotherham","Local Authority","All Age Groups","92.3","2424","94.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000019 ","Sheffield","Local Authority","All Age Groups","76.1","4113","84.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000021 ","Newcastle upon Tyne","Local Authority","All Age Groups","81.9","2834","86.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000022 ","North Tyneside","Local Authority","All Age Groups","95.9","1719","96.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000023 ","South Tyneside","Local Authority","All Age Groups","97.3","1805","96.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000024 ","Sunderland","Local Authority","All Age Groups","97.5","3351","96.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000025 ","Birmingham","Local Authority","All Age Groups","51.7","4733","60"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000026 ","Coventry","Local Authority","All Age Groups","71.4","1695","74.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000027 ","Dudley","Local Authority","All Age Groups","83.4","2000","91"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000028 ","Sandwell","Local Authority","All Age Groups","70.2","1846","71.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000029 ","Solihull","Local Authority","All Age Groups","87.1","606","89.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000030 ","Walsall","Local Authority","All Age Groups","78.9","2107","80.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000031 ","Wolverhampton","Local Authority","All Age Groups","67.5","1480","68.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000032 ","Bradford","Local Authority","All Age Groups","76.3","3408","70"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000033 ","Calderdale","Local Authority","All Age Groups","94.3","1301","90.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000034 ","Kirklees","Local Authority","All Age Groups","69.4","1573","80.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000035 ","Leeds","Local Authority","All Age Groups","78.2","5441","86"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000036 ","Wakefield","Local Authority","All Age Groups","93.8","2777","95.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E08000037 ","Gateshead","Local Authority","All Age Groups","93.7","2156","96.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000001 ","City of London","Local Authority","All Age Groups","43.8","14","65.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000002 ","Barking and Dagenham","Local Authority","All Age Groups","56.1","437","60.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000003 ","Barnet","Local Authority","All Age Groups","51.2","344","64.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000004 ","Bexley","Local Authority","All Age Groups","73.7","523","82.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000005 ","Brent","Local Authority","All Age Groups","30.9","293","37.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000006 ","Bromley","Local Authority","All Age Groups","72.4","708","85.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000007 ","Camden","Local Authority","All Age Groups","50.3","555","66.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000008 ","Croydon","Local Authority","All Age Groups","36.2","496","56.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000009 ","Ealing","Local Authority","All Age Groups","35.1","350","50.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000010 ","Enfield","Local Authority","All Age Groups","42","300","62.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000011 ","Greenwich","Local Authority","All Age Groups","52.3","449","63.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000012 ","Hackney","Local Authority","All Age Groups","49.5","863","56.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000013 ","Hammersmith and Fulham","Local Authority","All Age Groups","49","490","68.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000014 ","Haringey","Local Authority","All Age Groups","41.5","358","61.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000015 ","Harrow","Local Authority","All Age Groups","36","127","43.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000016 ","Havering","Local Authority","All Age Groups","83.7","518","88.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000017 ","Hillingdon","Local Authority","All Age Groups","57.6","378","61.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000018 ","Hounslow","Local Authority","All Age Groups","48.1","384","52.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000019 ","Islington","Local Authority","All Age Groups","50.6","644","67.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000020 ","Kensington and Chelsea","Local Authority","All Age Groups","44.1","331","70.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000021 ","Kingston upon Thames","Local Authority","All Age Groups","68.4","236","75"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000022 ","Lambeth","Local Authority","All Age Groups","34.6","484","58.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000023 ","Lewisham","Local Authority","All Age Groups","36.7","460","55.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000024 ","Merton","Local Authority","All Age Groups","47.6","210","65.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000025 ","Newham","Local Authority","All Age Groups","23.3","173","30.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000026 ","Redbridge","Local Authority","All Age Groups","45.8","175","43.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000027 ","Richmond upon Thames","Local Authority","All Age Groups","73.5","363","86.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000028 ","Southwark","Local Authority","All Age Groups","38.9","642","55.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000029 ","Sutton","Local Authority","All Age Groups","75.2","410","79.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000030 ","Tower Hamlets","Local Authority","All Age Groups","30.6","639","47.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000031 ","Waltham Forest","Local Authority","All Age Groups","34","388","54"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000032 ","Wandsworth","Local Authority","All Age Groups","46.8","375","71.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E09000033 ","Westminster","Local Authority","All Age Groups","54.5","475","62.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White","White & Other","All Income Bands","E92000001","England","Country","All Age Groups","NA","NA","NA"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000001 ","Hartlepool","Local Authority","All Age Groups","2.2","28","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000002 ","Middlesbrough","Local Authority","All Age Groups","7.4","132","10.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000003 ","Redcar and Cleveland","Local Authority","All Age Groups","2.4","39","1.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000004 ","Stockton-on-Tees","Local Authority","All Age Groups","3.9","62","5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000005 ","Darlington","Local Authority","All Age Groups","3.8","34","3.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000006 ","Halton","Local Authority","All Age Groups","1.7","25","2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000007 ","Warrington","Local Authority","All Age Groups","6","74","3.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000008 ","Blackburn with Darwen","Local Authority","All Age Groups","15.4","218","28.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000009 ","Blackpool","Local Authority","All Age Groups","2.7","27","3.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000010 ","Kingston upon Hull, City of","Local Authority","All Age Groups","5.9","200","5.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000011 ","East Riding of Yorkshire","Local Authority","All Age Groups","1.6","16","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000012 ","North East Lincolnshire","Local Authority","All Age Groups","1.9","22","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000013 ","North Lincolnshire","Local Authority","All Age Groups","2.5","28","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000014 ","York","Local Authority","All Age Groups","3","22","5.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000015 ","Derby","Local Authority","All Age Groups","19.1","363","18.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000016 ","Leicester","Local Authority","All Age Groups","41","904","49.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000017 ","Rutland","Local Authority","All Age Groups","2.4","4","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000018 ","Nottingham","Local Authority","All Age Groups","28.4","822","27.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000019 ","Herefordshire, County of","Local Authority","All Age Groups","4.9","49","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000020 ","Telford and Wrekin","Local Authority","All Age Groups","6.5","88","6.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000021 ","Stoke-on-Trent","Local Authority","All Age Groups","8.7","131","10.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000022 ","Bath and North East Somerset","Local Authority","All Age Groups","7.3","76","5.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000023 ","Bristol, City of","Local Authority","All Age Groups","28.2","830","15.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000024 ","North Somerset","Local Authority","All Age Groups","3.5","30","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000025 ","South Gloucestershire","Local Authority","All Age Groups","9.3","109","4.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000026 ","Plymouth","Local Authority","All Age Groups","5.9","97","3.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000027 ","Torbay","Local Authority","All Age Groups","2.6","15","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000028 ","Bournemouth","Local Authority","All Age Groups","6.9","40","7.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000029 ","Poole","Local Authority","All Age Groups","3.4","14","3.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000030 ","Swindon","Local Authority","All Age Groups","11.8","156","9.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000031 ","Peterborough","Local Authority","All Age Groups","16.1","200","16"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000032 ","Luton","Local Authority","All Age Groups","43.3","374","42.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000033 ","Southend-on-Sea","Local Authority","All Age Groups","7.5","51","7.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000034 ","Thurrock","Local Authority","All Age Groups","14.4","123","12.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000035 ","Medway","Local Authority","All Age Groups","9.7","105","10.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000036 ","Bracknell Forest","Local Authority","All Age Groups","10.4","56","8.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000037 ","West Berkshire","Local Authority","All Age Groups","5.5","40","4.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000038 ","Reading","Local Authority","All Age Groups","27.2","138","23.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000039 ","Slough","Local Authority","All Age Groups","40.2","190","52.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000040 ","Windsor and Maidenhead","Local Authority","All Age Groups","10.2","43","13.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000041 ","Wokingham","Local Authority","All Age Groups","15.3","53","10.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000042 ","Milton Keynes","Local Authority","All Age Groups","24.7","231","18.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000043 ","Brighton and Hove","Local Authority","All Age Groups","15","158","10.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000044 ","Portsmouth","Local Authority","All Age Groups","13.1","86","10.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000045 ","Southampton","Local Authority","All Age Groups","10.8","210","13.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000046 ","Isle of Wight","Local Authority","All Age Groups","1","6","2.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000047 ","County Durham","Local Authority","All Age Groups","1.1","56","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000049 ","Cheshire East","Local Authority","All Age Groups","3.4","70","3.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000050 ","Cheshire West and Chester","Local Authority","All Age Groups","2.5","50","2.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000051 ","Shropshire","Local Authority","All Age Groups","2.3","44","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000052 ","Cornwall","Local Authority","All Age Groups","1.7","43","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000053 ","Isles of Scilly","Local Authority","All Age Groups","!","!","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000054 ","Wiltshire","Local Authority","All Age Groups","4.8","102","3.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000055 ","Bedford","Local Authority","All Age Groups","28","240","18.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000056 ","Central Bedfordshire","Local Authority","All Age Groups","6.7","77","5.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E06000057 ","Northumberland","Local Authority","All Age Groups","1.1","28","1.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E07000004 ","Aylesbury Vale","Local Authority","All Age Groups","17.6","144","9.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other","White & Other","All Income Bands","E07000005 ","Chiltern","Local Authority","All Age Groups","13.4","42","7.8"
