"Title","English Baccalaureate (EBacc) achievement for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Devon","Local Authority","E10000008","Boys","All pupils","18.8","3486","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Dorset","Local Authority","E10000009","Boys","All pupils","19.3","1996","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Gloucestershire","Local Authority","E10000013","Boys","All pupils","22.1","3043","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local Authority","E06000024","Boys","All pupils","14.4","1039","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local Authority","E06000026","Boys","All pupils","13","1273","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Poole","Local Authority","E06000029","Boys","All pupils","!","689","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Somerset","Local Authority","E10000027","Boys","All pupils","14.2","2486","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","15","1324","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Swindon","Local Authority","E06000030","Boys","All pupils","12.2","900","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Torbay","Local Authority","E06000027","Boys","All pupils","26.2","701","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Wiltshire","Local Authority","E06000054","Boys","All pupils","22.4","2263","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","29.9","13871","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","County Durham","Local Authority","E06000047","Boys","All pupils","25","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Darlington","Local Authority","E06000005","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Gateshead","Local Authority","E08000037","Boys","All pupils","36.4","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hartlepool","Local Authority","E06000001","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local Authority","E06000002","Boys","All pupils","!","22","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","22.6","31","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","North Tyneside","Local Authority","E08000022","Boys","All pupils","41.2","17","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Northumberland","Local Authority","E06000057","Boys","All pupils","21.4","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","!","9","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","South Tyneside","Local Authority","E08000023","Boys","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","25","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Sunderland","Local Authority","E08000024","Boys","All pupils","!","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","16.7","30","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Blackpool","Local Authority","E06000009","Boys","All pupils","!","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bolton","Local Authority","E08000001","Boys","All pupils","6.5","46","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bury","Local Authority","E08000002","Boys","All pupils","19.6","51","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Cheshire East","Local Authority","E06000049","Boys","All pupils","12.5","48","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","23.7","38","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local Authority","E10000006","Boys","All pupils","22.7","22","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Halton","Local Authority","E06000006","Boys","All pupils","69.2","13","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Knowsley","Local Authority","E08000011","Boys","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Lancashire","Local Authority","E10000017","Boys","All pupils","17.7","130","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Liverpool","Local Authority","E08000012","Boys","All pupils","14.4","104","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Manchester","Local Authority","E08000003","Boys","All pupils","12","175","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Oldham","Local Authority","E08000004","Boys","All pupils","13.2","38","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Rochdale","Local Authority","E08000005","Boys","All pupils","21.2","33","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Salford","Local Authority","E08000006","Boys","All pupils","22.2","45","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Sefton","Local Authority","E08000014","Boys","All pupils","14.3","28","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","St. Helens","Local Authority","E08000013","Boys","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Stockport","Local Authority","E08000007","Boys","All pupils","27.1","59","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Tameside","Local Authority","E08000008","Boys","All pupils","14.6","41","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Trafford","Local Authority","E08000009","Boys","All pupils","28.8","66","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Warrington","Local Authority","E06000007","Boys","All pupils","15","20","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wigan","Local Authority","E08000010","Boys","All pupils","14.8","27","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wirral","Local Authority","E08000015","Boys","All pupils","35.3","34","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Barnsley","Local Authority","E08000016","Boys","All pupils","17.6","17","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bradford","Local Authority","E08000032","Boys","All pupils","13.6","103","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Calderdale","Local Authority","E08000033","Boys","All pupils","7.1","42","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Doncaster","Local Authority","E08000017","Boys","All pupils","!","30","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local Authority","E06000011","Boys","All pupils","10.7","28","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","Boys","All pupils","21.4","28","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Kirklees","Local Authority","E08000034","Boys","All pupils","7.6","118","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Leeds","Local Authority","E08000035","Boys","All pupils","19.8","172","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local Authority","E06000012","Boys","All pupils","16","25","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local Authority","E06000013","Boys","All pupils","!","9","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","North Yorkshire","Local Authority","E10000023","Boys","All pupils","31.9","72","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Rotherham","Local Authority","E08000018","Boys","All pupils","15.2","33","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Sheffield","Local Authority","E08000019","Boys","All pupils","13.3","128","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wakefield","Local Authority","E08000036","Boys","All pupils","14.8","27","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","York","Local Authority","E06000014","Boys","All pupils","!","17","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Derby","Local Authority","E06000015","Boys","All pupils","13","77","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Derbyshire","Local Authority","E10000007","Boys","All pupils","12.5","80","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Leicester","Local Authority","E06000016","Boys","All pupils","16.2","105","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Leicestershire","Local Authority","E10000018","Boys","All pupils","12.8","133","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Lincolnshire","Local Authority","E10000019","Boys","All pupils","!","73","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Northamptonshire","Local Authority","E10000021","Boys","All pupils","13.9","158","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Nottingham","Local Authority","E06000018","Boys","All pupils","14.4","118","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Nottinghamshire","Local Authority","E10000024","Boys","All pupils","16.4","134","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Rutland","Local Authority","E06000017","Boys","All pupils","!","4","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Birmingham","Local Authority","E08000025","Boys","All pupils","24.1","432","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Coventry","Local Authority","E08000026","Boys","All pupils","10.4","96","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Dudley","Local Authority","E08000027","Boys","All pupils","15.5","97","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Herefordshire, County of","Local Authority","E06000019","Boys","All pupils","!","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Sandwell","Local Authority","E08000028","Boys","All pupils","5.5","127","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Shropshire","Local Authority","E06000051","Boys","All pupils","19.4","31","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Solihull","Local Authority","E08000029","Boys","All pupils","20","95","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Staffordshire","Local Authority","E10000028","Boys","All pupils","16.7","90","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Stoke-on-Trent","Local Authority","E06000021","Boys","All pupils","!","36","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Telford and Wrekin","Local Authority","E06000020","Boys","All pupils","22.2","36","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Walsall","Local Authority","E08000030","Boys","All pupils","11.9","84","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Warwickshire","Local Authority","E10000031","Boys","All pupils","30.5","95","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wolverhampton","Local Authority","E08000031","Boys","All pupils","2.9","105","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Worcestershire","Local Authority","E10000034","Boys","All pupils","21.5","93","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bedford","Local Authority","E06000055","Boys","All pupils","11.6","69","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Cambridgeshire","Local Authority","E10000003","Boys","All pupils","25.2","103","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Central Bedfordshire","Local Authority","E06000056","Boys","All pupils","22.6","53","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Essex","Local Authority","E10000012","Boys","All pupils","26.9","268","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hertfordshire","Local Authority","E10000015","Boys","All pupils","27.6","366","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Luton","Local Authority","E06000032","Boys","All pupils","11.1","90","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Norfolk","Local Authority","E10000020","Boys","All pupils","14.3","91","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Peterborough","Local Authority","E06000031","Boys","All pupils","16.4","55","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Southend-on-Sea","Local Authority","E06000033","Boys","All pupils","32.6","46","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Suffolk","Local Authority","E10000029","Boys","All pupils","17.3","133","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Thurrock","Local Authority","E06000034","Boys","All pupils","34.4","32","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local Authority","E09000007","Boys","All pupils","6.7","60","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","City of London","Local Authority","E09000001","Boys","All pupils","N/A","N/A","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local Authority","E09000012","Boys","All pupils","25","80","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local Authority","E09000013","Boys","All pupils","26.8","71","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local Authority","E09000014","Boys","All pupils","27.2","125","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Islington","Local Authority","E09000019","Boys","All pupils","20.4","93","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Kensington and Chelsea","Local Authority","E09000020","Boys","All pupils","33.9","62","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Lambeth","Local Authority","E09000022","Boys","All pupils","19.4","129","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Lewisham","Local Authority","E09000023","Boys","All pupils","20","150","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Newham","Local Authority","E09000025","Boys","All pupils","19.4","103","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Southwark","Local Authority","E09000028","Boys","All pupils","29.9","137","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Tower Hamlets","Local Authority","E09000030","Boys","All pupils","17.2","64","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wandsworth","Local Authority","E09000032","Boys","All pupils","27","100","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Westminster","Local Authority","E09000033","Boys","All pupils","17.7","62","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local Authority","E09000002","Boys","All pupils","11.9","67","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Barnet","Local Authority","E09000003","Boys","All pupils","41.2","170","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bexley","Local Authority","E09000004","Boys","All pupils","26.7","90","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Brent","Local Authority","E09000005","Boys","All pupils","16.3","86","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local Authority","E09000006","Boys","All pupils","35.2","105","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local Authority","E09000008","Boys","All pupils","16.3","178","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local Authority","E09000009","Boys","All pupils","28.6","91","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local Authority","E09000010","Boys","All pupils","23.9","184","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local Authority","E09000011","Boys","All pupils","26.5","98","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Harrow","Local Authority","E09000015","Boys","All pupils","22.2","72","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Havering","Local Authority","E09000016","Boys","All pupils","26.9","67","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hillingdon","Local Authority","E09000017","Boys","All pupils","22.1","154","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hounslow","Local Authority","E09000018","Boys","All pupils","43.6","101","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Kingston upon Thames","Local Authority","E09000021","Boys","All pupils","58.5","41","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Merton","Local Authority","E09000024","Boys","All pupils","30.1","73","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Redbridge","Local Authority","E09000026","Boys","All pupils","22.1","113","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Richmond upon Thames","Local Authority","E09000027","Boys","All pupils","40.3","67","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Sutton","Local Authority","E09000029","Boys","All pupils","47.1","104","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Waltham Forest","Local Authority","E09000031","Boys","All pupils","22.9","109","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","29.6","27","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","22.8","101","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","32.2","152","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","East Sussex","Local Authority","E10000011","Boys","All pupils","14.3","84","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Hampshire","Local Authority","E10000014","Boys","All pupils","23.3","189","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Isle of Wight","Local Authority","E06000046","Boys","All pupils","!","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Kent","Local Authority","E10000016","Boys","All pupils","32.1","271","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Medway","Local Authority","E06000035","Boys","All pupils","17.6","51","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Milton Keynes","Local Authority","E06000042","Boys","All pupils","24.2","95","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local Authority","E10000025","Boys","All pupils","18.2","148","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Portsmouth","Local Authority","E06000044","Boys","All pupils","!","25","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Reading","Local Authority","E06000038","Boys","All pupils","19.1","47","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Slough","Local Authority","E06000039","Boys","All pupils","23.3","60","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Southampton","Local Authority","E06000045","Boys","All pupils","6.8","44","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Surrey","Local Authority","E10000030","Boys","All pupils","29.5","241","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","West Berkshire","Local Authority","E06000037","Boys","All pupils","30.3","33","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","West Sussex","Local Authority","E10000032","Boys","All pupils","19.8","131","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Windsor and Maidenhead","Local Authority","E06000040","Boys","All pupils","37.5","48","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wokingham","Local Authority","E06000041","Boys","All pupils","19.2","52","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local Authority","E06000022","Boys","All pupils","28.9","38","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bournemouth","Local Authority","E06000028","Boys","All pupils","30","40","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local Authority","E06000023","Boys","All pupils","14.8","108","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Cornwall","Local Authority","E06000052","Boys","All pupils","13.3","45","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Devon","Local Authority","E10000008","Boys","All pupils","25.5","51","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Dorset","Local Authority","E10000009","Boys","All pupils","24","50","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Gloucestershire","Local Authority","E10000013","Boys","All pupils","23.7","93","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local Authority","E06000024","Boys","All pupils","32.4","34","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local Authority","E06000026","Boys","All pupils","22.2","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Poole","Local Authority","E06000029","Boys","All pupils","33.3","24","","",""
