"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography code","Geography_type","Gender","Age Bracket","Socio-economic classification","Value","Denominator"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Northamptonshire","E23000022","ONS geography code","All","16+","All","?","7"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Nottinghamshire","E23000019","ONS geography code","All","16+","All","?","9"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","West Midlands","E12000005","ONS geography code","All","16+","All","23.1","51"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Staffordshire","E23000015","ONS geography code","All","16+","All","?","7"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Warwickshire","E23000017","ONS geography code","All","16+","All","?","2"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","West Mercia","E23000016","ONS geography code","All","16+","All","?","3"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","West Midlands","E23000014","ONS geography code","All","16+","All","?","39"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","East","E12000006","ONS geography code","All","16+","All","13.4","50"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Bedfordshire","E23000026","ONS geography code","All","16+","All","?","8"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Cambridgeshire","E23000023","ONS geography code","All","16+","All","?","10"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Essex","E23000028","ONS geography code","All","16+","All","?","12"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Hertfordshire","E23000027","ONS geography code","All","16+","All","?","11"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Norfolk","E23000024","ONS geography code","All","16+","All","?","7"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Suffolk","E23000025","ONS geography code","All","16+","All","?","2"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","London","E12000007","ONS geography code","All","16+","All","29.4","291"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","City of London / Metropolitan Police","E12000007","ONS geography code","All","16+","All","29.4","291"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","South East","E12000008","ONS geography code","All","16+","All","23.3","62"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Hampshire","E23000030","ONS geography code","All","16+","All","?","14"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Kent","E23000032","ONS geography code","All","16+","All","?","6"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Surrey","E23000031","ONS geography code","All","16+","All","?","15"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Sussex","E23000033","ONS geography code","All","16+","All","?","8"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Thames Valley","E23000029","ONS geography code","All","16+","All","?","19"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","South West","E12000009","ONS geography code","All","16+","All","?","34"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Avon and Somerset","E23000036","ONS geography code","All","16+","All","?","11"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Devon and Cornwall","E23000035","ONS geography code","All","16+","All","?","10"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Dorset","E23000039","ONS geography code","All","16+","All","?","7"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Gloucestershire","E23000037","ONS geography code","All","16+","All","?","4"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Wiltshire","E23000038","ONS geography code","All","16+","All","?","2"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Wales","W92000004","ONS geography code","All","16+","All","?","24"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Dyfed-Powys","W15000004","ONS geography code","All","16+","All","?","3"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","Gwent","W15000002","ONS geography code","All","16+","All","?","1"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","North Wales","W15000001","ONS geography code","All","16+","All","?","3"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","South Wales","W15000003","ONS geography code","All","16+","All","?","17"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","North East","E12000001","ONS geography code","All","16+","All","19.1","6062"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Cleveland","E23000013","ONS geography code","All","16+","All","18.5","1860"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Durham","E23000008","ONS geography code","All","16+","All","19.1","1910"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Northumbria","E23000007","ONS geography code","All","16+","All","19.3","2292"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","North West","E12000002","ONS geography code","All","16+","All","18.1","11318"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Cheshire","E23000006","ONS geography code","All","16+","All","15.4","1867"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Cumbria","E23000002","ONS geography code","All","16+","All","10.8","1796"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Greater Manchester","E23000005","ONS geography code","All","16+","All","19.8","3523"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Lancashire","E23000003","ONS geography code","All","16+","All","17.4","2129"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Merseyside","E23000004","ONS geography code","All","16+","All","21.1","2003"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Yorkshire and the Humber","E12000003","ONS geography code","All","16+","All","17.3","8541"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Humberside","E23000012","ONS geography code","All","16+","All","15.8","1790"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","North Yorkshire","E23000009","ONS geography code","All","16+","All","10.4","1920"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","South Yorkshire","E23000011","ONS geography code","All","16+","All","19.4","1829"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","West Yorkshire","E23000010","ONS geography code","All","16+","All","19.6","3002"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","East Midlands","E12000004","ONS geography code","All","16+","All","19.5","8807"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Derbyshire","E23000018","ONS geography code","All","16+","All","19.2","1874"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Leicestershire","E23000021","ONS geography code","All","16+","All","19.9","1669"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Lincolnshire","E23000020","ONS geography code","All","16+","All","14.8","1845"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Northamptonshire","E23000022","ONS geography code","All","16+","All","18.1","1702"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Nottinghamshire","E23000019","ONS geography code","All","16+","All","23.7","1717"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","West Midlands","E12000005","ONS geography code","All","16+","All","24.2","8586"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Staffordshire","E23000015","ONS geography code","All","16+","All","33.6","1924"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Warwickshire","E23000017","ONS geography code","All","16+","All","16.5","1776"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","West Mercia","E23000016","ONS geography code","All","16+","All","14.3","1868"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","West Midlands","E23000014","ONS geography code","All","16+","All","27.7","3018"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","East","E12000006","ONS geography code","All","16+","All","16.6","11209"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Bedfordshire","E23000026","ONS geography code","All","16+","All","21.5","1730"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Cambridgeshire","E23000023","ONS geography code","All","16+","All","18.2","1734"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Essex","E23000028","ONS geography code","All","16+","All","19.2","2347"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Hertfordshire","E23000027","ONS geography code","All","16+","All","14.6","1719"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Norfolk","E23000024","ONS geography code","All","16+","All","12.8","1897"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Suffolk","E23000025","ONS geography code","All","16+","All","12.7","1782"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","London","E12000007","ONS geography code","All","16+","All","21.9","6871"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","City of London / Metropolitan Police","E12000007","ONS geography code","All","16+","All","21.9","6871"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","South East","E12000008","ONS geography code","All","16+","All","15.1","12192"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Hampshire","E23000030","ONS geography code","All","16+","All","11.4","2796"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Kent","E23000032","ONS geography code","All","16+","All","17.2","2403"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Surrey","E23000031","ONS geography code","All","16+","All","14.2","1687"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Sussex","E23000033","ONS geography code","All","16+","All","17.2","2310"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Thames Valley","E23000029","ONS geography code","All","16+","All","15.7","2996"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","South West","E12000009","ONS geography code","All","16+","All","12.8","10902"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Avon and Somerset","E23000036","ONS geography code","All","16+","All","16.1","2387"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Devon and Cornwall","E23000035","ONS geography code","All","16+","All","10.2","2821"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Dorset","E23000039","ONS geography code","All","16+","All","10.2","1850"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Gloucestershire","E23000037","ONS geography code","All","16+","All","13","1977"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Wiltshire","E23000038","ONS geography code","All","16+","All","13.3","1867"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Wales","W92000004","ONS geography code","All","16+","All","15.7","7959"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Dyfed-Powys","W15000004","ONS geography code","All","16+","All","9.5","1932"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","Gwent","W15000002","ONS geography code","All","16+","All","21","1979"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","North Wales","W15000001","ONS geography code","All","16+","All","13.9","2070"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","White & other","South Wales","W15000003","ONS geography code","All","16+","All","17.1","1978"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","North East","E12000001","ONS geography code","All","16+","All","28.3","189"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Cleveland","E23000013","ONS geography code","All","16+","All","26.6","57"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Durham","E23000008","ONS geography code","All","16+","All","?","32"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Northumbria","E23000007","ONS geography code","All","16+","All","31.6","100"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","North West","E12000002","ONS geography code","All","16+","All","25.7","760"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Cheshire","E23000006","ONS geography code","All","16+","All","?","38"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Cumbria","E23000002","ONS geography code","All","16+","All","?","32"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Greater Manchester","E23000005","ONS geography code","All","16+","All","29","448"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Lancashire","E23000003","ONS geography code","All","16+","All","16.5","161"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Merseyside","E23000004","ONS geography code","All","16+","All","26.1","81"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Yorkshire and the Humber","E12000003","ONS geography code","All","16+","All","30","581"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Humberside","E23000012","ONS geography code","All","16+","All","?","47"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","North Yorkshire","E23000009","ONS geography code","All","16+","All","?","31"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","South Yorkshire","E23000011","ONS geography code","All","16+","All","27.7","112"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","West Yorkshire","E23000010","ONS geography code","All","16+","All","32.5","391"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","East Midlands","E12000004","ONS geography code","All","16+","All","27.5","714"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Derbyshire","E23000018","ONS geography code","All","16+","All","25.5","87"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Leicestershire","E23000021","ONS geography code","All","16+","All","28.2","299"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Lincolnshire","E23000020","ONS geography code","All","16+","All","?","38"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Northamptonshire","E23000022","ONS geography code","All","16+","All","29.7","146"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Nottinghamshire","E23000019","ONS geography code","All","16+","All","28.1","144"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","West Midlands","E12000005","ONS geography code","All","16+","All","30.1","1082"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Staffordshire","E23000015","ONS geography code","All","16+","All","36.6","75"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Warwickshire","E23000017","ONS geography code","All","16+","All","19.2","91"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","West Mercia","E23000016","ONS geography code","All","16+","All","19.2","52"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","West Midlands","E23000014","ONS geography code","All","16+","All","30.8","864"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","East","E12000006","ONS geography code","All","16+","All","25.9","863"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Bedfordshire","E23000026","ONS geography code","All","16+","All","35.1","299"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Cambridgeshire","E23000023","ONS geography code","All","16+","All","21.5","132"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Essex","E23000028","ONS geography code","All","16+","All","22.5","134"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Hertfordshire","E23000027","ONS geography code","All","16+","All","26.5","189"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Norfolk","E23000024","ONS geography code","All","16+","All","?","44"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Suffolk","E23000025","ONS geography code","All","16+","All","17.9","65"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","London","E12000007","ONS geography code","All","16+","All","27.9","3711"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","City of London / Metropolitan Police","E12000007","ONS geography code","All","16+","All","27.9","3711"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","South East","E12000008","ONS geography code","All","16+","All","24.8","923"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Hampshire","E23000030","ONS geography code","All","16+","All","14.9","127"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Kent","E23000032","ONS geography code","All","16+","All","29","132"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Surrey","E23000031","ONS geography code","All","16+","All","20.9","142"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Sussex","E23000033","ONS geography code","All","16+","All","23.1","110"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Thames Valley","E23000029","ONS geography code","All","16+","All","28.4","412"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","South West","E12000009","ONS geography code","All","16+","All","17.7","371"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Avon and Somerset","E23000036","ONS geography code","All","16+","All","17.3","127"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Devon and Cornwall","E23000035","ONS geography code","All","16+","All","?","47"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Dorset","E23000039","ONS geography code","All","16+","All","15.1","52"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Gloucestershire","E23000037","ONS geography code","All","16+","All","22.3","79"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Wiltshire","E23000038","ONS geography code","All","16+","All","15.1","66"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Wales","W92000004","ONS geography code","All","16+","All","29.6","187"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Dyfed-Powys","W15000004","ONS geography code","All","16+","All","?","22"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","Gwent","W15000002","ONS geography code","All","16+","All","?","46"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","North Wales","W15000001","ONS geography code","All","16+","All","?","30"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Non White","White & other","South Wales","W15000003","ONS geography code","All","16+","All","28.6","89"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","17.8","92447"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16-24","All","17.9","6470"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","25-34","All","19.6","12492"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","35-44","All","21.6","13988"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","45-54","All","19.5","15879"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","55-64","All","18.6","15444"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","65-74","All","14.6","15539"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","75+","All","9","12635"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","23.2","991"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16-24","All","23","207"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","25-34","All","20.2","250"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","35-44","All","25.2","221"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","45-54","All","26.2","156"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","55-64","All","28.7","70"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","65-74","All","21.1","61"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","75+","All","?","26"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","28.9","5056"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16-24","All","24","563"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","25-34","All","28.1","1327"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","35-44","All","30.6","1414"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","45-54","All","30.9","775"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","55-64","All","34.6","513"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","65-74","All","28.2","329"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","75+","All","27.5","135"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","25.5","2647"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16-24","All","19.9","282"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","25-34","All","23.6","518"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","35-44","All","25.1","698"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","45-54","All","31.9","598"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","55-64","All","28","271"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","65-74","All","33.7","152"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","75+","All","14.1","128"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","26.1","687"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16-24","All","20.3","85"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","25-34","All","25.4","172"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","35-44","All","30.6","189"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","45-54","All","30.1","109"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","55-64","All","23.8","63"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","65-74","All","?","41"
