"Title","GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2016-to-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","46.8","662"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","49","914"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","48.5","606"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","60.1","46"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","46.3","353761"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","46.8","20446"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","48.8","46281"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","44.8","25308"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","60.2","1545"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","44","178344"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","44.3","10123"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","46.3","23579"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","41.8","12516"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","58.1","784"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","48.6","175417"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","49.2","10323"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","51.4","22702"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","47.8","12792"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","62.3","761"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","46.8","398259"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","47.9","23009"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","50.5","52047"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","45.6","27385"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","63.2","2053"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","44.5","200744"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","45.4","11412"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","48.1","26601"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","42.5","13534"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","61.3","1067"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","49.1","197515"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","50.3","11597"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","52.9","25446"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","48.6","13851"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","65.2","986"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","69.3","22715"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","67.8","11418"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","70.9","11297"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","42.1","33611"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","39.8","17064"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","44.3","16547"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","46.5","460255"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","44.1","232109"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","48.9","228146"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","47.1","517756"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","44.8","261249"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded mainstream schools","All state-funded schools","All state-funded schools","All state-funded schools","49.5","256507"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","46.8","398259"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","47.9","23009"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","50.5","52047"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","45.6","27385"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","63.2","2053"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","45.7","128774"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","46.1","7638"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","48.2","19620"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","44.4","10604"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","59.3","583"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","47.3","268974"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","48.8","15314"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","51.9","32383"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","46.4","16747"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","64.7","1466"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","41.4","64659"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","43.6","4182"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","46.2","8424"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","44.3","6204"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","56.8","261"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","49.4","199607"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","51","10770"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","54.1","22782"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","47.9","10066"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","66.5","1183"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","46.9","1860"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","48.4","196"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","54","847"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","46.2","260"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","56.3","19"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","37.6","1802"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","35.8","120"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","39.6","252"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","36.3","190"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","!","!"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","36.1","1046"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","34.9","46"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","40.6","78"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","43.5","27"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","!","!"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","9.3","78"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","3.8","7"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","1.5","12"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","2","11"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","N/A","0"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","2.9","8083"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","3.5","474"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","1.1","740"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","1.7","537"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","0.4","20"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.9","406342"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","47","23483"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","49.8","52787"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","44.8","27922"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","62.6","2073"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","47.1","517756"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","46","172106"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","47.8","343917"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","42.2","86459"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","49.9","250283"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","48.7","3362"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","37.5","2555"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","36.5","1258"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","14.2","1175"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","2.7","10103"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","46.3","527859"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","49.1","347332"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","27","58981"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","31.8","43184"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","14.1","15797"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","47.2","168888"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","25.9","37727"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","30.9","26101"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","14.6","11626"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","50.9","178444"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","29.1","21254"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","33.2","17083"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","12.5","4171"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","50.3","20037"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","27.7","3445"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","32.6","2553"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","13.9","892"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","48.3","9625"
