"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","Value","Value_Type","Lower_CI","Upper_CI","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","23","%","","","58"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","23","%","","","55"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","28","%","","","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","28","%","","","67"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","29","%","","","66"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","15","%","","","34"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","16","%","","","10"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","15","%","","","9"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","27","%","","","72"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","27","%","","","57"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","27","%","","","53"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","16","%","","","42"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","15","%","","","18"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","18","%","","","16"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","20","%","","","28"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","19","%","","","8"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","21","%","","","7"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","8","%","","","65"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","6","%","","","45"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","9","%","","","44"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","13","%","","","52"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","12","%","","","30"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","14","%","","","27"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","30","%","","","26"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","30","%","","","4"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","30","%","","","5"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","18","%","","","38"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","18","%","","","13"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","19","%","","","11"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","26","%","","","64"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","25","%","","","43"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","26","%","","","41"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","17","%","","","46"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","17","%","","","20"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","18","%","","","19"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","11","%","","","69"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","10","%","","","50"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","11","%","","","48"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","20","%","","","6"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","20","%","","","61"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","21","%","","","60"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","17","%","","","51"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","17","%","","","29"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","17","%","","","25"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","17","%","","","47"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","18","%","","","24"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","17","%","","","21"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","23","%","","","17"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","22","%","","","70"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","24","%","","","68"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","4","%","","","49"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","3","%","","","31"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","5","%","","","23"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","2","%","","","22"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","2","%","","","3"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1","%","","","71"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","18","%","","","39"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","19","%","","","15"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","17","%","","","12"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","21","%","","","2"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","21","%","","","59"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","21","%","","","56"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","7","%","","","54"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","7","%","","","33"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","6","%","","","32"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","75","%","","","599683"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","75","%","","","306317"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","75","%","","","293366"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","80","%","","","65287"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","80","%","","","33467"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","80","%","","","31820"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","80","%","","","10719"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","80","%","","","5464"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","80","%","","","5255"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","86","%","","","17145"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","86","%","","","8791"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","86","%","","","8354"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","74","%","","","26839"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","74","%","","","13720"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","74","%","","","13119"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","84","%","","","10584"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","84","%","","","5492"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","84","%","","","5092"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","74","%","","","35699"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","73","%","","","18102"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","76","%","","","17597"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","77","%","","","23612"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","76","%","","","11907"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","79","%","","","11705"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","67","%","","","7328"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","65","%","","","3755"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","69","%","","","3573"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","71","%","","","4759"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","70","%","","","2440"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","73","%","","","2319"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","92","%","","","2288"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","91","%","","","1149"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","93","%","","","1139"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","75","%","","","33041"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","74","%","","","16678"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","76","%","","","16363"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","81","%","","","7644"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","80","%","","","3985"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","82","%","","","3659"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","75","%","","","4315"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","74","%","","","2135"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","75","%","","","2180"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","68","%","","","8993"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","67","%","","","4451"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","69","%","","","4542"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","77","%","","","12089"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","76","%","","","6107"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","77","%","","","5982"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","74","%","","","447166"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","74","%","","","228503"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","74","%","","","218663"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","75","%","","","408561"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","74","%","","","208698"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","75","%","","","199863"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","80","%","","","1593"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","80","%","","","823"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","80","%","","","770"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","34","%","","","464"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","37","%","","","242"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","31","%","","","222"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","31","%","","","2178"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","31","%","","","1082"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","31","%","","","1096"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","74","%","","","34370"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","74","%","","","17658"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","74","%","","","16712"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","76","%","","","10889"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","76","%","","","5694"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","77","%","","","5195"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","63","%","","","5313"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","63","%","","","2724"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","64","%","","","2589"
"Percentage of pupils reaching the key stage 2 higher standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","17","%","","","586157"
"Percentage of pupils reaching the key stage 2 higher standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","18","%","","","299307"
"Percentage of pupils reaching the key stage 2 higher standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","15","%","","","286850"
