"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 1,000 population by ethnicity, gender, and PFA","Proportion of arrests of this ethnicity, in this year, of this gender and in this police force area (excludes unreported)"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","16,792","1,627,306","10.32","97.19%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","255","10,694","23.85","1.49%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","373","3,208","116.27","2.18%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","123","5,995","20.52","0.72%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","240","9,507","25.24","1.40%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","1,420"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","16,099","714,637","22.53","94.20%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","102","5,114","19.95","0.41%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","50","1,058","47.26","0.20%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","30","3,030","9.9","0.12%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","100","4,240","23.58","0.40%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","191"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","24,821","605,364","41","98.88%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","72","4,274","16.85","0.53%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","66","856","77.1","0.49%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","18","2,008","8.96","0.13%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," -   ","3,262"," -   ","0.00%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," -   "," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","13,323","504,714","26.4","98.84%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","749","38,954","19.23","2.25%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","1,866","34,679","53.81","5.62%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","428","15,374","27.84","1.29%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","664","27,635","24.03","2.00%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","564"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","29,511","1,608,308","18.35","88.84%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","221","10,522","21","1.51%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","573","5,150","111.26","3.91%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","181","3,004","60.25","1.24%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","406","8,661","46.88","2.77%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","774"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","13,260","569,647","23.28","90.57%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","5,090","246,094","20.68","5.77%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","4,038","74,097","54.5","4.58%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","915","53,504","17.1","1.04%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","2,958","60,710","48.72","3.35%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","1,331"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","75,178","2,248,123","33.44","85.26%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","271","10,076","26.9","1.71%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","207","3,185","64.99","1.31%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","84","3,569","23.54","0.53%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","226","5,547","40.74","1.43%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","14"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","15,037","554,377","27.12","95.02%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","729","57,352","12.71","1.69%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","1,178","17,445","67.53","2.73%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","496","20,911","23.72","1.15%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","711","30,905","23.01","1.65%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","2,116"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","40,085","1,771,378","22.63","92.79%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","740","64,119","11.54","4.32%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","1,094","31,401","34.84","6.39%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","185","15,550","11.9","1.08%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","668","27,497","24.29","3.90%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","5,769"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","14,428","977,495","14.76","84.30%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","310","12,191","25.43","1.32%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","304","4,499","67.57","1.29%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","156","7,493","20.82","0.66%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","221","8,185","27","0.94%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","409"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","22,517","885,279","25.43","95.78%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","1,209","54,186","22.31","3.10%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","1,541","22,879","67.35","3.95%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","1,107","15,636","70.8","2.84%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","556","27,283","20.38","1.43%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","3,092"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","34,551","1,607,681","21.49","88.67%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","2,049","108,784","18.84","4.08%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","257","5,377","47.8","0.51%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","60","10,397","5.77","0.12%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","790","16,300","48.47","1.57%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","1,106"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","47,019","1,320,035","35.62","93.71%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","2,410","155,740","15.47","10.40%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","1,302","24,623","52.88","5.62%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","330","19,110","17.27","1.42%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","748","20,520","36.45","3.23%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","457"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","18,391","797,704","23.05","79.34%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","111","5,579","19.9","1.24%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","100","2,561","39.05","1.12%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","42","2,839","14.79","0.47%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","100","6,190","16.16","1.12%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","9,933"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","8,602","696,484","12.35","96.06%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","550"," N/A "," N/A ","13.40%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","835"," N/A "," N/A ","20.35%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","177"," N/A "," N/A ","4.31%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","179"," N/A "," N/A ","4.36%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","386"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","2,362"," N/A "," N/A ","57.57%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","246","18,851","13.05","0.71%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","853","14,552","58.62","2.46%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","380","21,529","17.65","1.09%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","536","20,954","25.58","1.54%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","2,106"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","32,711","1,305,303","25.06","94.20%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","21,243","1,386,619","15.32","9.90%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","59,214","1,088,447","54.4","27.58%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","9,451","404,874","23.34","4.40%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","14,523","404,990","35.86","6.76%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","5,575"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","110,252","4,881,636","22.59","51.36%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","100","9,809","10.19","0.85%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","288","4,609","62.49","2.44%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","92","5,425","16.96","0.78%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","154","10,027","15.36","1.30%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","413"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","11,169","828,018","13.49","94.63%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","94","6,336","14.84","0.41%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","78","1,497","52.1","0.34%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","44","4,450","9.89","0.19%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","57","4,950","11.52","0.25%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","540"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","22,565","670,704","33.64","98.80%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","142","9,914","14.32","0.78%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","133","3,618","36.76","0.73%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","113","6,233","18.13","0.62%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","283","7,456","37.96","1.56%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","574"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","17,487","769,206","22.73","96.30%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","433","22,581","19.18","2.90%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","978","16,923","57.79","6.56%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","145","5,444","26.63","0.97%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","394","14,182","27.78","2.64%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","210"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","12,959","632,822","20.48","86.92%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","799","37,782","21.15","1.34%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","476","9,006","52.85","0.80%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","159","17,871","8.9","0.27%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","254","12,447","20.41","0.43%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","1,076"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","57,799","1,343,747","43.01","97.16%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,190","48,248","24.66","3.27%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","2,185","27,287","80.07","6.00%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","257","15,465","16.62","0.71%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,436","30,981","46.35","3.94%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","376"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","31,356","969,501","32.34","86.09%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","545","35,804","15.22","1.53%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","856","12,738","67.2","2.40%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","323","18,889","17.1","0.91%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","665","17,762","37.44","1.87%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","1,622"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","33,254","1,198,458","27.75","93.30%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","1,301","54,660","23.8","3.40%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","1,771","25,752","68.77","4.63%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","427","24,745","17.26","1.12%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","484","20,791","23.28","1.27%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","194"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","34,240","1,217,653","28.12","89.58%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","35,148"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","8,551"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","7,376"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","14,095"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area","25,764"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","1,032,327"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","10,972"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","6,854"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","4,670"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","12,472"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area","10,130"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","693,195"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","673","54,037","12.45","3.84%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","604","12,430","48.59","3.45%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","152","18,687","8.13","0.87%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","273","23,554","11.59","1.56%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","981"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","15,829","1,023,682","15.46","90.29%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","821","40,865","20.09","2.35%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","1,697","14,246","119.12","4.85%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","280","16,352","17.12","0.80%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","846","30,036","28.17","2.42%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","2,972"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","31,357","1,505,433","20.83","89.59%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","4,685","192,541","24.33","7.82%"
