"Measure","Year","Ethnicity","Sex","NS-SEC","Threshold","Mean","Percentage","Upper Confidence Interval","Lower Confidence Interval","Sample Size"
"Anxiety","2016","All","Male","All","Low  (2 - 3)","N/A","24.8","?","?","-"
"Anxiety","2016","All","Female","All","Low  (2 - 3)","N/A","?","21.7","21.19","-"
"Anxiety","2016","All","Male","All","Low  (2 - 3)","N/A","?","25.12","24.49","-"
"Anxiety","2016","All","Female","All","High  (6 - 10)","N/A","?","21.93","21.43","-"
"Anxiety","2016","All","Male","All","High  (6 - 10)","N/A","?","17.3","16.76","-"
"Anxiety","2016","All","Female","All","High  (6 - 10)","N/A","21.68","?","?","-"
"Anxiety","2016","All","Male","All","High  (6 - 10)","N/A","17.03","?","?","-"
"Anxiety","2016","White","Female","All","Medium  (4 - 5)","N/A","?","16.97","16.49","-"
"Anxiety","2016","White","Male","All","Medium  (4 - 5)","N/A","?","16.16","15.61","-"
"Anxiety","2016","White","Female","All","Medium  (4 - 5)","N/A","16.73","?","?","-"
"Anxiety","2016","White","Male","All","Medium  (4 - 5)","N/A","15.89","?","?","-"
"Anxiety","2016","White","Female","All","Very Low  (0 - 1)","N/A","?","40.41","39.78","-"
"Anxiety","2016","White","Male","All","Very Low  (0 - 1)","N/A","?","42.81","42.06","-"
"Anxiety","2016","White","Female","All","Very Low  (0 - 1)","N/A","40.1","?","?","-"
"Anxiety","2016","White","Male","All","Very Low  (0 - 1)","N/A","42.44","?","?","-"
"Anxiety","2016","White","Female","All","Low  (2 - 3)","N/A","21.34","?","?","-"
"Anxiety","2016","White","Male","All","Low  (2 - 3)","N/A","24.82","?","?","-"
"Anxiety","2016","White","Female","All","Low  (2 - 3)","N/A","?","21.6","21.07","-"
"Anxiety","2016","White","Male","All","Low  (2 - 3)","N/A","?","25.15","24.49","-"
"Anxiety","2016","White","Female","All","High  (6 - 10)","N/A","?","22.1","21.57","-"
"Anxiety","2016","White","Male","All","High  (6 - 10)","N/A","?","17.14","16.58","-"
"Anxiety","2016","White","Female","All","High  (6 - 10)","N/A","21.84","?","?","-"
"Anxiety","2016","White","Male","All","High  (6 - 10)","N/A","16.86","?","?","-"
"Anxiety","2016","Arab","All","Higher managerial and professional","All","3.25","N/A","4.18","2.32","-"
"Anxiety","2016","Arab","All","Intermediate occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Arab","All","Lower managerial and professional","All","3.58","N/A","4.68","2.48","-"
"Anxiety","2016","Arab","All","Lower supervisory and technical","All","?","N/A","?","?","-"
"Anxiety","2016","Arab","All","Never worked, unemployed, and nec","All","3.39","N/A","3.92","2.86","-"
"Anxiety","2016","Arab","All","Routine occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Arab","All","Semi-routine occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Arab","All","Small employers and own account workers","All","?","N/A","?","?","-"
"Anxiety","2016","Bangladeshi","All","Higher managerial and professional","All","2.98","N/A","3.7","2.27","-"
"Anxiety","2016","Bangladeshi","All","Intermediate occupations","All","3.15","N/A","3.88","2.42","-"
"Anxiety","2016","Bangladeshi","All","Lower managerial and professional","All","3.21","N/A","3.8","2.62","-"
"Anxiety","2016","Bangladeshi","All","Lower supervisory and technical","All","2.36","N/A","3.09","1.63","-"
"Anxiety","2016","Bangladeshi","All","Never worked, unemployed, and nec","All","2.84","N/A","3.31","2.38","-"
"Anxiety","2016","Bangladeshi","All","Routine occupations","All","2.86","N/A","3.75","1.97","-"
"Anxiety","2016","Bangladeshi","All","Semi-routine occupations","All","3.13","N/A","3.72","2.53","-"
"Anxiety","2016","Bangladeshi","All","Small employers and own account workers","All","2.65","N/A","3.39","1.91","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Higher managerial and professional","All","2.9","N/A","3.25","2.55","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Intermediate occupations","All","2.78","N/A","3.06","2.5","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower managerial and professional","All","2.7","N/A","2.89","2.51","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower supervisory and technical","All","2.81","N/A","3.26","2.36","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Never worked, unemployed, and nec","All","2.92","N/A","3.1","2.75","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Routine occupations","All","2.63","N/A","2.97","2.29","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Semi-routine occupations","All","2.96","N/A","3.2","2.73","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Small employers and own account workers","All","2.71","N/A","3.12","2.3","-"
"Anxiety","2016","Chinese","All","Higher managerial and professional","All","2.77","N/A","3.26","2.28","-"
"Anxiety","2016","Chinese","All","Intermediate occupations","All","3.05","N/A","4.13","1.97","-"
"Anxiety","2016","Chinese","All","Lower managerial and professional","All","3.1","N/A","3.69","2.5","-"
"Anxiety","2016","Chinese","All","Lower supervisory and technical","All","?","N/A","?","?","-"
"Anxiety","2016","Chinese","All","Never worked, unemployed, and nec","All","2.62","N/A","3.01","2.22","-"
"Anxiety","2016","Chinese","All","Routine occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Chinese","All","Semi-routine occupations","All","2.74","N/A","3.64","1.84","-"
"Anxiety","2016","Chinese","All","Small employers and own account workers","All","2.43","N/A","3.19","1.66","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Higher managerial and professional","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Intermediate occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Lower managerial and professional","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Lower supervisory and technical","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Never worked, unemployed, and nec","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Routine occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Semi-routine occupations","All","?","N/A","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Small employers and own account workers","All","?","N/A","?","?","-"
"Anxiety","2016","Indian","All","Higher managerial and professional","All","3.03","N/A","3.24","2.82","-"
"Anxiety","2016","Indian","All","Intermediate occupations","All","2.73","N/A","2.99","2.46","-"
"Anxiety","2016","Indian","All","Lower managerial and professional","All","2.91","N/A","3.12","2.7","-"
"Anxiety","2016","Indian","All","Lower supervisory and technical","All","3.08","N/A","3.69","2.47","-"
"Anxiety","2016","Indian","All","Never worked, unemployed, and nec","All","2.86","N/A","3.15","2.57","-"
"Anxiety","2016","Indian","All","Routine occupations","All","2.84","N/A","3.27","2.41","-"
"Anxiety","2016","Indian","All","Semi-routine occupations","All","3.17","N/A","3.54","2.79","-"
"Anxiety","2016","Indian","All","Small employers and own account workers","All","2.85","N/A","3.27","2.42","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Higher managerial and professional","All","2.92","N/A","3.32","2.52","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Intermediate occupations","All","3.3","N/A","3.91","2.69","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Lower managerial and professional","All","3.08","N/A","3.41","2.76","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Lower supervisory and technical","All","2.95","N/A","4.04","1.85","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Never worked, unemployed, and nec","All","3.62","N/A","4.09","3.15","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Routine occupations","All","2.96","N/A","3.87","2.05","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Semi-routine occupations","All","2.96","N/A","3.55","2.36","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","All","Small employers and own account workers","All","3.5","N/A","4.4","2.59","-"
"Anxiety","2016","Other Asian Background","All","Higher managerial and professional","All","3.27","N/A","3.76","2.78","-"
"Anxiety","2016","Other Asian Background","All","Intermediate occupations","All","2.57","N/A","3.09","2.06","-"
"Anxiety","2016","Other Asian Background","All","Lower managerial and professional","All","2.89","N/A","3.29","2.5","-"
"Anxiety","2016","Other Asian Background","All","Lower supervisory and technical","All","2.92","N/A","3.79","2.06","-"
"Anxiety","2016","Other Asian Background","All","Never worked, unemployed, and nec","All","2.91","N/A","3.28","2.54","-"
"Anxiety","2016","Other Asian Background","All","Routine occupations","All","3","N/A","3.57","2.43","-"
"Anxiety","2016","Other Asian Background","All","Semi-routine occupations","All","2.83","N/A","3.3","2.36","-"
"Anxiety","2016","Other Asian Background","All","Small employers and own account workers","All","3.16","N/A","3.76","2.56","-"
"Anxiety","2016","Other ethnic group","All","Higher managerial and professional","All","3","N/A","3.46","2.55","-"
"Anxiety","2016","Other ethnic group","All","Intermediate occupations","All","2.96","N/A","3.5","2.42","-"
"Anxiety","2016","Other ethnic group","All","Lower managerial and professional","All","2.97","N/A","3.31","2.62","-"
"Anxiety","2016","Other ethnic group","All","Lower supervisory and technical","All","2.58","N/A","3.24","1.92","-"
"Anxiety","2016","Other ethnic group","All","Never worked, unemployed, and nec","All","3.2","N/A","3.06","3.01","-"
"Anxiety","2016","Other ethnic group","All","Routine occupations","All","2.66","N/A","3.16","2.16","-"
"Anxiety","2016","Other ethnic group","All","Semi-routine occupations","All","2.59","N/A","3.05","2.14","-"
"Anxiety","2016","Other ethnic group","All","Small employers and own account workers","All","2.91","N/A","3.45","2.37","-"
"Anxiety","2016","Pakistani","All","Higher managerial and professional","All","2.49","N/A","2.9","2.08","-"
"Anxiety","2016","Pakistani","All","Intermediate occupations","All","2.7","N/A","3.1","2.3","-"
"Anxiety","2016","Pakistani","All","Lower managerial and professional","All","2.92","N/A","3.29","2.55","-"
"Anxiety","2016","Pakistani","All","Lower supervisory and technical","All","3.21","N/A","4.05","2.37","-"
"Anxiety","2016","Pakistani","All","Never worked, unemployed, and nec","All","3.04","N/A","3.3","2.77","-"
"Anxiety","2016","Pakistani","All","Routine occupations","All","3","N/A","3.54","2.46","-"
"Anxiety","2016","Pakistani","All","Semi-routine occupations","All","3.13","N/A","3.59","2.67","-"
"Anxiety","2016","Pakistani","All","Small employers and own account workers","All","3.14","N/A","3.55","2.73","-"
"Anxiety","2016","All","All","Higher managerial and professional","All","2.81","N/A","2.84","2.77","-"
"Anxiety","2016","All","All","Intermediate occupations","All","2.81","N/A","2.85","2.77","-"
"Anxiety","2016","All","All","Lower managerial and professional","All","2.84","N/A","2.87","2.82","-"
"Anxiety","2016","All","All","Lower supervisory and technical","All","2.64","N/A","2.69","2.58","-"
"Anxiety","2016","All","All","Never worked, unemployed, and nec","All","3.03","N/A","3.06","3.01","-"
"Anxiety","2016","All","All","Routine occupations","All","2.75","N/A","2.8","2.7","-"
"Anxiety","2016","All","All","Semi-routine occupations","All","2.82","N/A","2.86","2.77","-"
"Anxiety","2016","All","All","Small employers and own account workers","All","2.73","N/A","2.78","2.69","-"
"Anxiety","2016","White","All","Higher managerial and professional","All","2.78","N/A","2.82","2.74","-"
"Anxiety","2016","White","All","Intermediate occupations","All","2.8","N/A","2.85","2.75","-"
"Anxiety","2016","White","All","Lower managerial and professional","All","2.84","N/A","2.87","2.8","-"
"Anxiety","2016","White","All","Lower supervisory and technical","All","2.61","N/A","2.67","2.55","-"
"Anxiety","2016","White","All","Never worked, unemployed, and nec","All","3.04","N/A","3.07","3.01","-"
"Anxiety","2016","White","All","Routine occupations","All","2.75","N/A","2.8","2.69","-"
"Anxiety","2016","White","All","Semi-routine occupations","All","2.8","N/A","2.85","2.75","-"
"Anxiety","2016","White","All","Small employers and own account workers","All","2.71","N/A","2.76","2.66","-"
"Anxiety","2016","Arab","All","Higher managerial and professional","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Intermediate occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower managerial and professional","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower supervisory and technical","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Never worked, unemployed, and nec","Medium  (4 - 5)","N/A","23.27","29.28","17.25","-"
"Anxiety","2016","Arab","All","Routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Semi-routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Small employers and own account workers","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Higher managerial and professional","Very Low  (0 - 1)","N/A","38.07","49.33","26.8","-"
"Anxiety","2016","Arab","All","Intermediate occupations","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower managerial and professional","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower supervisory and technical","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Never worked, unemployed, and nec","Very Low  (0 - 1)","N/A","32.29","39.06","25.51","-"
"Anxiety","2016","Arab","All","Routine occupations","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Semi-routine occupations","Very Low  (0 - 1)","N/A","54.63","70.03","39.23","-"
"Anxiety","2016","Arab","All","Small employers and own account workers","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Higher managerial and professional","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Intermediate occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower managerial and professional","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower supervisory and technical","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Never worked, unemployed, and nec","Low  (2 - 3)","N/A","22.57","28.07","17.07","-"
"Anxiety","2016","Arab","All","Routine occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Semi-routine occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Small employers and own account workers","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Higher managerial and professional","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Intermediate occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower managerial and professional","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Lower supervisory and technical","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Never worked, unemployed, and nec","High  (6 - 10)","N/A","21.87","27.37","16.38","-"
"Anxiety","2016","Arab","All","Routine occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Semi-routine occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Arab","All","Small employers and own account workers","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Higher managerial and professional","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Intermediate occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Lower managerial and professional","Medium  (4 - 5)","N/A","21.41","29.31","13.52","-"
"Anxiety","2016","Bangladeshi","All","Lower supervisory and technical","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Never worked, unemployed, and nec","Medium  (4 - 5)","N/A","16.38","20.7","12.05","-"
"Anxiety","2016","Bangladeshi","All","Routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Semi-routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Small employers and own account workers","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Higher managerial and professional","Very Low  (0 - 1)","N/A","36.33","48.79","23.87","-"
"Anxiety","2016","Bangladeshi","All","Intermediate occupations","Very Low  (0 - 1)","N/A","36.43","47.26","25.61","-"
"Anxiety","2016","Bangladeshi","All","Lower managerial and professional","Very Low  (0 - 1)","N/A","31.16","39.64","22.68","-"
"Anxiety","2016","Bangladeshi","All","Lower supervisory and technical","Very Low  (0 - 1)","N/A","42.13","55.47","28.79","-"
"Anxiety","2016","Bangladeshi","All","Never worked, unemployed, and nec","Very Low  (0 - 1)","N/A","43","49.15","36.85","-"
"Anxiety","2016","Bangladeshi","All","Routine occupations","Very Low  (0 - 1)","N/A","35.51","48.88","22.14","-"
"Anxiety","2016","Bangladeshi","All","Semi-routine occupations","Very Low  (0 - 1)","N/A","34.95","45.14","24.76","-"
"Anxiety","2016","Bangladeshi","All","Small employers and own account workers","Very Low  (0 - 1)","N/A","43.38","56.5","30.26","-"
"Anxiety","2016","Bangladeshi","All","Higher managerial and professional","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Intermediate occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Lower managerial and professional","Low  (2 - 3)","N/A","26.43","35.33","17.53","-"
"Anxiety","2016","Bangladeshi","All","Lower supervisory and technical","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Never worked, unemployed, and nec","Low  (2 - 3)","N/A","21.38","26.53","16.22","-"
"Anxiety","2016","Bangladeshi","All","Routine occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Semi-routine occupations","Low  (2 - 3)","N/A","25.29","35.3","15.27","-"
"Anxiety","2016","Bangladeshi","All","Small employers and own account workers","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Higher managerial and professional","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Intermediate occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Lower managerial and professional","High  (6 - 10)","N/A","21","28.5","13.49","-"
"Anxiety","2016","Bangladeshi","All","Lower supervisory and technical","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Never worked, unemployed, and nec","High  (6 - 10)","N/A","19.25","24.73","13.77","-"
"Anxiety","2016","Bangladeshi","All","Routine occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Semi-routine occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Bangladeshi","All","Small employers and own account workers","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Higher managerial and professional","Medium  (4 - 5)","N/A","18.59","22.75","14.43","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Intermediate occupations","Medium  (4 - 5)","N/A","15.02","18.25","11.79","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower managerial and professional","Medium  (4 - 5)","N/A","14.53","16.8","12.25","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower supervisory and technical","Medium  (4 - 5)","N/A","17.77","23.05","12.49","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Never worked, unemployed, and nec","Medium  (4 - 5)","N/A","19.82","22.31","17.34","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Routine occupations","Medium  (4 - 5)","N/A","20.83","24.91","16.76","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Semi-routine occupations","Medium  (4 - 5)","N/A","17.31","20.27","14.36","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Small employers and own account workers","Medium  (4 - 5)","N/A","16.49","21.31","11.67","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Higher managerial and professional","Very Low  (0 - 1)","N/A","41.45","46.72","36.18","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Intermediate occupations","Very Low  (0 - 1)","N/A","42.8","47.65","37.95","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower managerial and professional","Very Low  (0 - 1)","N/A","43.3","46.59","40","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower supervisory and technical","Very Low  (0 - 1)","N/A","41.49","48.5","34.48","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Never worked, unemployed, and nec","Very Low  (0 - 1)","N/A","40.02","43.05","36.99","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Routine occupations","Very Low  (0 - 1)","N/A","42.63","47.81","37.45","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Semi-routine occupations","Very Low  (0 - 1)","N/A","40.69","44.58","36.81","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Small employers and own account workers","Very Low  (0 - 1)","N/A","42.02","48.41","35.63","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Higher managerial and professional","Low  (2 - 3)","N/A","21.34","25.72","16.96","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Intermediate occupations","Low  (2 - 3)","N/A","23.79","27.73","19.85","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower managerial and professional","Low  (2 - 3)","N/A","23.87","26.67","21.06","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower supervisory and technical","Low  (2 - 3)","N/A","23.19","29.25","17.12","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Never worked, unemployed, and nec","Low  (2 - 3)","N/A","21.85","24.33","19.38","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Routine occupations","Low  (2 - 3)","N/A","22.21","26.6","17.83","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Semi-routine occupations","Low  (2 - 3)","N/A","21.48","24.93","18.02","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Small employers and own account workers","Low  (2 - 3)","N/A","25.02","30.55","19.48","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Higher managerial and professional","High  (6 - 10)","N/A","18.62","22.89","14.34","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Intermediate occupations","High  (6 - 10)","N/A","18.39","21.89","14.9","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower managerial and professional","High  (6 - 10)","N/A","18.31","20.78","15.84","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Lower supervisory and technical","High  (6 - 10)","N/A","17.55","22.58","12.52","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Never worked, unemployed, and nec","High  (6 - 10)","N/A","18.31","20.49","16.13","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Routine occupations","High  (6 - 10)","N/A","14.32","18","10.64","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Semi-routine occupations","High  (6 - 10)","N/A","20.51","23.48","17.55","-"
"Anxiety","2016","Black / African / Caribbean / Black British","All","Small employers and own account workers","High  (6 - 10)","N/A","16.47","21.27","11.68","-"
"Anxiety","2016","Chinese","All","Higher managerial and professional","Medium  (4 - 5)","N/A","17.38","23.86","10.9","-"
"Anxiety","2016","Chinese","All","Intermediate occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Lower managerial and professional","Medium  (4 - 5)","N/A","20.41","27.91","12.92","-"
"Anxiety","2016","Chinese","All","Lower supervisory and technical","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Never worked, unemployed, and nec","Medium  (4 - 5)","N/A","17.69","22.53","12.86","-"
"Anxiety","2016","Chinese","All","Routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Semi-routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Small employers and own account workers","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Higher managerial and professional","Very Low  (0 - 1)","N/A","31.9","39.88","23.92","-"
"Anxiety","2016","Chinese","All","Intermediate occupations","Very Low  (0 - 1)","N/A","37.37","48.96","25.78","-"
"Anxiety","2016","Chinese","All","Lower managerial and professional","Very Low  (0 - 1)","N/A","32.44","40.4","24.48","-"
"Anxiety","2016","Chinese","All","Lower supervisory and technical","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Never worked, unemployed, and nec","Very Low  (0 - 1)","N/A","43.35","50.02","36.68","-"
"Anxiety","2016","Chinese","All","Routine occupations","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Semi-routine occupations","Very Low  (0 - 1)","N/A","43.65","55.52","31.77","-"
"Anxiety","2016","Chinese","All","Small employers and own account workers","Very Low  (0 - 1)","N/A","45.59","58.62","32.56","-"
"Anxiety","2016","Chinese","All","Higher managerial and professional","Low  (2 - 3)","N/A","36.14","44.46","27.81","-"
"Anxiety","2016","Chinese","All","Intermediate occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Lower managerial and professional","Low  (2 - 3)","N/A","26.53","34.55","18.52","-"
"Anxiety","2016","Chinese","All","Lower supervisory and technical","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Never worked, unemployed, and nec","Low  (2 - 3)","N/A","22.98","28.91","17.05","-"
"Anxiety","2016","Chinese","All","Routine occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Semi-routine occupations","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Small employers and own account workers","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Higher managerial and professional","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Intermediate occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Lower managerial and professional","High  (6 - 10)","N/A","20.62","27.68","13.55","-"
"Anxiety","2016","Chinese","All","Lower supervisory and technical","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Never worked, unemployed, and nec","High  (6 - 10)","N/A","15.98","20.28","11.68","-"
"Anxiety","2016","Chinese","All","Routine occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Semi-routine occupations","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Chinese","All","Small employers and own account workers","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Higher managerial and professional","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Intermediate occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Lower managerial and professional","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Lower supervisory and technical","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Never worked, unemployed, and nec","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Semi-routine occupations","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Small employers and own account workers","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Higher managerial and professional","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","All","Intermediate occupations","Very Low  (0 - 1)","N/A","?","?","?","-"
