"Title","Household income"
"Location","United Kingdom"
"Time period","2013/14 to 2015/16"
"Data source","Department for Work and Pensions"
"Data source link","https://www.gov.uk/government/statistics/family-resources-survey-financial-year-201516"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","16 March 2017"
"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Numerator","Upper bound","Lower bound","Note"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","514","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","514","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","514","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","16","514","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","-","212","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","212","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","212","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","17","212","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","16","212","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","212","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","212","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","212","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","212","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","212","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","212","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","187","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","187","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","187","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","187","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","187","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","187","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","187","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","187","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","187","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","187","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","23","187","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","359","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","359","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","359","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","359","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","359","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","359","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","359","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","359","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","359","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","359","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","29","359","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","1,322","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","1,322","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","1,322","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","1,322","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","1,322","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","1,322","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","1,322","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","1,322","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","1,322","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","1,322","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","1,322","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","524","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","524","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","524","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","524","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","524","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","524","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","524","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","524","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","524","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","524","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","19","524","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","59,881","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","59,881","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","59,881","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","59,881","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","59,881","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","59,881","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","59,881","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","59,881","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","59,881","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","59,881","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","23","59,881","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","55,400","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","55,400","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","55,400","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","55,400","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","55,400","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","55,400","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","55,400","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","55,400","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","55,400","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","55,400","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","24","55,400","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","53,052","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","53,052","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","53,052","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","53,052","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","53,052","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","53,052","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","53,052","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","53,052","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","53,052","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","53,052","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","23","53,052","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","2,348","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,348","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,348","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,348","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,348","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,348","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,348","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,348","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","2,348","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,348","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","28","2,348","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","433","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","433","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","433","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","433","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","433","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","433","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","433","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","433","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","433","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","433","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","23","433","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","2,252","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,252","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","2,252","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,252","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","2,252","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,252","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,252","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,252","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","2,252","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","2,252","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","28","2,252","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","980","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","980","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","980","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","980","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","980","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","980","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","980","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","980","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","980","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","980","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","33","980","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","516","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","516","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","516","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","516","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","15","516","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","516","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","516","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","516","","","",""
