"Title","Jobseeker’s Allowance: how long people claim for"
"Location","England, Wales and Scotland"
"Time period","May 2012 to April 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Month","Ethnicity","Duration","Region","Caseload","Value","Value"
"Oct-2013","White","13 weeks or less","Yorkshire and The Humber","36,750","34.4%",""
"Oct-2013","Ethnic Minority","13 weeks or less","Yorkshire and The Humber","6,020","32.1%",""
"Oct-2013","White British","13 weeks or less","Yorkshire and The Humber","34,970","34.2%",""
"Oct-2013","White Other","13 weeks or less","Yorkshire and The Humber","1,780","37.9%",""
"Oct-2013","Black","13 weeks or less","Yorkshire and The Humber","1,155","30.2%",""
"Oct-2013","Asian","13 weeks or less","Yorkshire and The Humber","2,955","31.6%",""
"Oct-2013","Mixed","13 weeks or less","Yorkshire and The Humber","705","34.8%",""
"Oct-2013","Other","13 weeks or less","Yorkshire and The Humber","1,200","33.4%",""
"Oct-2013","Unreported","13 weeks or less","Yorkshire and The Humber","2,825","34.4%",""
"Oct-2013","All","over 13 and up to 26 weeks","Yorkshire and The Humber","19,825","14.8%",""
"Oct-2013","White","over 13 and up to 26 weeks","Yorkshire and The Humber","15,410","14.4%",""
"Oct-2013","Ethnic Minority","over 13 and up to 26 weeks","Yorkshire and The Humber","3,145","16.7%",""
"Oct-2013","White British","over 13 and up to 26 weeks","Yorkshire and The Humber","14,635","14.3%",""
"Oct-2013","White Other","over 13 and up to 26 weeks","Yorkshire and The Humber","775","16.5%",""
"Oct-2013","Black","over 13 and up to 26 weeks","Yorkshire and The Humber","560","14.7%",""
"Oct-2013","Asian","over 13 and up to 26 weeks","Yorkshire and The Humber","1,695","18.1%",""
"Oct-2013","Mixed","over 13 and up to 26 weeks","Yorkshire and The Humber","320","15.8%",""
"Oct-2013","Other","over 13 and up to 26 weeks","Yorkshire and The Humber","570","15.9%",""
"Oct-2013","Unreported","over 13 and up to 26 weeks","Yorkshire and The Humber","1,270","15.5%",""
"Oct-2013","All","over 26 and up to 52 weeks","Yorkshire and The Humber","22,260","16.6%",""
"Oct-2013","White","over 26 and up to 52 weeks","Yorkshire and The Humber","17,335","16.2%",""
"Oct-2013","Ethnic Minority","over 26 and up to 52 weeks","Yorkshire and The Humber","3,420","18.2%",""
"Oct-2013","White British","over 26 and up to 52 weeks","Yorkshire and The Humber","16,485","16.1%",""
"Oct-2013","White Other","over 26 and up to 52 weeks","Yorkshire and The Humber","845","18.0%",""
"Oct-2013","Black","over 26 and up to 52 weeks","Yorkshire and The Humber","655","17.1%",""
"Oct-2013","Asian","over 26 and up to 52 weeks","Yorkshire and The Humber","1,705","18.3%",""
"Oct-2013","Mixed","over 26 and up to 52 weeks","Yorkshire and The Humber","370","18.3%",""
"Oct-2013","Other","over 26 and up to 52 weeks","Yorkshire and The Humber","690","19.2%",""
"Oct-2013","Unreported","over 26 and up to 52 weeks","Yorkshire and The Humber","1,505","18.3%",""
"Oct-2013","All","over 52 and up to 78 weeks","Yorkshire and The Humber","13,855","10.3%",""
"Oct-2013","White","over 52 and up to 78 weeks","Yorkshire and The Humber","10,710","10.0%",""
"Oct-2013","Ethnic Minority","over 52 and up to 78 weeks","Yorkshire and The Humber","2,230","11.9%",""
"Oct-2013","White British","over 52 and up to 78 weeks","Yorkshire and The Humber","10,200","10.0%",""
"Oct-2013","White Other","over 52 and up to 78 weeks","Yorkshire and The Humber","510","10.9%",""
"Oct-2013","Black","over 52 and up to 78 weeks","Yorkshire and The Humber","435","11.4%",""
"Oct-2013","Asian","over 52 and up to 78 weeks","Yorkshire and The Humber","1,080","11.6%",""
"Oct-2013","Mixed","over 52 and up to 78 weeks","Yorkshire and The Humber","225","11.1%",""
"Oct-2013","Other","over 52 and up to 78 weeks","Yorkshire and The Humber","490","13.6%",""
"Oct-2013","Unreported","over 52 and up to 78 weeks","Yorkshire and The Humber","915","11.1%",""
"Oct-2013","All","over 78 and up to 104 weeks","Yorkshire and The Humber","8,030","6.0%",""
"Oct-2013","White","over 78 and up to 104 weeks","Yorkshire and The Humber","6,350","5.9%",""
"Oct-2013","Ethnic Minority","over 78 and up to 104 weeks","Yorkshire and The Humber","1,175","6.3%",""
"Oct-2013","White British","over 78 and up to 104 weeks","Yorkshire and The Humber","5,995","5.9%",""
"Oct-2013","White Other","over 78 and up to 104 weeks","Yorkshire and The Humber","355","7.6%",""
"Oct-2013","Black","over 78 and up to 104 weeks","Yorkshire and The Humber","240","6.3%",""
"Oct-2013","Asian","over 78 and up to 104 weeks","Yorkshire and The Humber","545","5.8%",""
"Oct-2013","Mixed","over 78 and up to 104 weeks","Yorkshire and The Humber","110","5.4%",""
"Oct-2013","Other","over 78 and up to 104 weeks","Yorkshire and The Humber","275","7.6%",""
"Oct-2013","Unreported","over 78 and up to 104 weeks","Yorkshire and The Humber","510","6.2%",""
"Oct-2013","All","over 104 weeks","Yorkshire and The Humber","24,390","18.2%",""
"Oct-2013","White","over 104 weeks","Yorkshire and The Humber","20,405","19.1%",""
"Oct-2013","Ethnic Minority","over 104 weeks","Yorkshire and The Humber","2,790","14.9%",""
"Oct-2013","White British","over 104 weeks","Yorkshire and The Humber","19,970","19.5%",""
"Oct-2013","White Other","over 104 weeks","Yorkshire and The Humber","435","9.3%",""
"Oct-2013","Black","over 104 weeks","Yorkshire and The Humber","775","20.3%",""
"Oct-2013","Asian","over 104 weeks","Yorkshire and The Humber","1,360","14.6%",""
"Oct-2013","Mixed","over 104 weeks","Yorkshire and The Humber","290","14.3%",""
"Oct-2013","Other","over 104 weeks","Yorkshire and The Humber","365","10.2%",""
"Oct-2013","Unreported","over 104 weeks","Yorkshire and The Humber","1,195","14.5%",""
"Nov-2013","All","All","All","1,162,630","100.0%",""
"Nov-2013","White","All","All","897,350","100.0%",""
"Nov-2013","Ethnic Minority","All","All","199,265","100.0%",""
"Nov-2013","White British","All","All","842,850","100.0%",""
"Nov-2013","White Other","All","All","54,500","100.0%",""
"Nov-2013","Black","All","All","80,205","100.0%",""
"Nov-2013","Asian","All","All","69,300","100.0%",""
"Nov-2013","Mixed","All","All","23,740","100.0%",""
"Nov-2013","Other","All","All","26,020","100.0%",""
"Nov-2013","Unreported","All","All","66,015","100.0%",""
"Nov-2013","All","13 weeks or less","All","440,975","37.9%",""
"Nov-2013","White","13 weeks or less","All","347,550","38.7%",""
"Nov-2013","Ethnic Minority","13 weeks or less","All","68,455","34.4%",""
"Nov-2013","White British","13 weeks or less","All","323,020","38.3%",""
"Nov-2013","White Other","13 weeks or less","All","24,535","45.0%",""
"Nov-2013","Black","13 weeks or less","All","24,935","31.1%",""
"Nov-2013","Asian","13 weeks or less","All","25,025","36.1%",""
"Nov-2013","Mixed","13 weeks or less","All","9,130","38.5%",""
"Nov-2013","Other","13 weeks or less","All","9,370","36.0%",""
"Nov-2013","Unreported","13 weeks or less","All","24,965","37.8%",""
"Nov-2013","All","over 13 and up to 26 weeks","All","184,210","15.8%",""
"Nov-2013","White","over 13 and up to 26 weeks","All","139,800","15.6%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","All","33,830","17.0%",""
"Nov-2013","White British","over 13 and up to 26 weeks","All","130,685","15.5%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","All","9,115","16.7%",""
"Nov-2013","Black","over 13 and up to 26 weeks","All","13,040","16.3%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","All","12,365","17.8%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","All","4,040","17.0%",""
"Nov-2013","Other","over 13 and up to 26 weeks","All","4,385","16.9%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","All","10,580","16.0%",""
"Nov-2013","All","over 26 and up to 52 weeks","All","175,565","15.1%",""
"Nov-2013","White","over 26 and up to 52 weeks","All","132,200","14.7%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","All","33,465","16.8%",""
"Nov-2013","White British","over 26 and up to 52 weeks","All","123,730","14.7%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","All","8,470","15.5%",""
"Nov-2013","Black","over 26 and up to 52 weeks","All","13,380","16.7%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","All","11,775","17.0%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","All","3,800","16.0%",""
"Nov-2013","Other","over 26 and up to 52 weeks","All","4,510","17.3%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","All","9,900","15.0%",""
"Nov-2013","All","over 52 and up to 78 weeks","All","111,120","9.6%",""
"Nov-2013","White","over 52 and up to 78 weeks","All","84,180","9.4%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","All","20,890","10.5%",""
"Nov-2013","White British","over 52 and up to 78 weeks","All","79,630","9.4%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","All","4,550","8.3%",""
"Nov-2013","Black","over 52 and up to 78 weeks","All","8,845","11.0%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","All","6,895","9.9%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","All","2,320","9.8%",""
"Nov-2013","Other","over 52 and up to 78 weeks","All","2,830","10.9%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","All","6,050","9.2%",""
"Nov-2013","All","over 78 and up to 104 weeks","All","58,660","5.0%",""
"Nov-2013","White","over 78 and up to 104 weeks","All","44,970","5.0%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","All","10,595","5.3%",""
"Nov-2013","White British","over 78 and up to 104 weeks","All","42,360","5.0%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","All","2,610","4.8%",""
"Nov-2013","Black","over 78 and up to 104 weeks","All","4,380","5.5%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","All","3,580","5.2%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","All","1,135","4.8%",""
"Nov-2013","Other","over 78 and up to 104 weeks","All","1,505","5.8%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","All","3,100","4.7%",""
"Nov-2013","All","over 104 weeks","All","192,100","16.5%",""
"Nov-2013","White","over 104 weeks","All","148,650","16.6%",""
"Nov-2013","Ethnic Minority","over 104 weeks","All","32,025","16.1%",""
"Nov-2013","White British","over 104 weeks","All","143,430","17.0%",""
"Nov-2013","White Other","over 104 weeks","All","5,220","9.6%",""
"Nov-2013","Black","over 104 weeks","All","15,630","19.5%",""
"Nov-2013","Asian","over 104 weeks","All","9,655","13.9%",""
"Nov-2013","Mixed","over 104 weeks","All","3,315","14.0%",""
"Nov-2013","Other","over 104 weeks","All","3,420","13.1%",""
"Nov-2013","Unreported","over 104 weeks","All","11,425","17.3%",""
"Nov-2013","All","All","East","84,845","100.0%",""
"Nov-2013","White","All","East","70,675","100.0%",""
"Nov-2013","Ethnic Minority","All","East","8,390","100.0%",""
"Nov-2013","White British","All","East","66,190","100.0%",""
"Nov-2013","White Other","All","East","4,485","100.0%",""
"Nov-2013","Black","All","East","2,945","100.0%",""
"Nov-2013","Asian","All","East","3,035","100.0%",""
"Nov-2013","Mixed","All","East","1,525","100.0%",""
"Nov-2013","Other","All","East","885","100.0%",""
"Nov-2013","Unreported","All","East","5,780","100.0%",""
"Nov-2013","All","13 weeks or less","East","34,090","40.2%",""
"Nov-2013","White","13 weeks or less","East","28,260","40.0%",""
"Nov-2013","Ethnic Minority","13 weeks or less","East","3,020","36.0%",""
"Nov-2013","White British","13 weeks or less","East","26,215","39.6%",""
"Nov-2013","White Other","13 weeks or less","East","2,040","45.5%",""
"Nov-2013","Black","13 weeks or less","East","1,005","34.1%",""
"Nov-2013","Asian","13 weeks or less","East","1,090","35.9%",""
"Nov-2013","Mixed","13 weeks or less","East","605","39.7%",""
"Nov-2013","Other","13 weeks or less","East","320","36.2%",""
"Nov-2013","Unreported","13 weeks or less","East","2,810","48.6%",""
"Nov-2013","All","over 13 and up to 26 weeks","East","13,670","16.1%",""
"Nov-2013","White","over 13 and up to 26 weeks","East","11,230","15.9%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","East","1,495","17.8%",""
"Nov-2013","White British","over 13 and up to 26 weeks","East","10,470","15.8%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","East","760","16.9%",""
"Nov-2013","Black","over 13 and up to 26 weeks","East","505","17.1%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","East","570","18.8%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","East","275","18.0%",""
"Nov-2013","Other","over 13 and up to 26 weeks","East","145","16.4%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","East","945","16.3%",""
"Nov-2013","All","over 26 and up to 52 weeks","East","12,685","15.0%",""
"Nov-2013","White","over 26 and up to 52 weeks","East","10,495","14.8%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","East","1,455","17.3%",""
"Nov-2013","White British","over 26 and up to 52 weeks","East","9,780","14.8%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","East","715","15.9%",""
"Nov-2013","Black","over 26 and up to 52 weeks","East","510","17.3%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","East","525","17.3%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","East","260","17.0%",""
"Nov-2013","Other","over 26 and up to 52 weeks","East","160","18.1%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","East","735","12.7%",""
"Nov-2013","All","over 52 and up to 78 weeks","East","7,490","8.8%",""
"Nov-2013","White","over 52 and up to 78 weeks","East","6,310","8.9%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","East","800","9.5%",""
"Nov-2013","White British","over 52 and up to 78 weeks","East","5,970","9.0%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","East","340","7.6%",""
"Nov-2013","Black","over 52 and up to 78 weeks","East","295","10.0%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","East","300","9.9%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","East","110","7.2%",""
"Nov-2013","Other","over 52 and up to 78 weeks","East","90","10.2%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","East","380","6.6%",""
"Nov-2013","All","over 78 and up to 104 weeks","East","3,855","4.5%",""
"Nov-2013","White","over 78 and up to 104 weeks","East","3,225","4.6%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","East","425","5.1%",""
"Nov-2013","White British","over 78 and up to 104 weeks","East","3,025","4.6%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","East","200","4.5%",""
"Nov-2013","Black","over 78 and up to 104 weeks","East","140","4.8%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","East","150","4.9%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","East","80","5.2%",""
"Nov-2013","Other","over 78 and up to 104 weeks","East","55","6.2%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","East","205","3.5%",""
"Nov-2013","All","over 104 weeks","East","13,060","15.4%",""
"Nov-2013","White","over 104 weeks","East","11,160","15.8%",""
"Nov-2013","Ethnic Minority","over 104 weeks","East","1,195","14.2%",""
"Nov-2013","White British","over 104 weeks","East","10,730","16.2%",""
"Nov-2013","White Other","over 104 weeks","East","430","9.6%",""
"Nov-2013","Black","over 104 weeks","East","490","16.6%",""
"Nov-2013","Asian","over 104 weeks","East","395","13.0%",""
"Nov-2013","Mixed","over 104 weeks","East","190","12.5%",""
"Nov-2013","Other","over 104 weeks","East","115","13.0%",""
"Nov-2013","Unreported","over 104 weeks","East","705","12.2%",""
"Nov-2013","All","All","East Midlands","79,275","100.0%",""
"Nov-2013","White","All","East Midlands","64,425","100.0%",""
"Nov-2013","Ethnic Minority","All","East Midlands","11,535","100.0%",""
"Nov-2013","White British","All","East Midlands","60,910","100.0%",""
"Nov-2013","White Other","All","East Midlands","3,515","100.0%",""
"Nov-2013","Black","All","East Midlands","3,630","100.0%",""
"Nov-2013","Asian","All","East Midlands","4,810","100.0%",""
"Nov-2013","Mixed","All","East Midlands","1,730","100.0%",""
"Nov-2013","Other","All","East Midlands","1,360","100.0%",""
"Nov-2013","Unreported","All","East Midlands","3,315","100.0%",""
"Nov-2013","All","13 weeks or less","East Midlands","30,085","38.0%",""
"Nov-2013","White","13 weeks or less","East Midlands","24,745","38.4%",""
"Nov-2013","Ethnic Minority","13 weeks or less","East Midlands","4,110","35.6%",""
"Nov-2013","White British","13 weeks or less","East Midlands","23,225","38.1%",""
"Nov-2013","White Other","13 weeks or less","East Midlands","1,520","43.2%",""
"Nov-2013","Black","13 weeks or less","East Midlands","1,130","31.1%",""
"Nov-2013","Asian","13 weeks or less","East Midlands","1,835","38.1%",""
"Nov-2013","Mixed","13 weeks or less","East Midlands","655","37.9%",""
"Nov-2013","Other","13 weeks or less","East Midlands","490","36.0%",""
"Nov-2013","Unreported","13 weeks or less","East Midlands","1,225","37.0%",""
"Nov-2013","All","over 13 and up to 26 weeks","East Midlands","12,045","15.2%",""
"Nov-2013","White","over 13 and up to 26 weeks","East Midlands","9,585","14.9%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","East Midlands","1,970","17.1%",""
"Nov-2013","White British","over 13 and up to 26 weeks","East Midlands","8,950","14.7%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","East Midlands","630","17.9%",""
"Nov-2013","Black","over 13 and up to 26 weeks","East Midlands","600","16.5%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","East Midlands","900","18.7%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","East Midlands","270","15.6%",""
"Nov-2013","Other","over 13 and up to 26 weeks","East Midlands","200","14.7%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","East Midlands","490","14.8%",""
"Nov-2013","All","over 26 and up to 52 weeks","East Midlands","11,840","14.9%",""
"Nov-2013","White","over 26 and up to 52 weeks","East Midlands","9,455","14.7%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","East Midlands","1,930","16.7%",""
"Nov-2013","White British","over 26 and up to 52 weeks","East Midlands","8,910","14.6%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","East Midlands","545","15.5%",""
"Nov-2013","Black","over 26 and up to 52 weeks","East Midlands","625","17.2%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","East Midlands","780","16.2%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","East Midlands","290","16.8%",""
"Nov-2013","Other","over 26 and up to 52 weeks","East Midlands","240","17.6%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","East Midlands","455","13.7%",""
"Nov-2013","All","over 52 and up to 78 weeks","East Midlands","7,760","9.8%",""
"Nov-2013","White","over 52 and up to 78 weeks","East Midlands","6,255","9.7%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","East Midlands","1,175","10.2%",""
"Nov-2013","White British","over 52 and up to 78 weeks","East Midlands","5,955","9.8%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","East Midlands","295","8.4%",""
"Nov-2013","Black","over 52 and up to 78 weeks","East Midlands","370","10.2%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","East Midlands","475","9.9%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","East Midlands","170","9.8%",""
"Nov-2013","Other","over 52 and up to 78 weeks","East Midlands","160","11.8%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","East Midlands","335","10.1%",""
"Nov-2013","All","over 78 and up to 104 weeks","East Midlands","4,365","5.5%",""
"Nov-2013","White","over 78 and up to 104 weeks","East Midlands","3,525","5.5%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","East Midlands","660","5.7%",""
"Nov-2013","White British","over 78 and up to 104 weeks","East Midlands","3,310","5.4%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","East Midlands","215","6.1%",""
"Nov-2013","Black","over 78 and up to 104 weeks","East Midlands","220","6.1%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","East Midlands","230","4.8%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","East Midlands","90","5.2%",""
"Nov-2013","Other","over 78 and up to 104 weeks","East Midlands","120","8.8%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","East Midlands","175","5.3%",""
"Nov-2013","All","over 104 weeks","East Midlands","13,180","16.6%",""
"Nov-2013","White","over 104 weeks","East Midlands","10,865","16.9%",""
"Nov-2013","Ethnic Minority","over 104 weeks","East Midlands","1,680","14.6%",""
"Nov-2013","White British","over 104 weeks","East Midlands","10,560","17.3%",""
"Nov-2013","White Other","over 104 weeks","East Midlands","305","8.7%",""
"Nov-2013","Black","over 104 weeks","East Midlands","685","18.9%",""
"Nov-2013","Asian","over 104 weeks","East Midlands","585","12.2%",""
"Nov-2013","Mixed","over 104 weeks","East Midlands","260","15.0%",""
"Nov-2013","Other","over 104 weeks","East Midlands","150","11.0%",""
"Nov-2013","Unreported","over 104 weeks","East Midlands","635","19.2%",""
"Nov-2013","All","All","London","175,135","100.0%",""
"Nov-2013","White","All","London","71,040","100.0%",""
"Nov-2013","Ethnic Minority","All","London","86,560","100.0%",""
"Nov-2013","White British","All","London","53,550","100.0%",""
"Nov-2013","White Other","All","London","17,490","100.0%",""
"Nov-2013","Black","All","London","46,915","100.0%",""
"Nov-2013","Asian","All","London","21,580","100.0%",""
"Nov-2013","Mixed","All","London","8,000","100.0%",""
"Nov-2013","Other","All","London","10,065","100.0%",""
"Nov-2013","Unreported","All","London","17,535","100.0%",""
"Nov-2013","All","13 weeks or less","London","63,785","36.4%",""
"Nov-2013","White","13 weeks or less","London","27,480","38.7%",""
"Nov-2013","Ethnic Minority","13 weeks or less","London","29,285","33.8%",""
"Nov-2013","White British","13 weeks or less","London","19,760","36.9%",""
"Nov-2013","White Other","13 weeks or less","London","7,720","44.1%",""
"Nov-2013","Black","13 weeks or less","London","14,445","30.8%",""
"Nov-2013","Asian","13 weeks or less","London","8,040","37.3%",""
"Nov-2013","Mixed","13 weeks or less","London","3,075","38.4%",""
"Nov-2013","Other","13 weeks or less","London","3,730","37.1%",""
"Nov-2013","Unreported","13 weeks or less","London","7,015","40.0%",""
"Nov-2013","All","over 13 and up to 26 weeks","London","28,500","16.3%",""
"Nov-2013","White","over 13 and up to 26 weeks","London","10,925","15.4%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","London","14,575","16.8%",""
"Nov-2013","White British","over 13 and up to 26 weeks","London","8,085","15.1%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","London","2,840","16.2%",""
"Nov-2013","Black","over 13 and up to 26 weeks","London","7,665","16.3%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","London","3,840","17.8%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","London","1,370","17.1%",""
"Nov-2013","Other","over 13 and up to 26 weeks","London","1,700","16.9%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","London","2,995","17.1%",""
"Nov-2013","All","over 26 and up to 52 weeks","London","26,750","15.3%",""
"Nov-2013","White","over 26 and up to 52 weeks","London","10,205","14.4%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","London","13,990","16.2%",""
"Nov-2013","White British","over 26 and up to 52 weeks","London","7,615","14.2%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","London","2,590","14.8%",""
"Nov-2013","Black","over 26 and up to 52 weeks","London","7,685","16.4%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","London","3,505","16.2%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","London","1,210","15.1%",""
"Nov-2013","Other","over 26 and up to 52 weeks","London","1,585","15.7%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","London","2,555","14.6%",""
"Nov-2013","All","over 52 and up to 78 weeks","London","17,060","9.7%",""
"Nov-2013","White","over 52 and up to 78 weeks","London","6,480","9.1%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","London","9,115","10.5%",""
"Nov-2013","White British","over 52 and up to 78 weeks","London","4,990","9.3%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","London","1,490","8.5%",""
"Nov-2013","Black","over 52 and up to 78 weeks","London","5,275","11.2%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","London","2,050","9.5%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","London","770","9.6%",""
"Nov-2013","Other","over 52 and up to 78 weeks","London","1,020","10.1%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","London","1,465","8.4%",""
"Nov-2013","All","over 78 and up to 104 weeks","London","8,325","4.8%",""
"Nov-2013","White","over 78 and up to 104 weeks","London","3,305","4.7%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","London","4,300","5.0%",""
"Nov-2013","White British","over 78 and up to 104 weeks","London","2,575","4.8%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","London","730","4.2%",""
"Nov-2013","Black","over 78 and up to 104 weeks","London","2,465","5.3%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","London","995","4.6%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","London","370","4.6%",""
"Nov-2013","Other","over 78 and up to 104 weeks","London","470","4.7%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","London","720","4.1%",""
"Nov-2013","All","over 104 weeks","London","30,715","17.5%",""
"Nov-2013","White","over 104 weeks","London","12,635","17.8%",""
"Nov-2013","Ethnic Minority","over 104 weeks","London","15,295","17.7%",""
"Nov-2013","White British","over 104 weeks","London","10,520","19.6%",""
"Nov-2013","White Other","over 104 weeks","London","2,115","12.1%",""
"Nov-2013","Black","over 104 weeks","London","9,385","20.0%",""
"Nov-2013","Asian","over 104 weeks","London","3,145","14.6%",""
"Nov-2013","Mixed","over 104 weeks","London","1,205","15.1%",""
"Nov-2013","Other","over 104 weeks","London","1,560","15.5%",""
"Nov-2013","Unreported","over 104 weeks","London","2,785","15.9%",""
"Nov-2013","All","All","North East","73,470","100.0%",""
"Nov-2013","White","All","North East","67,975","100.0%",""
"Nov-2013","Ethnic Minority","All","North East","2,900","100.0%",""
"Nov-2013","White British","All","North East","66,830","100.0%",""
"Nov-2013","White Other","All","North East","1,145","100.0%",""
"Nov-2013","Black","All","North East","590","100.0%",""
"Nov-2013","Asian","All","North East","1,115","100.0%",""
"Nov-2013","Mixed","All","North East","400","100.0%",""
"Nov-2013","Other","All","North East","790","100.0%",""
"Nov-2013","Unreported","All","North East","2,595","100.0%",""
"Nov-2013","All","13 weeks or less","North East","25,315","34.5%",""
"Nov-2013","White","13 weeks or less","North East","23,525","34.6%",""
"Nov-2013","Ethnic Minority","13 weeks or less","North East","1,040","35.9%",""
"Nov-2013","White British","13 weeks or less","North East","23,050","34.5%",""
"Nov-2013","White Other","13 weeks or less","North East","475","41.5%",""
"Nov-2013","Black","13 weeks or less","North East","195","33.1%",""
"Nov-2013","Asian","13 weeks or less","North East","415","37.2%",""
"Nov-2013","Mixed","13 weeks or less","North East","140","35.0%",""
"Nov-2013","Other","13 weeks or less","North East","290","36.7%",""
"Nov-2013","Unreported","13 weeks or less","North East","750","28.9%",""
"Nov-2013","All","over 13 and up to 26 weeks","North East","10,700","14.6%",""
"Nov-2013","White","over 13 and up to 26 weeks","North East","9,815","14.4%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","North East","520","17.9%",""
"Nov-2013","White British","over 13 and up to 26 weeks","North East","9,635","14.4%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","North East","175","15.3%",""
"Nov-2013","Black","over 13 and up to 26 weeks","North East","125","21.2%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","North East","180","16.1%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","North East","75","18.8%",""
"Nov-2013","Other","over 13 and up to 26 weeks","North East","140","17.7%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","North East","370","14.3%",""
