"Title","Reading attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2017-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","Value","Value_Type","Lower_CI","Upper_CI","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","23","%","","","55"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","26","%","","","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","22","%","","","67"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","30","%","","","66"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","11","%","","","34"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","7","%","","","10"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","15","%","","","9"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","22","%","","","72"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","19","%","","","57"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","25","%","","","53"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","17","%","","","42"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","13","%","","","18"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","21","%","","","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","19","%","","","28"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","15","%","","","8"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","23","%","","","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","13","%","","","65"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","8","%","","","45"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","18","%","","","44"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","15","%","","","52"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","11","%","","","30"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","19","%","","","27"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","30","%","","","26"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","26","%","","","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","33","%","","","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","24","%","","","38"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","19","%","","","13"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","28","%","","","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","29","%","","","64"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","25","%","","","43"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","32","%","","","41"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","22","%","","","46"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","17","%","","","20"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","27","%","","","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","18","%","","","69"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","13","%","","","50"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","25","%","","","48"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","25","%","","","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","20","%","","","61"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","29","%","","","60"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","22","%","","","51"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","18","%","","","29"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","26","%","","","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","23","%","","","47"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","19","%","","","24"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","27","%","","","21"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","31","%","","","17"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","27","%","","","70"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","34","%","","","68"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","5","%","","","49"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","4","%","","","31"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","6","%","","","23"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","2","%","","","22"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1","%","","","3"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","3","%","","","71"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","12","%","","","39"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","9","%","","","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","15","%","","","12"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","13","%","","","2"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","9","%","","","59"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","17","%","","","56"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","10","%","","","54"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","7","%","","","33"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","13","%","","","32"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","72","%","","","599737"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","68","%","","","306348"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","75","%","","","293389"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","69","%","","","65291"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","66","%","","","33470"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","72","%","","","31821"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","71","%","","","10719"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","67","%","","","5464"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","74","%","","","5255"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","76","%","","","17146"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","73","%","","","8792"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","79","%","","","8354"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","63","%","","","26842"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","60","%","","","13722"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","66","%","","","13120"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","73","%","","","10584"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","70","%","","","5492"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","76","%","","","5092"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","69","%","","","35699"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","65","%","","","18102"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","74","%","","","17597"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","71","%","","","23612"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","67","%","","","11907"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","75","%","","","11705"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","66","%","","","7328"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","61","%","","","3755"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","72","%","","","3573"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","67","%","","","4759"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","62","%","","","2440"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","72","%","","","2319"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","80","%","","","2288"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","76","%","","","1149"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","84","%","","","1139"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","74","%","","","33043"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","70","%","","","16679"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","78","%","","","16364"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","78","%","","","7645"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","75","%","","","3986"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","83","%","","","3659"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","73","%","","","4315"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","69","%","","","2135"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","78","%","","","2180"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","69","%","","","8994"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","64","%","","","4451"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","74","%","","","4543"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","74","%","","","12089"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","71","%","","","6107"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","78","%","","","5982"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","72","%","","","447214"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","69","%","","","228530"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","76","%","","","218684"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","73","%","","","408607"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","70","%","","","208724"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","77","%","","","199883"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","79","%","","","1593"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","77","%","","","823"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","82","%","","","770"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","35","%","","","464"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","33","%","","","242"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","37","%","","","222"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","26","%","","","2179"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","23","%","","","1083"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","30","%","","","1096"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","63","%","","","34371"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","61","%","","","17658"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","66","%","","","16713"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","63","%","","","10889"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","60","%","","","5694"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","67","%","","","5195"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","60","%","","","5313"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","57","%","","","2724"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","63","%","","","2589"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","19","%","","","586177"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","16","%","","","299318"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","22","%","","","286859"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","16","%","","","62121"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","14","%","","","31791"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","18","%","","","30330"
