"Title","Employment and Support Allowance: sanctions"
"Location","England, Wales and Scotland"
"Time period","February 2013 to November 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://stat-xplore.dwp.gov.uk/webapi/jsf/login.xhtml"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-05"
"Date","Date type","Region","Region type","Age","Age type","Ethnicity","Ethnicity type","Numerator","Numerator type","Denominator","Denominator type","Rate","Rate type","Suppression","Suppression type"
"May 2013","Month","All","Great Britain","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","25","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,666","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","All ages","Age range of individuals sanctioned","Other","ONS 5+2","38","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","6,881","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","111","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","54,531","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","All ages","Age range of individuals sanctioned","White","ONS 2+1","1,374","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","450,324","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","All ages","Age range of individuals sanctioned","White British","ONS 5+2","1,333","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","438,259","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","40","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","12,063","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","All","All","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","339","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","168","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","White","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","161","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","White British","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","157","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","All","Great Britain","Under 18","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","All","All","114","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","38,405","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,524","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","498","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","13","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,527","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","290","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","212","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","12","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,396","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","92","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","32,488","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","87","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","31,895","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East Midlands","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","589","Number of ESA claimants matching geographic, ethnicity and age status ","0.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","All","All","173","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","39,615","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","7","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","908","Number of ESA claimants matching geographic, ethnicity and age status ","0.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","470","Number of ESA claimants matching geographic, ethnicity and age status ","1.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","14","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,930","Number of ESA claimants matching geographic, ethnicity and age status ","0.7","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","305","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","256","Number of ESA claimants matching geographic, ethnicity and age status ","2.0","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","18","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,456","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","138","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","33,224","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","133","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","32,260","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","East of England","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","9","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","962","Number of ESA claimants matching geographic, ethnicity and age status ","0.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","All","All","278","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","55,935","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","16","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5,535","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","42","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","7,378","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","90","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","18,682","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","12","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,515","Number of ESA claimants matching geographic, ethnicity and age status ","0.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","20","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,259","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","26","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","6,953","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","162","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","30,303","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","140","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","25,067","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","London","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","24","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5,236","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","All","All","44","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","28,816","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","245","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","44","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","462","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","57","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","122","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,844","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","48","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","25,508","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","48","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","25,338","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North East","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","174","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","All","All","334","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","86,162","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","12","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,658","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","772","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","22","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,548","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","619","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","7","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","498","Number of ESA claimants matching geographic, ethnicity and age status ","1.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","13","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","7,780","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","299","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","73,832","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","295","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","72,727","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","North West","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,103","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","All","All","156","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","67,586","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","469","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","78","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","777","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","77","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","153","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","10","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5,615","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","144","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","61,193","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","146","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","60,567","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","619","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","All","All","101","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","53,021","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,231","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","548","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","8","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,558","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
