"Title","Economic inactivity"
"Location","England, Wales and Scotland"
"Time period","2004 to 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk/home/release_group.asp?g=16"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-21"
"measure","year","region","ethnicity","ethnicity_type","sex","age_band","value","confidence_interval","numerator","denominator","samp_size"
"Percentage of individuals employed","2009","All","White British","Detailed","All","All (16-64)","22.2","0.6","7070000","31893000","40296"
"Percentage of individuals employed","2009","All","White British","Detailed","Men","16-24","29.3","2.2","822000","2811000","4131"
"Percentage of individuals employed","2009","All","White British","Detailed","Men","25-49","7.2","1.4","584000","8169000","3084"
"Percentage of individuals employed","2009","All","White British","Detailed","Men","50-64","24.2","1.6","1164000","4801000","7317"
"Percentage of individuals employed","2009","All","White British","Detailed","Men","All (16-64)","16.3","0.9","2571000","15781000","14532"
"Percentage of individuals employed","2009","All","White British","Detailed","Women","16-24","34.5","2.1","970000","2814000","4717"
"Percentage of individuals employed","2009","All","White British","Detailed","Women","25-49","19.0","1.3","1586000","8362000","8698"
"Percentage of individuals employed","2009","All","White British","Detailed","Women","50-64","39.4","1.4","1943000","4937000","12349"
"Percentage of individuals employed","2009","All","White British","Detailed","Women","All (16-64)","27.9","0.9","4499000","16112000","25764"
"Percentage of individuals employed","2009","All","White Other","Detailed","All","16-24","35.1","6","137000","390000","609"
"Percentage of individuals employed","2009","All","White Other","Detailed","All","25-49","14.1","3.3","222000","1569000","1051"
"Percentage of individuals employed","2009","All","White Other","Detailed","All","50-64","30.8","4.7","153000","496000","937"
"Percentage of individuals employed","2009","All","White Other","Detailed","All","All (16-64)","20.8","2.5","511000","2454000","2597"
"Percentage of individuals employed","2009","All","White Other","Detailed","Men","16-24","35.1","8.6","65000","186000","292"
"Percentage of individuals employed","2009","All","White Other","Detailed","Men","25-49","6.3","5","50000","795000","226"
"Percentage of individuals employed","2009","All","White Other","Detailed","Men","50-64","23.7","7","58000","244000","353"
"Percentage of individuals employed","2009","All","White Other","Detailed","Men","All (16-64)","14.2","3.7","174000","1225000","871"
"Percentage of individuals employed","2009","All","White Other","Detailed","Women","16-24","35.0","8.3","71000","204000","317"
"Percentage of individuals employed","2009","All","White Other","Detailed","Women","25-49","22.1","4.5","171000","774000","825"
"Percentage of individuals employed","2009","All","White Other","Detailed","Women","50-64","37.7","6.2","95000","252000","584"
"Percentage of individuals employed","2009","All","White Other","Detailed","Women","All (16-64)","27.5","3.3","338000","1230000","1726"
"Percentage of individuals employed","2009","East Midlands","All","All","All","16-24","33.8","3.6","177000","524000","671"
"Percentage of individuals employed","2009","East Midlands","All","All","All","25-49","13.1","2.3","197000","1505000","798"
"Percentage of individuals employed","2009","East Midlands","All","All","All","50-64","30.8","2.8","258000","838000","1033"
"Percentage of individuals employed","2009","East Midlands","All","All","All","All (16-64)","22.1","1.6","633000","2867000","2502"
"Percentage of individuals employed","2009","East Midlands","All","All","Men","16-24","30.4","5.1","80000","262000","307"
"Percentage of individuals employed","2009","East Midlands","All","All","Men","25-49","6.8","3.5","51000","745000","194"
"Percentage of individuals employed","2009","East Midlands","All","All","Men","50-64","23.0","4.2","96000","417000","378"
"Percentage of individuals employed","2009","East Midlands","All","All","Men","All (16-64)","15.9","2.4","226000","1424000","879"
"Percentage of individuals employed","2009","East Midlands","All","All","Women","16-24","37.2","5","97000","261000","364"
"Percentage of individuals employed","2009","East Midlands","All","All","Women","25-49","19.3","3.1","147000","760000","604"
"Percentage of individuals employed","2009","East Midlands","All","All","Women","50-64","38.6","3.7","163000","421000","655"
"Percentage of individuals employed","2009","East Midlands","All","All","Women","All (16-64)","28.2","2.2","407000","1443000","1623"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","All","25-49","19.4","11.5","21000","108000","114"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","All","All (16-64)","29.3","8.7","51000","174000","262"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Asian","ONS 2011 5+1","Women","All (16-64)","39.4","11.4","34000","85000","176"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Black","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","All","All (16-64)","25.8","11.2","29000","112000","147"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Indian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Mixed","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other Asian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","All","16-24","54.1","12.6","35000","64000","151"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","All","25-49","20.3","9.3","34000","168000","181"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","All","50-64","35.1","16.5","15000","42000","80"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","All","All (16-64)","30.5","7","84000","274000","412"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Men","16-24","50.8","18.5","16000","32000","70"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Men","25-49","10.5","14.3","9000","82000","44"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Men","50-64","28.7","24","6000","22000","34"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Men","All (16-64)","22.8","10.7","31000","136000","148"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Women","16-24","57.3","17","19000","32000","81"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Women","25-49","29.8","12.1","26000","86000","137"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Women","50-64","42.1","22.5","8000","20000","46"
"Percentage of individuals employed","2009","East Midlands","Other than White","White and Other","Women","All (16-64)","38.0","9.3","52000","138000","264"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Pakistani/Bangladeshi","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Unknown","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Unknown","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Unknown","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","Unknown","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","All","16-24","31.0","6.3","142000","459000","519"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","All","25-49","12.2","4.1","163000","1336000","617"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","All","50-64","30.6","4.6","244000","796000","953"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","All","All (16-64)","21.2","2.8","549000","2592000","2089"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Men","16-24","27.5","9","63000","230000","236"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Men","25-49","6.3","6.2","42000","662000","150"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Men","50-64","22.7","7","89000","395000","344"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Men","All (16-64)","15.1","4.1","195000","1287000","730"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Women","16-24","34.4","8.7","79000","229000","283"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Women","25-49","17.9","5.5","121000","674000","467"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Women","50-64","38.5","6.1","154000","401000","609"
"Percentage of individuals employed","2009","East Midlands","White","ONS 2011 5+1","Women","All (16-64)","27.1","3.7","354000","1304000","1359"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","All","16-24","31.0","6.4","137000","441000","496"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","All","25-49","12.3","4.2","155000","1265000","582"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","All","50-64","30.7","4.7","233000","760000","914"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","All","All (16-64)","21.3","2.8","525000","2466000","1992"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Men","16-24","27.5","9.2","61000","220000","225"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Men","25-49","6.4","6.4","40000","627000","140"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Men","50-64","22.6","7.1","85000","378000","330"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Men","All (16-64)","15.2","4.2","186000","1225000","695"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Women","16-24","34.4","8.9","76000","221000","271"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Women","25-49","18.1","5.7","115000","638000","442"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Women","50-64","38.6","6.2","148000","382000","584"
"Percentage of individuals employed","2009","East Midlands","White British","Detailed","Women","All (16-64)","27.3","3.8","339000","1241000","1297"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East Midlands","White Other","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","All","All","All","16-24","30.2","3.5","185000","611000","668"
"Percentage of individuals employed","2009","East of England","All","All","All","25-49","13.0","2.2","255000","1954000","940"
"Percentage of individuals employed","2009","East of England","All","All","All","50-64","29.1","2.5","311000","1067000","1267"
"Percentage of individuals employed","2009","East of England","All","All","All","All (16-64)","20.7","1.5","750000","3632000","2875"
"Percentage of individuals employed","2009","East of England","All","All","Men","16-24","29.2","4.9","90000","308000","329"
"Percentage of individuals employed","2009","East of England","All","All","Men","25-49","5.3","3.3","51000","967000","174"
"Percentage of individuals employed","2009","East of England","All","All","Men","50-64","20.1","3.8","106000","525000","438"
"Percentage of individuals employed","2009","East of England","All","All","Men","All (16-64)","13.7","2.2","247000","1800000","941"
"Percentage of individuals employed","2009","East of England","All","All","Women","16-24","31.2","4.9","95000","303000","339"
"Percentage of individuals employed","2009","East of England","All","All","Women","25-49","20.6","2.9","203000","986000","766"
"Percentage of individuals employed","2009","East of England","All","All","Women","50-64","37.9","3.3","205000","542000","829"
"Percentage of individuals employed","2009","East of England","All","All","Women","All (16-64)","27.5","2","503000","1832000","1934"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","All","25-49","21.9","12.1","22000","101000","112"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","All","All (16-64)","30.1","9.3","45000","149000","231"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Asian","ONS 2011 5+1","Women","All (16-64)","41.8","11.9","31000","74000","164"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Black","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Indian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Mixed","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other Asian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","All","16-24","53.4","13.4","29000","53000","133"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","All","25-49","19.4","9.1","37000","193000","183"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","All","50-64","31.7","16.9","13000","43000","73"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","All","All (16-64)","27.5","7","79000","289000","389"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Men","16-24","48.0","20","14000","29000","60"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Men","25-49","7.4","14.5","7000","95000","31"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Men","All (16-64)","17.8","11","26000","144000","117"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Women","16-24","59.6","17.8","15000","25000","73"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Women","25-49","31.0","11.6","30000","98000","152"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Women","50-64","39.4","22.1","8000","22000","47"
"Percentage of individuals employed","2009","East of England","Other than White","White and Other","Women","All (16-64)","37.2","9.1","54000","145000","272"
