"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cumbria","Police Force Area","0","0","579","0","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Derbyshire","Police Force Area","3","3","10,090","29.73","2%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","1","1","4,106","24.35","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dorset","Police Force Area","0","0","3,208","0","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Durham","Police Force Area","0","0","1,058","0","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","1","1","856","116.82","1%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Essex","Police Force Area","3","3","34,679","8.65","1%","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","0","0","5,150","0","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","13","13","74,097","17.5","2%","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gwent","Police Force Area","1","1","3,185","31.4","1%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","0","0","17,445","0","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","2","2","31,401","6.37","1%","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Humberside","Police Force Area","2","2","4,499","44.45","1%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Kent","Police Force Area","1","1","22,879","4.37","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","0","0","5,377","0","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","1","1","24,623","4.06","0%","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","2","2","2,561","78.09","1%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","London, City of","Police Force Area","1","1","N/A","N/A","2%","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","3","3","14,552","20.62","1%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","429","436","1,088,447","39.39","11%","13%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","0","0","4,609","0","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Wales","Police Force Area","0","0","1,497","0","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","1","1","3,618","27.64","1%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","1","1","16,923","5.91","1%","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","2","2","9,006","22.21","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","3","3","27,287","10.99","1%","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Wales","Police Force Area","0","0","12,738","0","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","3","3","25,752","11.65","1%","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","1","1","8,551","11.69","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","0","0","6,854","0","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Surrey","Police Force Area","1","1","12,430","8.05","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Sussex","Police Force Area","1","1","14,246","7.02","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","4","4","69,013","5.8","1%","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","2","2","4,443","45.01","1%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","1","1","5,062","19.76","0%","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","13","13","164,069","7.92","2%","6%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","4","4","46,476","8.61","1%","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","0","0","6,089","0","0%","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","All - including BTP","Police Force Area","1,225","1,239","1,864,890","65.69","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Avon & Somerset","Police Force Area","15","16","30,923","49.64","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Bedfordshire","Police Force Area","11","11","29,725","37.01","N/A","5%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","British Transport Police","Police Force Area","49","49","N/A","N/A","N/A","N/A"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cambridgeshire","Police Force Area","2","2","10,174","17.69","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cheshire","Police Force Area","2","2","3,264","61.27","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cumbria","Police Force Area","2","2","579","345.42","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Derbyshire","Police Force Area","5","5","10,090","47.08","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Devon & Cornwall","Police Force Area","5","5","4,106","118.85","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dorset","Police Force Area","1","1","3,208","31.17","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Durham","Police Force Area","1","1","1,058","94.52","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dyfed-Powys","Police Force Area","1","1","856","116.82","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Essex","Police Force Area","9","9","34,679","25.95","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gloucestershire","Police Force Area","3","3","5,150","58.25","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Greater Manchester","Police Force Area","45","46","74,097","61.34","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gwent","Police Force Area","5","6","3,185","156.99","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hampshire","Police Force Area","7","7","17,445","40.13","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hertfordshire","Police Force Area","11","11","31,401","34.55","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Humberside","Police Force Area","4","4","4,499","88.91","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Kent","Police Force Area","9","9","22,879","39.34","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lancashire","Police Force Area","0","0","5,377","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Leicestershire","Police Force Area","20","20","24,623","81.06","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lincolnshire","Police Force Area","4","4","2,561","140.57","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","London, City of","Police Force Area","8","9","N/A","N/A","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Merseyside","Police Force Area","16","16","14,552","108.71","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Metropolitan Police","Police Force Area","742","747","1,088,447","68.14","N/A","13%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Norfolk","Police Force Area","1","1","4,609","21.7","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Wales","Police Force Area","1","1","1,497","66.8","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Yorkshire","Police Force Area","0","0","3,618","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northamptonshire","Police Force Area","15","16","16,923","90.11","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northumbria","Police Force Area","5","5","9,006","55.52","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Nottinghamshire","Police Force Area","17","17","27,287","62.3","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Wales","Police Force Area","6","6","12,738","47.1","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Yorkshire","Police Force Area","15","15","25,752","57.28","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Staffordshire","Police Force Area","7","7","8,551","77.18","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Suffolk","Police Force Area","5","5","6,854","72.95","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Surrey","Police Force Area","10","10","12,430","77.88","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Sussex","Police Force Area","7","7","14,246","49.14","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Thames Valley","Police Force Area","27","27","69,013","38.83","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Warwickshire","Police Force Area","2","2","4,443","45.01","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Mercia","Police Force Area","5","5","5,062","98.78","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Midlands","Police Force Area","92","94","164,069","56.12","N/A","6%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Yorkshire","Police Force Area","32","32","46,476","68.31","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Constable","Detailed rank data","Wiltshire","Police Force Area","3","3","6,089","49.27","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","All - including BTP","Police Force Area","93","94","1,864,890","4.96","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","30,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Bedfordshire","Police Force Area","0","0","29,725","0","N/A","5%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","10,174","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cheshire","Police Force Area","0","0","3,264","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cumbria","Police Force Area","0","0","579","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Derbyshire","Police Force Area","0","0","10,090","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","4,106","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Dorset","Police Force Area","0","0","3,208","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Durham","Police Force Area","0","0","1,058","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","856","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Essex","Police Force Area","0","0","34,679","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Gloucestershire","Police Force Area","0","0","5,150","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Greater Manchester","Police Force Area","1","1","74,097","1.35","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Gwent","Police Force Area","0","0","3,185","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Hampshire","Police Force Area","0","0","17,445","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Hertfordshire","Police Force Area","0","0","31,401","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Humberside","Police Force Area","0","0","4,499","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Kent","Police Force Area","1","1","22,879","4.37","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Lancashire","Police Force Area","0","0","5,377","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Leicestershire","Police Force Area","1","1","24,623","4.06","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Lincolnshire","Police Force Area","0","0","2,561","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Merseyside","Police Force Area","0","0","14,552","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Metropolitan Police","Police Force Area","85","85","1,088,447","7.77","N/A","13%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Norfolk","Police Force Area","0","0","4,609","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","North Wales","Police Force Area","0","0","1,497","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","North Yorkshire","Police Force Area","0","0","3,618","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Northamptonshire","Police Force Area","0","0","16,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Northumbria","Police Force Area","0","0","9,006","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Nottinghamshire","Police Force Area","3","3","27,287","10.99","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","South Wales","Police Force Area","0","0","12,738","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","South Yorkshire","Police Force Area","0","0","25,752","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Staffordshire","Police Force Area","0","0","8,551","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Suffolk","Police Force Area","0","0","6,854","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Surrey","Police Force Area","1","1","12,430","8.05","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Sussex","Police Force Area","0","0","14,246","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Thames Valley","Police Force Area","0","0","69,013","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Warwickshire","Police Force Area","0","0","4,443","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","West Mercia","Police Force Area","0","0","5,062","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","West Midlands","Police Force Area","0","0","164,069","0","N/A","6%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","West Yorkshire","Police Force Area","0","0","46,476","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Wiltshire","Police Force Area","1","2","6,089","16.92","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","All - including BTP","Police Force Area","1","1","1,864,890","0.05","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","30,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Bedfordshire","Police Force Area","0","0","29,725","0","N/A","5%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","10,174","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cheshire","Police Force Area","0","0","3,264","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cumbria","Police Force Area","0","0","579","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Derbyshire","Police Force Area","0","0","10,090","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","4,106","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Dorset","Police Force Area","0","0","3,208","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Durham","Police Force Area","0","0","1,058","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","856","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Essex","Police Force Area","0","0","34,679","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Gloucestershire","Police Force Area","0","0","5,150","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Greater Manchester","Police Force Area","0","0","74,097","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Gwent","Police Force Area","0","0","3,185","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Hampshire","Police Force Area","0","0","17,445","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Hertfordshire","Police Force Area","0","0","31,401","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Humberside","Police Force Area","0","0","4,499","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Kent","Police Force Area","0","0","22,879","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Lancashire","Police Force Area","0","0","5,377","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Leicestershire","Police Force Area","0","0","24,623","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Lincolnshire","Police Force Area","0","0","2,561","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Merseyside","Police Force Area","0","0","14,552","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Metropolitan Police","Police Force Area","0","0","1,088,447","0","N/A","13%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Norfolk","Police Force Area","0","0","4,609","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","North Wales","Police Force Area","0","0","1,497","0","N/A","0%"
