"Title","New social housing lettings by ethnicity and local authority"
"Location","England"
"Time period","2015/16"
"Data source","Social housing lettings statistics https://www.gov.uk/government/collections/rents-lettings-and-tenancies"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Income","Geography_code","Geography_name","Geography_type","Age","Value","Numerator","Population estimate"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000019","Herefordshire, County of","Local Authority","All","1.3","12","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000020","Telford and Wrekin","Local Authority","All","5","70","7.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000021","Stoke-on-Trent","Local Authority","All","13.8","483","12.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000022","Bath and North East Somerset","Local Authority","All","5.4","57","5.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000023","Bristol, City of","Local Authority","All","23.4","877","17.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000024","North Somerset","Local Authority","All","4.9","48","2.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000025","South Gloucestershire","Local Authority","All","7.7","81","5.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000026","Plymouth","Local Authority","All","5.5","111","4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000027","Torbay","Local Authority","All","2.5","19","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000028","Bournemouth","Local Authority","All","7.8","66","8.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000029","Poole","Local Authority","All","2.4","11","4.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000030","Swindon","Local Authority","All","10.8","176","10.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000031","Peterborough","Local Authority","All","15","236","18.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000032","Luton","Local Authority","All","42.2","490","47.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000033","Southend-on-Sea","Local Authority","All","8","64","8.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000034","Thurrock","Local Authority","All","13.1","126","15.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000035","Medway","Local Authority","All","8.6","120","10.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000036","Bracknell Forest","Local Authority","All","7.5","42","9.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000037","West Berkshire","Local Authority","All","5.2","44","5.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000038","Reading","Local Authority","All","28.1","218","26.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000039","Slough","Local Authority","All","48.6","364","55.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000040","Windsor and Maidenhead","Local Authority","All","15.2","73","14.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000041","Wokingham","Local Authority","All","15.5","44","12.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000042","Milton Keynes","Local Authority","All","25.4","320","21.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000043","Brighton and Hove","Local Authority","All","11.3","155","11.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000044","Portsmouth","Local Authority","All","10.1","151","12.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000045","Southampton","Local Authority","All","11.8","263","14.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000046","Isle of Wight","Local Authority","All","0.7","5","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000047","County Durham","Local Authority","All","1.1","60","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000049","Cheshire East","Local Authority","All","3.7","93","3.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000050","Cheshire West and Chester","Local Authority","All","2","48","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000051","Shropshire","Local Authority","All","2.3","44","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000052","Cornwall","Local Authority","All","1.7","49","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000053","Isles of Scilly","Local Authority","All","0","0","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000054","Wiltshire","Local Authority","All","6.1","152","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000055","Bedford","Local Authority","All","25.3","292","20.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000056","Central Bedfordshire","Local Authority","All","8.9","100","6.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000057","Northumberland","Local Authority","All","1.3","38","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000004","Aylesbury Vale","Local Authority","All","19.1","209","11.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000005","Chiltern","Local Authority","All","17.7","53","9.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000006","South Buckinghamshire","Local Authority","All","8.9","13","16.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000007","Wycombe","Local Authority","All","22.3","152","19.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000008","Cambridge","Local Authority","All","18.8","187","18.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000009","East Cambridgeshire","Local Authority","All","5.8","31","4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000010","Fenland","Local Authority","All","3.8","21","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000011","Huntingdonshire","Local Authority","All","6.4","50","5.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000012","South Cambridgeshire","Local Authority","All","6.2","38","7.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000026","Allerdale","Local Authority","All","0.7","7","1.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000027","Barrow-in-Furness","Local Authority","All","2","8","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000028","Carlisle","Local Authority","All","1.8","16","2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000029","Copeland","Local Authority","All","0.5","3","1.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000030","Eden","Local Authority","All","0.8","3","1.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000031","South Lakeland","Local Authority","All","2.1","11","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000032","Amber Valley","Local Authority","All","2.6","23","2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000033","Bolsover","Local Authority","All","2.4","14","2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000034","Chesterfield","Local Authority","All","2.3","28","3.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000035","Derbyshire Dales","Local Authority","All","1.9","7","1.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000036","Erewash","Local Authority","All","4","27","3.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000037","High Peak","Local Authority","All","1.7","8","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000038","North East Derbyshire","Local Authority","All","1.8","14","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000039","South Derbyshire","Local Authority","All","4.5","22","4.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000040","East Devon","Local Authority","All","0.9","5","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000041","Exeter","Local Authority","All","4.7","42","7.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000042","Mid Devon","Local Authority","All","0.9","3","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000043","North Devon","Local Authority","All","1.4","6","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000044","South Hampshire","Local Authority","All","1.1","3","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000045","Teignbridge","Local Authority","All","0.8","4","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000046","Torridge","Local Authority","All","2.4","6","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000047","West Devon","Local Authority","All","2.1","4","1.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000048","Christchurch","Local Authority","All","2.9","4","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000049","East Dorset","Local Authority","All","2.4","6","2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000050","North Dorset","Local Authority","All","2.8","10","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000051","Purbeck","Local Authority","All","!","!","1.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000052","West Dorset","Local Authority","All","2.1","12","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000053","Weymouth and Portland","Local Authority","All","1.5","4","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000061","Eastbourne","Local Authority","All","3.8","17","6.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000062","Hastings","Local Authority","All","5.2","32","6.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000063","Lewes","Local Authority","All","3.1","10","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000064","Rother","Local Authority","All","3.2","9","3.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000065","Wealden","Local Authority","All","2.8","14","2.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000066","Basildon","Local Authority","All","5.9","67","7.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000067","Braintree","Local Authority","All","3.4","27","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000068","Brentwood","Local Authority","All","7.2","18","6.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000069","Castle Point","Local Authority","All","2.2","3","3.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000070","Chelmsford","Local Authority","All","7.2","47","6.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000071","Colchester","Local Authority","All","8.7","90","8.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000072","Epping Forest","Local Authority","All","11.1","49","10"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000073","Harlow","Local Authority","All","10.3","76","11.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000074","Maldon","Local Authority","All","1.6","4","2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000075","Rochford","Local Authority","All","!","!","3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000076","Tendring","Local Authority","All","2.6","11","2.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000077","Uttlesford","Local Authority","All","5","18","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000078","Cheltenham","Local Authority","All","4.5","33","6.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000079","Cotswold","Local Authority","All","2.8","13","2.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000080","Forest of Dean","Local Authority","All","1","5","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000081","Gloucester","Local Authority","All","11.8","116","11.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000082","Stroud","Local Authority","All","3.5","20","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000083","Tewkesbury","Local Authority","All","4.9","23","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000084","Basingstoke and Deane","Local Authority","All","5.2","49","7.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000085","East Hampshire","Local Authority","All","5.4","25","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000086","Eastleigh","Local Authority","All","4.5","18","5.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000087","Fareham","Local Authority","All","2.6","14","3.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000088","Gosport","Local Authority","All","2.8","16","3.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000089","Hart","Local Authority","All","3.7","13","5.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000090","Havant","Local Authority","All","3.1","22","3.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000091","New Forest","Local Authority","All","1.2","5","2.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000092","Rushmoor","Local Authority","All","10.6","40","15.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000093","Test Valley","Local Authority","All","5.2","36","4.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000094","Winchester","Local Authority","All","4.1","28","4.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000095","Broxbourne","Local Authority","All","13.2","54","10.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000096","Dacorum","Local Authority","All","9.6","94","9.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000098","Hertsmere","Local Authority","All","15.7","87","15.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000099","North Hertfordshire","Local Authority","All","11.6","78","11"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000102","Three Rivers","Local Authority","All","9.1","29","14.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000103","Watford","Local Authority","All","22.9","126","29.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000105","Ashford","Local Authority","All","6.6","45","6.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000106","Canterbury","Local Authority","All","5.5","39","7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000107","Dartford","Local Authority","All","11.5","44","13.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000108","Dover","Local Authority","All","2.5","15","3.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000109","Gravesham","Local Authority","All","12.4","51","18.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000110","Maidstone","Local Authority","All","10.2","91","6.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000111","Sevenoaks","Local Authority","All","4.6","21","4.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000112","Shepway","Local Authority","All","6.1","29","5.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000113","Swale","Local Authority","All","3.6","20","3.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000114","Thanet","Local Authority","All","5.9","37","4.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000115","Tonbridge and Malling","Local Authority","All","2.5","15","4.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000116","Tunbridge Wells","Local Authority","All","6.1","46","5.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000117","Burnley","Local Authority","All","8.7","89","13.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000118","Chorley","Local Authority","All","2.7","22","3.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000119","Fylde","Local Authority","All","1.5","4","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000120","Hyndburn","Local Authority","All","3","20","13.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000121","Lancaster","Local Authority","All","1.9","20","4.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000122","Pendle","Local Authority","All","6.7","42","21.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000123","Preston","Local Authority","All","7.8","113","20.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000124","Ribble Valley","Local Authority","All","1.1","3","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000125","Rossendale","Local Authority","All","1.9","10","6.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000126","South Ribble","Local Authority","All","2.5","17","3.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000127","West Lancashire","Local Authority","All","1.5","14","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000128","Wyre","Local Authority","All","3.1","14","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000129","Blaby","Local Authority","All","5.7","24","9.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000130","Charnwood","Local Authority","All","9.5","87","13.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000131","Harborough","Local Authority","All","4.2","14","5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000132","Hinckley and Bosworth","Local Authority","All","3.3","15","3.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000133","Melton","Local Authority","All","2","6","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000134","North West Leicestershire","Local Authority","All","2.7","19","2.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000135","Oadby and Wigston","Local Authority","All","7.4","9","28.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000136","Boston","Local Authority","All","2","9","3.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000137","East Lindsey","Local Authority","All","1.3","13","1.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000138","Lincoln","Local Authority","All","2.4","29","4.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000139","North Kesteven","Local Authority","All","1.1","4","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000140","South Holland","Local Authority","All","1.4","6","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000141","South Kesteven","Local Authority","All","3","24","2.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000142","West Lindsey","Local Authority","All","1.7","10","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000143","Breckland","Local Authority","All","3.7","24","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000144","Broadland","Local Authority","All","4.2","16","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000145","Great Yarmouth","Local Authority","All","3.4","21","3.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000146","King's Lynn and West Norfolk","Local Authority","All","2.1","19","3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000147","North Norfolk","Local Authority","All","1.6","6","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000148","Norwich","Local Authority","All","9.5","155","9.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000149","South Norfolk","Local Authority","All","2","11","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000150","Corby","Local Authority","All","4","24","4.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000151","Daventry","Local Authority","All","4.1","16","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000152","East Northamptonshire","Local Authority","All","3.3","16","3.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000153","Kettering","Local Authority","All","6","39","6.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000154","Northampton","Local Authority","All","18.7","283","16.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000155","South Northamptonshire","Local Authority","All","3.1","9","3.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000156","Wellingborough","Local Authority","All","15.1","72","13.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000163","Craven","Local Authority","All","1.7","5","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000164","Hambleton","Local Authority","All","1.6","9","1.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000165","Harrogate","Local Authority","All","3.8","26","3.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000166","Richmondshire","Local Authority","All","1.1","3","5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000167","Ryedale","Local Authority","All","1","3","1.4"
