"Title","Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","61","%","4337"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","59","%","5622"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","59","%","4978"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","59","%","2221"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","62","%","7652"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","62","%","6241"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","62","%","2579"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","63","%","1577"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","60","%","3076"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","60","%","2723"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","63","%","1742"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","60","%","1283"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","35","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","59","%","1335"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","59","%","5694"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","58","%","3904"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","65","%","2595"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","62","%","5886"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","60","%","1768"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","62","%","2765"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","58","%","4233"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","55","%","3696"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","63","%","9035"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","61","%","2099"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","57","%","5930"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","53","%","3658"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","56","%","2814"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","57","%","15074"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","60","%","3012"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","59","%","1850"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","61","%","1880"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","61","%","3387"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","59","%","1919"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","59","%","6017"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","58","%","2651"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","57","%","5255"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","61","%","3112"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","63","%","2984"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","60","%","5828"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","59","%","2664"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","57","%","7563"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","54","%","3500"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","56","%","8636"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","57","%","3775"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","80","%","109"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","79","%","369"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","54","%","1351"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","73","%","94"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","68","%","81"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","59","%","243"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","53","%","503"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","70","%","991"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","70","%","113"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","52","%","316"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","70","%","132"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicestershire","E10000018","66","%","551"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottingham","E06000018","61","%","546"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Rutland","E06000017","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derbyshire","E10000007","68","%","74"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derby","E06000015","55","%","570"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Northamptonshire","E10000021","55","%","392"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","64","%","1733"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Lincolnshire","E10000019","81","%","58"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottinghamshire","E10000024","62","%","246"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","64","%","1145"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","69","%","855"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","70","%","210"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","72","%","1005"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","76","%","1289"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","70","%","2010"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","77","%","183"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","74","%","388"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","71","%","951"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","63","%","1072"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Greenwich","E09000011","80","%","277"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","86","%","198"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hammersmith and Fulham","E09000013","72","%","76"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Camden","E09000007","66","%","334"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","75","%","318"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","70","%","225"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","86","%","340"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","62","%","273"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","72","%","167"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","73","%","479"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Southwark","E09000028","69","%","168"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Islington","E09000019","77","%","129"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","70","%","601"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Lambeth","E09000022","73","%","143"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","70","%","2067"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","71","%","31"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","70","%","169"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Barnet","E09000003","73","%","424"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","66","%","413"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","73","%","721"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","70","%","2009"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","79","%","226"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","58","%","212"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","68","%","22"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","66","%","67"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","61","%","126"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","79","%","47"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","66","%","41"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","60","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","75","%","52"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","72","%","39"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","74","%","27"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","65","%","378"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","64","%","113"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","79","%","28"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","64","%","845"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","86","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","56","%","1530"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","60","%","332"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","65","%","197"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","77","%","30"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","74","%","73"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","61","%","920"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","76","%","82"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","61","%","93"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","76","%","417"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","54","%","704"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","63","%","229"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","53","%","1160"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","74","%","50"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","59","%","1477"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","58","%","315"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","72","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","66","%","29"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","68","%","28"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","78","%","74"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","69","%","216"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","55","%","78"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","67","%","279"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","73","%","56"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","76","%","78"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","75","%","451"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","79","%","638"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","65","%","93"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","67","%","141"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","56","%","386"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","62","%","868"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","73","%","762"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","82","%","253"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","60","%","375"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","70","%","164"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","68","%","1021"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","78","%","419"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","69","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","63","%","311"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","69","%","55"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","62","%","351"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","52","%","23"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","74","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","78","%","83"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","68","%","272"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","69","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","56","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","81","%","74"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","77","%","57"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","28","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","69","%","65"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","100","%","20"
