"Title","Employment by occupation"
"Location","UK"
"Time period","2004 to 2017"
"Data source","Department for Business, Energy & Industrial Strategy"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Occupation","Occupation_Type","Value","Denominator","Numerator","Conf","Note"
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","29034800","1884500","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","19","29034800","5624500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","29034800","2376400","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","29034800","3178100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","662800","71200","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","11","662800","74900","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","17","662800","110200","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","662800","98300","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","5","662800","35900","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","5","662800","35300","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","22","662800","142400","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","662800","57600","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","662800","37000","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","748500","81500","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","748500","95100","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","5","748500","37600","1.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","748500","78300","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","748500","67700","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","8","748500","57300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","29","748500","216500","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","748500","75500","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","748500","38800","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","238200","23200","3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","19","238200","45200","4",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","11","238200","25000","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","238200","25300","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","7","238200","15600","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","3","238200","5900","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","24","238200","56600","4.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","12","238200","27500","3.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","238200","13900","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","805400","71100","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","11","805400","88400","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","805400","72200","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","805400","118500","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","805400","73100","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","805400","51700","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","25","805400","198500","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","805400","66800","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","805400","65000","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","475300","43100","2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","9","475300","44400","2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","475300","28200","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","475300","70700","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","475300","41500","2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","15","475300","68700","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","475300","69300","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","16","475300","74200","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","475300","35200","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","26087400","2938700","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","26087400","3638800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","26087400","2358800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","26087400","2833000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","26087400","2655400","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","26087400","1664900","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","19","26087400","4936800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","26087400","2074300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","26087400","2986800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","29271900","3229500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","29271900","4135500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","29271900","2657800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","29271900","3205800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","29271900","2964500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","29271900","1859500","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","29271900","5701400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","29271900","2404400","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","29271900","3113600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","687600","69800","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","687600","86300","2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","16","687600","109500","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","687600","101200","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","6","687600","38800","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","5","687600","35600","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","22","687600","149500","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","687600","56700","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","687600","40200","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","747300","81300","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","747300","88300","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","747300","41300","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","9","747300","65800","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","747300","73900","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","747300","44100","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","31","747300","229400","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","11","747300","81700","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","747300","41400","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","13","246700","31700","3.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","19","246700","46300","3.9",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","246700","22600","2.9",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","10","246700","23900","2.9",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","8","246700","18600","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","3","246700","7200","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","22","246700","54600","4.1",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","11","246700","27200","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","246700","14700","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","832100","70900","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","832100","103800","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","832100","72500","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","16","832100","129400","2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","832100","76400","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","832100","52300","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","23","832100","188100","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","832100","77800","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","832100","60900","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","499000","48500","2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","8","499000","39800","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","7","499000","36100","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","14","499000","71800","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","499000","48000","2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","16","499000","77300","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","14","499000","71600","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","13","499000","65100","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","499000","40900","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","26244600","2925500","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","26244600","3768000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","26244600","2374700","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","26244600","2812900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","26244600","2707200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","26244600","1642300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","19","26244600","5004200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","26244600","2094500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","26244600","2915300","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","29662400","3232200","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","29662400","4130700","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","29662400","2734800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","29662400","3216400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","29662400","3024700","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","29662400","1888800","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","29662400","5884600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","29662400","2363100","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","29662400","3187200","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","705400","62200","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","705400","82100","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","16","705400","111700","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","705400","105700","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","6","705400","42400","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","705400","40900","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","23","705400","162400","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","705400","58800","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","705400","39200","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","745500","71800","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","745500","85600","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","7","745500","51300","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","9","745500","68300","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","745500","70300","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","745500","41600","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","32","745500","238100","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","745500","74400","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","745500","44100","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","272300","29500","3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","17","272300","46800","3.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","10","272300","26900","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","272300","31000","3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","7","272300","18800","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","4","272300","9500","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","22","272300","59300","3.9",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","11","272300","30700","3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","272300","19800","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","8","824700","61600","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","824700","94700","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","10","824700","83800","1.6",""
