"Title","Socioeconomic status"
"Location","England and Wales"
"Time period","2011 to 2015"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-22"
"Measure","Ethnicity","NS-SEC","Geography","Sex","Value","Value_type","Source","Time period","Sample size"
"Ethnic group by NS-SEC and sex","Mixed - Other","Never worked or long-term unemployed","E&W","Women","28","%","APS","2013-2015","529"
"Ethnic group by NS-SEC and sex","Asian - Indian","Higher managerial, administrative, professional","E&W","Women","13","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Lower managerial, administrative, professional","E&W","Women","22","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Intermediate occupations","E&W","Women","14","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Small employers and own account workers","E&W","Women","3","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Lower supervisory and technical","E&W","Women","3","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Semi-routine occupations","E&W","Women","10","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Routine occupations","E&W","Women","4","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Indian","Never worked or long-term unemployed","E&W","Women","31","%","APS","2013-2015","4661"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Higher managerial, administrative, professional","E&W","Women","5","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Lower managerial, administrative, professional","E&W","Women","13","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Intermediate occupations","E&W","Women","12","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Small employers and own account workers","E&W","Women","3","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Lower supervisory and technical","E&W","Women","2","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Semi-routine occupations","E&W","Women","11","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Routine occupations","E&W","Women","4","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Pakistani","Never worked or long-term unemployed","E&W","Women","50","%","APS","2013-2015","3107"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Higher managerial, administrative, professional","E&W","Women","4","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Lower managerial, administrative, professional","E&W","Women","11","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Intermediate occupations","E&W","Women","15","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Small employers and own account workers","E&W","Women","3","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Lower supervisory and technical","E&W","Women","2","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Semi-routine occupations","E&W","Women","11","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Routine occupations","E&W","Women","3","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Bangladeshi","Never worked or long-term unemployed","E&W","Women","51","%","APS","2013-2015","1129"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Higher managerial, administrative, professional","E&W","Women","11","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Lower managerial, administrative, professional","E&W","Women","16","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Intermediate occupations","E&W","Women","9","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Small employers and own account workers","E&W","Women","3","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Lower supervisory and technical","E&W","Women","3","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Semi-routine occupations","E&W","Women","8","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Routine occupations","E&W","Women","3","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Chinese","Never worked or long-term unemployed","E&W","Women","47","%","APS","2013-2015","1027"
"Ethnic group by NS-SEC and sex","Asian - Other","Higher managerial, administrative, professional","E&W","Women","7","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Lower managerial, administrative, professional","E&W","Women","19","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Intermediate occupations","E&W","Women","11","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Small employers and own account workers","E&W","Women","5","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Lower supervisory and technical","E&W","Women","3","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Semi-routine occupations","E&W","Women","14","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Routine occupations","E&W","Women","7","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Asian - Other","Never worked or long-term unemployed","E&W","Women","35","%","APS","2013-2015","1988"
"Ethnic group by NS-SEC and sex","Black - African","Higher managerial, administrative, professional","E&W","Women","6","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Lower managerial, administrative, professional","E&W","Women","19","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Intermediate occupations","E&W","Women","9","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Small employers and own account workers","E&W","Women","3","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Lower supervisory and technical","E&W","Women","2","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Semi-routine occupations","E&W","Women","16","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Routine occupations","E&W","Women","8","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - African","Never worked or long-term unemployed","E&W","Women","36","%","APS","2013-2015","3027"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Higher managerial, administrative, professional","E&W","Women","6","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Lower managerial, administrative, professional","E&W","Women","21","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Intermediate occupations","E&W","Women","17","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Small employers and own account workers","E&W","Women","3","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Lower supervisory and technical","E&W","Women","3","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Semi-routine occupations","E&W","Women","15","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Routine occupations","E&W","Women","6","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Caribbean","Never worked or long-term unemployed","E&W","Women","30","%","APS","2013-2015","1891"
"Ethnic group by NS-SEC and sex","Black - Other","Higher managerial, administrative, professional","E&W","Women","8","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Lower managerial, administrative, professional","E&W","Women","26","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Intermediate occupations","E&W","Women","14","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Small employers and own account workers","E&W","Women","!","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Lower supervisory and technical","E&W","Women","!","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Semi-routine occupations","E&W","Women","14","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Routine occupations","E&W","Women","4","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Black - Other","Never worked or long-term unemployed","E&W","Women","33","%","APS","2013-2015","280"
"Ethnic group by NS-SEC and sex","Other - Arab","Higher managerial, administrative, professional","E&W","Women","8","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Lower managerial, administrative, professional","E&W","Women","10","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Intermediate occupations","E&W","Women","9","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Small employers and own account workers","E&W","Women","!","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Lower supervisory and technical","E&W","Women","!","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Semi-routine occupations","E&W","Women","7","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Routine occupations","E&W","Women","4","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Arab","Never worked or long-term unemployed","E&W","Women","60","%","APS","2013-2015","511"
"Ethnic group by NS-SEC and sex","Other - Any other","Higher managerial, administrative, professional","E&W","Women","8","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Lower managerial, administrative, professional","E&W","Women","19","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Intermediate occupations","E&W","Women","10","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Small employers and own account workers","E&W","Women","6","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Lower supervisory and technical","E&W","Women","2","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Semi-routine occupations","E&W","Women","12","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Routine occupations","E&W","Women","8","%","APS","2013-2015","2166"
"Ethnic group by NS-SEC and sex","Other - Any other","Never worked or long-term unemployed","E&W","Women","37","%","APS","2013-2015","2166"
