"Title","Regional ethnic diversity"
"Location","England and Wales"
"Time period","2011"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-20"
"Measure","local authority: county / unitary (prior to April 2015)","Ethnicity","Value","Value_type","Ethnicity_type","Source","Time","Geography"
"Ethnicity of local authorities","Pembrokeshire","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Anglesey","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cornwall","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","County Durham","Asian/Asian British: Bangladeshi","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Herefordshire, County of","Asian/Asian British: Bangladeshi","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Caerphilly","Asian/Asian British: Bangladeshi","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northumberland","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Powys","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blaenau Gwent","Asian/Asian British: Bangladeshi","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cumbria","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Flintshire","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redcar and Cleveland","Asian/Asian British: Bangladeshi","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isles of Scilly","Asian/Asian British: Bangladeshi","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newham","Asian/Asian British: Chinese","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brent","Asian/Asian British: Chinese","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Harrow","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redbridge","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tower Hamlets","Asian/Asian British: Chinese","3.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Slough","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ealing","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicester","Asian/Asian British: Chinese","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hounslow","Asian/Asian British: Chinese","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Waltham Forest","Asian/Asian British: Chinese","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lewisham","Asian/Asian British: Chinese","2.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southwark","Asian/Asian British: Chinese","2.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hackney","Asian/Asian British: Chinese","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Luton","Asian/Asian British: Chinese","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Croydon","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lambeth","Asian/Asian British: Chinese","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Birmingham","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barking and Dagenham","Asian/Asian British: Chinese","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Haringey","Asian/Asian British: Chinese","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hillingdon","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Enfield","Asian/Asian British: Chinese","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Westminster","Asian/Asian British: Chinese","2.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Greenwich","Asian/Asian British: Chinese","2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnet","Asian/Asian British: Chinese","2.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merton","Asian/Asian British: Chinese","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Camden","Asian/Asian British: Chinese","2.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Manchester","Asian/Asian British: Chinese","2.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bradford","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wolverhampton","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hammersmith and Fulham","Asian/Asian British: Chinese","1.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Islington","Asian/Asian British: Chinese","2.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackburn with Darwen","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sandwell","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kensington and Chelsea","Asian/Asian British: Chinese","2.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wandsworth","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottingham","Asian/Asian British: Chinese","2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Coventry","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Thames","Asian/Asian British: Chinese","1.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Reading","Asian/Asian British: Chinese","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oldham","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","City of London","Asian/Asian British: Chinese","3.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sutton","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Walsall","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kirklees","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Milton Keynes","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derby","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bedford","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rochdale","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bexley","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bolton","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Peterborough","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sheffield","Asian/Asian British: Chinese","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bristol, City of","Asian/Asian British: Chinese","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bromley","Asian/Asian British: Chinese","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cardiff","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leeds","Asian/Asian British: Chinese","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newcastle upon Tyne","Asian/Asian British: Chinese","2.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Trafford","Asian/Asian British: Chinese","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southampton","Asian/Asian British: Chinese","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Thurrock","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Richmond upon Thames","Asian/Asian British: Chinese","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Windsor and Maidenhead","Asian/Asian British: Chinese","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Buckinghamshire","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hertfordshire","Asian/Asian British: Chinese","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Havering","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Middlesbrough","Asian/Asian British: Chinese","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Portsmouth","Asian/Asian British: Chinese","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wokingham","Asian/Asian British: Chinese","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stoke-on-Trent","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Liverpool","Asian/Asian British: Chinese","1.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brighton and Hove","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Solihull","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bury","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Medway","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Calderdale","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swindon","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newport","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dudley","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Salford","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Surrey","Asian/Asian British: Chinese","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bracknell Forest","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oxfordshire","Asian/Asian British: Chinese","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tameside","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicestershire","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northamptonshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southend-on-Sea","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bournemouth","Asian/Asian British: Chinese","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockport","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lancashire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cambridgeshire","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Telford and Wrekin","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warwickshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rotherham","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kent","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Central Bedfordshire","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Sussex","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swansea","Asian/Asian British: Chinese","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Hull, City of","Asian/Asian British: Chinese","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Essex","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","York","Asian/Asian British: Chinese","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bath and North East Somerset","Asian/Asian British: Chinese","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockton-on-Tees","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Berkshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hampshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Gloucestershire","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Suffolk","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Doncaster","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gloucestershire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wakefield","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottinghamshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Staffordshire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Worcestershire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Poole","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Tyneside","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sunderland","Asian/Asian British: Chinese","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warrington","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Sussex","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Lincolnshire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Plymouth","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Darlington","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gateshead","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","The Vale of Glamorgan","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gwynedd","Asian/Asian British: Chinese","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Norfolk","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Tyneside","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wiltshire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackpool","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ceredigion","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire East","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wrexham","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wirral","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rutland","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Knowsley","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isle of Wight","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Somerset","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Yorkshire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wigan","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire West and Chester","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Denbighshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North East Lincolnshire","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rhondda, Cynon, Taff","Asian/Asian British: Chinese","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sefton","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derbyshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Devon","Asian/Asian British: Chinese","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torbay","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lincolnshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merthyr Tydfil","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Conwy","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hartlepool","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bridgend","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Halton","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnsley","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dorset","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Monmouthshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Shropshire","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Somerset","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","St. Helens","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torfaen","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Carmarthenshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Riding of Yorkshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Neath Port Talbot","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Pembrokeshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Anglesey","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cornwall","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","County Durham","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Herefordshire, County of","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Caerphilly","Asian/Asian British: Chinese","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northumberland","Asian/Asian British: Chinese","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Powys","Asian/Asian British: Chinese","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blaenau Gwent","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cumbria","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Flintshire","Asian/Asian British: Chinese","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redcar and Cleveland","Asian/Asian British: Chinese","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isles of Scilly","Asian/Asian British: Chinese","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newham","Asian/Asian British: Other Asian","6.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brent","Asian/Asian British: Other Asian","9.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Harrow","Asian/Asian British: Other Asian","11.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redbridge","Asian/Asian British: Other Asian","7.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tower Hamlets","Asian/Asian British: Other Asian","2.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Slough","Asian/Asian British: Other Asian","5.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ealing","Asian/Asian British: Other Asian","9.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicester","Asian/Asian British: Other Asian","4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hounslow","Asian/Asian British: Other Asian","8.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Waltham Forest","Asian/Asian British: Other Asian","4.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lewisham","Asian/Asian British: Other Asian","4.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southwark","Asian/Asian British: Other Asian","2.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hackney","Asian/Asian British: Other Asian","2.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Luton","Asian/Asian British: Other Asian","2.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Croydon","Asian/Asian British: Other Asian","4.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lambeth","Asian/Asian British: Other Asian","2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Birmingham","Asian/Asian British: Other Asian","2.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barking and Dagenham","Asian/Asian British: Other Asian","2.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Haringey","Asian/Asian British: Other Asian","3.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hillingdon","Asian/Asian British: Other Asian","6.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Enfield","Asian/Asian British: Other Asian","4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Westminster","Asian/Asian British: Other Asian","4.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Greenwich","Asian/Asian British: Other Asian","5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
