"Title","Destinations of school pupils after key stage 4 (usually aged 16 years)"
"Location","England"
"Time period","2010/11 to 2014/15"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-destinations"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Destination","Value","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","94","15,345","14,470"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","15,345","35"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","15,345","540"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","15,345","295"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","91","7,685","6,980"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,685","55"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","7,685","540"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","7,685","105"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","97","2,325","2,260"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","!","2,325","!"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","2","2,325","40"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","2,325","25"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","56","695","390"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","5","695","35"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","28","695","195"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","10","695","70"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","96","13,045","12,490"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","13,045","65"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","3","13,045","345"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","13,045","150"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","89","19,805","17,535"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","19,805","285"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","8","19,805","1,665"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","19,805","320"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","92","9,230","8,530"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","9,230","55"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","9,230","395"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","3","9,230","255"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","16,735","15,115"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","16,735","200"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","16,735","1,065"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","16,735","360"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","51","125","65"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","9","125","10"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","27","125","35"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","13","125","15"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","88","5,330","4,685"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","2","5,330","95"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","8","5,330","445"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","5,330","105"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","87","447,225","391,160"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","3","447,225","11,525"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","9","447,225","38,125"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","447,225","6,415"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","87","426,285","372,685"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","3","426,285","11,275"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","9","426,285","36,630"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","426,285","5,695"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","1,905","1,710"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","1,905","30"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","1,905","135"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","1,905","30"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","4,115","3,780"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","4,115","50"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","4,115","230"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","4,115","55"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","2,020","1,825"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","2,020","20"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","2,020","140"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","2,020","35"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","85","6,835","5,780"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","6,835","140"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","12","6,835","810"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","6,835","100"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","92","451,960","413,885"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","91","21,240","19,415"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","94","46,190","43,645"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","94","27,005","25,405"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","91","5,330","4,825"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","430,120","394,170"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","1,875","1,715"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","55","125","70"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","68","790","540"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","19,045","17,390"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","89","7,205","6,425"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","2,295","2,120"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","4,375","4,075"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","7,365","6,800"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","97","13,435","12,995"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","17,475","16,175"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","7,595","7,180"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","95","7,680","7,295"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","8,000","7,395"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","95","15,995","15,220"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","3,015","2,790"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","98","2,235","2,190"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","7,160","6,645"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","All","All","E92000001","ONS geography code","All","All","Education, employment or training","92","561,115","516,010"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","All","All","E92000001","ONS geography code","All","All","Education","90","561,115","506,150"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","All","All","E92000001","ONS geography code","All","All","Employment","2","561,115","9,860"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","All","All","E92000001","ONS geography code","All","All","No sustained education/employment","7","561,115","37,705"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","All","All","E92000001","ONS geography code","All","All","Unknown","1","561,115","7,400"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","95","7,680","7,265"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","7,680","35"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","3","7,680","235"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","7,680","150"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","3,015","2,770"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","3,015","20"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","3,015","165"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","3,015","55"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","7,160","6,615"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","7,160","30"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","7,160","305"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","7,160","205"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","91","7,365","6,735"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,365","60"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","7,365","450"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","7,365","115"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","91","19,045","17,240"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","19,045","150"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","19,045","1,070"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","19,045","585"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","94","46,190","43,350"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","46,190","300"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","46,190","1,790"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","46,190","755"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","94","7,595","7,135"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,595","45"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","7,595","305"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","7,595","115"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","94","27,005","25,280"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","27,005","120"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","27,005","1,125"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","27,005","480"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","95","15,995","15,185"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","15,995","30"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","3","15,995","460"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","15,995","315"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","8,000","7,325"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","8,000","70"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","8,000","495"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","8,000","110"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","98","2,235","2,190"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","2,235","0"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","1","2,235","25"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","2,235","20"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","63","790","500"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","5","790","35"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","23","790","180"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","9","790","70"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","96","13,435","12,935"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","13,435","60"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","2","13,435","305"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","13,435","135"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","90","21,240","19,160"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","21,240","255"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","7","21,240","1,515"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","21,240","310"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","94","9,395","8,800"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","9,395","30"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","9,395","330"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","9,395","230"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","17,475","16,015"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","17,475","160"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","17,475","940"
