"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","426,285","11,275"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","426,285","36,630"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","426,285","5,695"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","1,905","1,710"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1,905","30"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","1,905","135"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","1,905","30"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","4,115","3,780"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","4,115","50"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","4,115","230"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4,115","55"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","2,020","1,825"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","2,020","20"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","2,020","140"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2,020","35"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","6,835","5,780"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","6,835","140"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","12","% of cohort","6,835","810"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","6,835","100"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","451,960","413,885"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","21,240","19,415"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","46,190","43,645"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","27,005","25,405"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","5,330","4,825"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","430,120","394,170"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","1,875","1,715"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","55","% of cohort","125","70"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","68","% of cohort","790","540"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","19,045","17,390"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","89","% of cohort","7,205","6,425"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","2,295","2,120"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","4,375","4,075"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","7,365","6,800"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","97","% of cohort","13,435","12,995"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","17,475","16,175"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","7,595","7,180"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","7,680","7,295"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","8,000","7,395"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","15,995","15,220"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","3,015","2,790"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","98","% of cohort","2,235","2,190"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,160","6,645"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","561,115","516,010"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","561,115","506,150"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","561,115","9,860"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","561,115","37,705"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","561,115","7,400"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","7,680","7,265"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","7,680","35"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","7,680","235"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,680","150"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","3,015","2,770"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3,015","20"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","3,015","165"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","3,015","55"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7,160","6,615"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","7,160","30"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7,160","305"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7,160","205"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","7,365","6,735"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,365","60"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7,365","450"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,365","115"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","19,045","17,240"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","19,045","150"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","19,045","1,070"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","19,045","585"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","46,190","43,350"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","46,190","300"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","46,190","1,790"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","46,190","755"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","7,595","7,135"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,595","45"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7,595","305"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,595","115"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","27,005","25,280"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","27,005","120"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","27,005","1,125"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","27,005","480"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","15,995","15,185"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","15,995","30"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","15,995","460"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","15,995","315"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","8,000","7,325"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8,000","70"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","8,000","495"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","8,000","110"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","98","% of cohort","2,235","2,190"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2,235","0"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2,235","25"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2,235","20"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","63","% of cohort","790","500"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","5","% of cohort","790","35"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","23","% of cohort","790","180"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","9","% of cohort","790","70"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","13,435","12,935"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","13,435","60"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","13,435","305"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13,435","135"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","21,240","19,160"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","21,240","255"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","21,240","1,515"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","21,240","310"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","9,395","8,800"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","9,395","30"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","9,395","330"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","9,395","230"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","17,475","16,015"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","17,475","160"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","17,475","940"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","17,475","360"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","48","% of cohort","125","60"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","7","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","35","% of cohort","125","45"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","9","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","5,330","4,740"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","5,330","85"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5,330","405"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5,330","95"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","451,960","404,815"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","451,960","9,070"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","451,960","32,540"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","451,960","5,535"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","430,120","385,330"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","430,120","8,840"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","430,120","31,110"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","430,120","4,840"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","1,875","1,680"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1,875","30"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","1,875","135"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","1,875","25"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","4,375","4,020"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","4,375","55"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","4,375","245"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4,375","55"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","2,295","2,105"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","2,295","10"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","2,295","135"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2,295","40"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","7,205","6,300"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7,205","125"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","7,205","685"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,205","100"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","437,845","410,165"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","21,555","20,005"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","47,425","45,160"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","26,490","25,015"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","5,405","4,965"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","414,280","388,680"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","1,855","1,720"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","67","% of cohort","125","85"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","68","% of cohort","920","630"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","20,665","19,050"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","7,210","6,550"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","2,320","2,170"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","4,555","4,280"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","7,465","7,005"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","97","% of cohort","13,255","12,885"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","18,240","17,155"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","8,035","7,585"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","7,895","7,535"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,455","6,930"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","16,020","15,250"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","3,015","2,835"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","97","% of cohort","2,120","2,065"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,435","6,915"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","548,280","514,285"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","548,280","497,405"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","548,280","16,880"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","548,280","29,675"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","548,280","4,320"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","7,895","7,480"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,895","55"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","7,895","230"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,895","125"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","3,015","2,800"
