"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000023","ONS geography code","Bristol, City of","Male","Male/Female/All","55","226","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000032","ONS geography code","Wandsworth","Female","Male/Female/All","76","226","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000018","ONS geography code","Hounslow","All","Male/Female/All","80","225","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000006","ONS geography code","Bromley","All","Male/Female/All","80","225","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000012","ONS geography code","Liverpool","All","Male/Female/All","54","225","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000009","ONS geography code","Trafford","All","Male/Female/All","67","224","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000028","ONS geography code","Sandwell","Female","Male/Female/All","73","224","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","74","224","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Male","Male/Female/All","61","224","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000039","ONS geography code","Slough","All","Male/Female/All","70","223","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000003","ONS geography code","Barnet","Female","Male/Female/All","78","223","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000032","ONS geography code","Wandsworth","Male","Male/Female/All","60","223","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","All","Male/Female/All","61","222","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000042","ONS geography code","Milton Keynes","Female","Male/Female/All","77","222","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000033","ONS geography code","Calderdale","Male","Male/Female/All","45","220","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Male","Male/Female/All","55","220","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000007","ONS geography code","Stockport","All","Male/Female/All","61","218","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Female","Male/Female/All","78","218","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000019","ONS geography code","Islington","Female","Male/Female/All","69","218","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000029","ONS geography code","Solihull","All","Male/Female/All","71","217","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000023","ONS geography code","Bristol, City of","Female","Male/Female/All","77","217","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000034","ONS geography code","Kirklees","Female","Male/Female/All","76","217","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000021","ONS geography code","Newcastle upon Tyne","Male","Male/Female/All","57","217","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000027","ONS geography code","Dudley","Male","Male/Female/All","42","216","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000032","ONS geography code","Wandsworth","Male","Male/Female/All","54","216","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000007","ONS geography code","Derbyshire","All","Male/Female/All","71","215","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Male/Female/All","66","214","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000003","ONS geography code","Cambridgeshire","Male","Male/Female/All","61","214","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000003","ONS geography code","Barnet","Male","Male/Female/All","67","214","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000017","ONS geography code","Hillingdon","Female","Male/Female/All","78","213","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000023","ONS geography code","Lewisham","All","Male/Female/All","75","213","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000003","ONS geography code","Barnet","Female","Male/Female/All","77","213","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000019","ONS geography code","Islington","Male","Male/Female/All","46","213","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000031","ONS geography code","Wolverhampton","Male","Male/Female/All","47","211","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000011","ONS geography code","Greenwich","Male","Male/Female/All","71","211","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000045","ONS geography code","Southampton","All","Male/Female/All","67","210","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000031","ONS geography code","Waltham Forest","Female","Male/Female/All","80","210","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Male","Male/Female/All","47","210","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","80","210","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Male","Male/Female/All","65","210","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000038","ONS geography code","Reading","All","Male/Female/All","66","208","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000012","ONS geography code","Essex","Male","Male/Female/All","64","208","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000021","ONS geography code","Newcastle upon Tyne","Female","Male/Female/All","74","207","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000003","ONS geography code","Barnet","Male","Male/Female/All","68","206","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000033","ONS geography code","Westminster","All","Male/Female/All","70","206","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000033","ONS geography code","Westminster","Female","Male/Female/All","84","204","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000028","ONS geography code","Southwark","Male","Male/Female/All","60","204","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Male","Male/Female/All","52","204","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000034","ONS geography code","Kirklees","Male","Male/Female/All","56","203","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","All","Male/Female/All","58","203","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Male","Male/Female/All","53","203","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000013","ONS geography code","Hammersmith and Fulham","All","Male/Female/All","71","202","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000006","ONS geography code","Bromley","Female","Male/Female/All","82","201","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Male","Male/Female/All","69","201","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000011","ONS geography code","Greenwich","Female","Male/Female/All","88","200","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","58","200","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","66","200","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Female","Male/Female/All","74","199","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000003","ONS geography code","Cambridgeshire","Female","Male/Female/All","76","199","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000032","ONS geography code","Wandsworth","Female","Male/Female/All","79","198","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000012","ONS geography code","Essex","Female","Male/Female/All","76","198","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000016","ONS geography code","Leicester","Female","Male/Female/All","65","198","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","All","Male/Female/All","67","197","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000025","ONS geography code","Newham","Female","Male/Female/All","83","197","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000033","ONS geography code","Westminster","All","Male/Female/All","66","197","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000017","ONS geography code","Rutland","Male","Male/Female/All","60","196","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000025","ONS geography code","Newham","Male","Male/Female/All","67","196","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000029","ONS geography code","Sutton","Female","Male/Female/All","79","196","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000038","ONS geography code","Reading","Male","Male/Female/All","65","196","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000016","ONS geography code","Leicester","Male","Male/Female/All","45","196","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000014","ONS geography code","Haringey","Female","Male/Female/All","86","194","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","75","194","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","77","194","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000028","ONS geography code","Sandwell","Male","Male/Female/All","52","194","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000001","ONS geography code","Bolton","All","Male/Female/All","47","194","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000026","ONS geography code","Redbridge","Male","Male/Female/All","57","194","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000020","ONS geography code","Kensington and Chelsea","Male","Male/Female/All","62","193","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000019","ONS geography code","Sheffield","Female","Male/Female/All","76","193","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000034","ONS geography code","Thurrock","Male","Male/Female/All","69","193","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000032","ONS geography code","Wandsworth","Male","Male/Female/All","63","192","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000038","ONS geography code","Reading","Female","Male/Female/All","73","192","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000027","ONS geography code","Dudley","Female","Male/Female/All","67","192","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000026","ONS geography code","Redbridge","Female","Male/Female/All","70","192","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000003","ONS geography code","Barnet","Male","Male/Female/All","52","192","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000007","ONS geography code","Stockport","All","Male/Female/All","63","191","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","66","191","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000028","ONS geography code","Southwark","Female","Male/Female/All","81","190","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","74","190","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","65","190","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000014","ONS geography code","Haringey","Male","Male/Female/All","74","188","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000019","ONS geography code","Sheffield","Male","Male/Female/All","57","188","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000025","ONS geography code","South Gloucestershire","All","Male/Female/All","75","187","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000009","ONS geography code","Ealing","Female","Male/Female/All","84","187","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Male","Male/Female/All","61","187","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000027","ONS geography code","Richmond upon Thames","All","Male/Female/All","75","187","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000012","ONS geography code","Essex","Male","Male/Female/All","62","186","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000016","ONS geography code","Leicester","Female","Male/Female/All","69","185","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000026","ONS geography code","Redbridge","Female","Male/Female/All","76","185","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000055","ONS geography code","Bedford","Female","Male/Female/All","59","185","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","82","184","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000014","ONS geography code","Hampshire","All","Male/Female/All","67","184","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000019","ONS geography code","Islington","Male","Male/Female/All","53","183","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000023","ONS geography code","Bristol, City of","Male","Male/Female/All","46","183","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000055","ONS geography code","Bedford","Male","Male/Female/All","46","183","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Female","Male/Female/All","69","182","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","78","182","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000002","ONS geography code","Bury","Male","Male/Female/All","54","181","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000011","ONS geography code","Greenwich","Male","Male/Female/All","73","181","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000016","ONS geography code","Leicester","Male","Male/Female/All","48","180","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000045","ONS geography code","Southampton","Male","Male/Female/All","67","180","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Male","Male/Female/All","52","180","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","Female","Male/Female/All","82","180","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","Male","Male/Female/All","60","180","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000017","ONS geography code","Rutland","Female","Male/Female/All","81","180","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","80","179","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","87","179","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000054","ONS geography code","Wiltshire","All","Male/Female/All","67","178","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000008","ONS geography code","Devon","All","Male/Female/All","75","178","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000009","ONS geography code","Trafford","Male","Male/Female/All","62","178","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000018","ONS geography code","Hounslow","Male","Male/Female/All","52","178","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000003","ONS geography code","Barnet","Female","Male/Female/All","67","177","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000011","ONS geography code","Greenwich","Female","Male/Female/All","88","176","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000006","ONS geography code","Bromley","Female","Male/Female/All","79","176","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000018","ONS geography code","Hounslow","Female","Male/Female/All","70","176","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000012","ONS geography code","Essex","Female","Male/Female/All","83","176","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000021","ONS geography code","Stoke-on-Trent","All","Male/Female/All","70","175","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000028","ONS geography code","Southwark","All","Male/Female/All","71","175","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000038","ONS geography code","Reading","All","Male/Female/All","73","175","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000028","ONS geography code","Sandwell","Female","Male/Female/All","66","175","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Male","Male/Female/All","60","174","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000009","ONS geography code","Trafford","Female","Male/Female/All","74","173","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Female","Male/Female/All","73","173","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000023","ONS geography code","Bristol, City of","Female","Male/Female/All","59","172","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","66","172","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","67","172","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000020","ONS geography code","Kensington and Chelsea","Female","Male/Female/All","77","170","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000021","ONS geography code","Newcastle upon Tyne","All","Male/Female/All","71","170","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","66","170","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000012","ONS geography code","Hackney","Female","Male/Female/All","86","169","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000009","ONS geography code","Ealing","Male","Male/Female/All","67","169","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000012","ONS geography code","Hackney","Male","Male/Female/All","74","169","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000029","ONS geography code","Sutton","Male","Male/Female/All","61","169","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000029","ONS geography code","Sutton","All","Male/Female/All","68","168","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000031","ONS geography code","Wolverhampton","Female","Male/Female/All","74","168","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000014","ONS geography code","Haringey","All","Male/Female/All","80","167","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000020","ONS geography code","Kensington and Chelsea","All","Male/Female/All","60","166","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","70","166","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000032","ONS geography code","Luton","Male","Male/Female/All","55","166","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Male","Male/Female/All","58","166","","Local authority"
