"Title","A* to C in English and Maths GCSE attainment for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","19 January 2017 (revised)"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission basis","School type","SEN","Religious character","Value"," Denominator "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","N/A"," N/A "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","0.8","8,235"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","1","403"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","!","703"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","!","517"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","!","18"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","62.8","422,763"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","62.6","22,868"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","67.2","51,218"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","59.2","27,924"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","82.8","2,026"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","64.1","530,580"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","62.2","191,701"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","65.3","337,452"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","53","85,080"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","69.8","247,551"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","64.5","1,838"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","51.2","1,864"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","34.1","1,119"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","9.9","885"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","0.7","10,109"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","63","540,689"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","24","63,150"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","26","3,474"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","28.9","46,589"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","10.4","16,561"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","24.5","5,740"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","23","4,333"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","30.6","2,625"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","11.9","849"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","42.1","126"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","24.2","78,682"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","29.3","4,302"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","10.2","1,438"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","69.6","359,608"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","69.1","19,394"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","27.7","3,281"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","8.3","1,052"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","72.6","45,478"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","65.8","23,590"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","48.8","86"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","27.5","40"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","85.5","1,899"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","69.7","461,072"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","29","58,279"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","10.4","20,403"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","22.6","40,314"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","23.5","2,195"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","27.5","28,116"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","11.2","12,198"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","23.7","3,496"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","21","2,728"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","28.2","1,543"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","12.4","652"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","35.9","78"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","22.7","49,977"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","28.7","2,556"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","10.2","940"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","67.3","175,039"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","66.6","9,340"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","!","1,959"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","!","769"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","70.1","23,063"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","61.3","11,183"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","!","48"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","!","30"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","81.2","954"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","67.2","225,149"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","27.6","35,056"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","11.2","14,921"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","26.6","22,836"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","30.3","1,279"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","30.9","18,473"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","8.3","4,363"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","25.8","2,244"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","26.3","1,605"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","33.9","1,082"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","10.2","197"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","52.1","48"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All SEN","All state-funded schools","26.7","28,705"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","30.2","1,746"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","10.2","498"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","71.8","184,569"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","71.5","10,054"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","!","1,322"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","!","283"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","75.2","22,415"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","69.9","12,407"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","!","38"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","!","10"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","89.8","945"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","72","235,923"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","31.1","23,223"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","8.4","5,482"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","63.4","343,946"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","62.6","17,889"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","67.2","43,374"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","57.9","19,147"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","83.5","1,641"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","65.9","22,465"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","66.3","1,361"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","70.6","2,058"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","62.1","2,402"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","87.9","141"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Roman Catholic schools","68","38,676"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Roman Catholic schools","68.3","2,634"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Roman Catholic schools","73.2","3,435"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Roman Catholic schools","68","5,100"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Roman Catholic schools","79.6","157"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Other Christian faith schools","61.6","8,522"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Other Christian faith schools","68.6","544"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Other Christian faith schools","79.9","837"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Other Christian faith schools","63","711"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Other Christian faith schools","85.1","67"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","81.7","918"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","77.8","27"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","86.5","37"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","69.2","13"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","!"," ! "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","!"," ! "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","44.4","9"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","83.2","614"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","70.6","34"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","N/A"," -   "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Sikh school","!"," ! "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Sikh school","!"," ! "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Sikh school","!"," ! "
